id	created_at	updated_at	name	is_medication
563	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	COARTEM 120MG TABLET by NOVARTIS PHARMA SERVICES AG	
564	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	PANADO PAEDIATRIC ALCOHOL; SUGAR FREE 120MG SYRUP by ADCOCK INGRAM LIMITED	
565	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	AUGMENTIN BD 125MG TABLET, COATED by SMITHLINE BEECHAM	
566	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	TELKAST 5MG TABLET by MYLAN PHARMA PVT LTD	
567	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	AURONE 5G SOLUTION/DROPS by PHARMACARE LIMITED	
568	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	COARTEM 80MG TABLET by NOVARTIS PHARMA SERVICES AG	
569	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	AUTRIN 2.455MG CAPSULE by ASPEN PHARMACARE	
570	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	ASMAVENT 2MG SUSPENSION by CAPS PVT LTD	
571	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	PARACET 120MG SYRUP by PLUS FIVE PHARMACEUTICALS PVT LTD	
572	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	AUGMENTIN BD 875MG TABLET, COATED by SMITHLINE BEECHAM	
573	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	AVACORT-BF 100/6 6MCG INHALATION by INNOVATA PHARMACEUTICALS LTD	
574	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DOCETEX 20MG SOLUTION by INNOVATA PHARMACEUTICALS LTD	
575	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	AVAGEM 200MG POWDER/INJECTABLE by INNOVATA PHARMACEUTICALS LTD	
576	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	COARTEM 480MG TABLET by NOVARTIS PHARMA SERVICES AG	
577	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	TELKAST 4 4MG TABLET by MYLAN PHARMA PVT LTD	
578	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	AUTRIN 15MG CAPSULE by ASPEN PHARMACARE	
579	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	AVACORT-BF 100/6 100MCG INHALATION by INNOVATA PHARMACEUTICALS LTD	
580	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	PARACETAMOL 120MG SYRUP by DATLABS PRIVATE LIMITED	
581	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	BIO-AMOXYCILLIN AND CLAVULANIC ACID 625MG TABLET, COATED by BIOTECH LABS PTY LTD	
582	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DOCETEX 80 80MG SOLUTION by INNOVATA PHARMACEUTICALS LTD	
583	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	AUTRIN 75MG CAPSULE by ASPEN PHARMACARE	
584	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	ASTHALIN 100MCG INHALATION by CIPLA LTD	
585	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	CARBOPLATIN MYLAN 10MG SOLUTION by MYLAN LABORATORIES LIMITED (OTL)	
586	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	AVAGEM 1G 1000MG POWDER/INJECTABLE by INNOVATA PHARMACEUTICALS LTD	
587	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	COARTEM 20MG TABLET by NOVARTIS PHARMACEUTICAL CORPORATION	
588	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	AVACORT-BF 200/6 6MCG INHALATION by INNOVATA PHARMACEUTICALS LTD	
589	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	MONTERA 10 10MG TABLET, COATED by COSPHARM INVESTMENTS PVT LIMITED	
590	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	AUTRIN 165MG CAPSULE by ASPEN PHARMACARE	
591	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	VARIPAN 120MG SYRUP by VARICHEM PHARMACEUTICALS (PVT) LTD	
592	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	BIO-AMOXYCILLIN AND CLAVULANIC ACID 375MG TABLET, COATED by BIOTECH LABS PTY LTD	
593	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	COARTEM 120MG TABLET by NOVARTIS PHARMACEUTICAL CORPORATION	
594	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	AZMANOL HFA INHALATION AEROSOL (SULBUTAMOL SULPHATE BP) 100MCG INHALATION by ZIMBABWE PHARMACEUTICALS HEALTHCARE	
595	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	CITAFINE  1000 1000MG POWDER/INJECTABLE by EMCURE PHARMACEUTICALS LTD	
596	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	AVACORT-BF 200/6 200MCG INHALATION by INNOVATA PHARMACEUTICALS LTD	
597	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DOXOL 20 20MG SOLUTION by VENUS REMEDIES LTD	
598	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	AUTRIN 349.755MG CAPSULE by ASPEN PHARMACARE	
599	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	MONTERA 5 5MG TABLET, COATED by COSPHARM INVESTMENTS PVT LIMITED	
600	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	VARIPAN SUGAR FREE SYRUP 120MG SYRUP by VARICHEM PHARMACEUTICALS (PVT) LTD	
601	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	CLEDOMOX 625 625MG TABLET, COATED by MEDOPHARM	
602	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	AVARUBI 10 10MG POWDER/INJECTABLE by INNOVATA PHARMACEUTICALS LTD	
603	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	COMBIART 20MG TABLET by STRIDES ARCOLAB LTD	
604	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	CITAFINE 200 200MG POWDER/INJECTABLE by EMCURE PHARMACEUTICALS LTD	
605	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	AVACORT-BF 400/12 12MCG INHALATION by INNOVATA PHARMACEUTICALS LTD	
606	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DOXOL 80 80MG SOLUTION by VENUS REMEDIES LTD	
607	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	VENTEZE 100MCG AEROSOL by PHARMACARE LIMITED	
608	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	COMBIART 120MG TABLET by STRIDES ARCOLAB LTD	
609	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	SINTRINE 4MG TABLET, COATED by SANDOZ S.A PTY LTD	
610	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	ENHACIN 125MG TABLET, COATED by RANBAXY LABS LTD	
611	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	AVARUBI 50 50MG POWDER/INJECTABLE by INNOVATA PHARMACEUTICALS LTD	
612	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	AVACORT-BF 400/12 400MCG INHALATION by INNOVATA PHARMACEUTICALS LTD	
613	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	AVASALF 100/50 50MCG INHALATION by INNOVATA PHARMACEUTICALS LTD	
614	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	APOTEL MAX 10MG SOLUTION by HAEMPHARMA PTY LTD	
615	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	VENTOLIN 100MCG AEROSOL by GLAXO-WELLCOME ZIMBABWE PVT LTD	
616	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	ENHACIN 250MG TABLET, COATED by RANBAXY LABS LTD	
617	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	GEMLIFE 200MG INJECTABLE by VHB MEDI SCIENCES LIMITED	
618	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	COMBIART-DT 20MG TABLET by STRIDES ARCOLAB LTD	
619	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	TAXOTERE 20 20MG INJECTABLE by AVENTIS PHARMA	
620	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	SINTRINE 5MG TABLET, COATED by SANDOZ S.A PTY LTD	
621	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	AVASALF 100/50 100MCG INHALATION by INNOVATA PHARMACEUTICALS LTD	
622	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	PARACETAMOL B. BRAUN 10MG SOLUTION by B. BRAUN MEDICAL (PTY) LTD	
623	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	COMBIART-DT 120MG TABLET by STRIDES ARCOLAB LTD	
624	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	ENHANCIN 125MG TABLET, COATED by RANBAXY LABS LTD	
625	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	AVASTIN 25MG INJECTABLE by ROCHE PRODUCTS (PTY) LTD	
626	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	AVERTISO 200MCG TABLET by POPULATION SERVICES INTERNATIONAL, SOUTH AFRICA	
627	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	SINTRINE 10MG TABLET, COATED by SANDOZ S.A PTY LTD	
628	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	AVASALF 250/50 50MCG INHALATION by INNOVATA PHARMACEUTICALS LTD	
629	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	AVIGRA 100 100MG TABLET, COATED by PHARMACIA SOUTH AFRICA PTY LTD	
630	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	PARACETAMOL FRESENIUS 10MG SOLUTION by FRESENIUS KABI SOUTH AFRICA (PTY) LTD	
631	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	ENHANCIN 500MG TABLET, COATED by RANBAXY LABS LTD	
632	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	AVOCOMB 150MG TABLET, COATED by RANBAXY LABS LTD	
633	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	KOMEFAN 140 20MG TABLET by MYLAN LABORATORIES LIMITED	
634	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	AVOCOMB-N 150MG TABLET, COATED by RANBAXY LABS LTD	
635	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	AVASALF 250/50 250MCG INHALATION by INNOVATA PHARMACEUTICALS LTD	
636	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	AVASTIN 25MG INJECTABLE by ROCHE PRODUCTS (PTY) LTD	
637	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	TELKAST 10MG TABLET, COATED by MYLAN PHARMA PVT LTD	
638	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	AVOCOMB 300MG TABLET, COATED by RANBAXY LABS LTD	
639	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	KOMEFAN 140 120MG TABLET by MYLAN LABORATORIES LIMITED	
640	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	AVOCOMB-N 200MG TABLET, COATED by RANBAXY LABS LTD	
641	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	KAMAGRA-100 100MG TABLET, COATED by AJANTA PHARMA	
642	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	PARACETAMOL FRESENIUS 10MG SOLUTION by FRESENIUS KABI SOUTH AFRICA (PTY) LTD	
643	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	ENHANCIN 125MG TABLET, COATED by RANBAXY LABS LTD	
644	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	AVONZA 300MG TABLET, COATED by MYLAN LABORATORIES LIMITED	
645	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	AVASALF 500/50 50MCG INHALATION by INNOVATA PHARMACEUTICALS LTD	
646	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	AVOCOMB-N 300MG TABLET, COATED by RANBAXY LABS LTD	
647	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	ENHANCIN 875MG TABLET, COATED by RANBAXY LABS LTD	
648	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	COMBIVIR 150MG TABLET, COATED by GLAXO-WELLCOME ZIMBABWE PVT LTD	
649	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	AVONZA 300MG TABLET, COATED by MYLAN LABORATORIES LIMITED	
650	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	KOMEFAN 280 40MG TABLET by MYLAN LABORATORIES LIMITED	
651	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	AVASALF 500/50 500MCG INHALATION by INNOVATA PHARMACEUTICALS LTD	
652	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	KAMAGRA-50 50MG TABLET, COATED by AJANTA PHARMA	
653	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	AXCEL FUSIDIC ACID 2.1G CREAM by KOTRA PHARMA (M) SDN BHD	
654	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	AXCEL LORATIDINE 5MG SYRUP by KOTRA PHARMA (M) SDN BHD	
655	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	AXCEL PARACETAMOL 250MG SUSPENSION by KOTRA PHARMA (M) SDN BHD	
656	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	COMBIVIR 300MG TABLET, COATED by GLAXO-WELLCOME ZIMBABWE PVT LTD	
657	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	AVONZA 400MG TABLET, COATED by MYLAN LABORATORIES LIMITED	
658	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	KOMEFAN 280 240MG TABLET by MYLAN LABORATORIES LIMITED	
659	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DUOVIR-N 150MG TABLET, COATED by CIPLA LTD	
660	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	MYCLAV-375 125MG TABLET, COATED by UNICHEM LABORATORIES LIMITED	
661	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	COMBIWAVE SF 25MCG INHALATION by GLENMARK PHARMACEUTICAL LIMITED	
662	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	SEREGRA-100 100MG TABLET, COATED by BAL PHARMA	
663	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DUOVIR-N 200MG TABLET, COATED by CIPLA LTD	
664	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	CALPOL PAEDIATRIC 120MG SUSPENSION by GLAXOSMITHKLINE S.A (PTY) LTD	
665	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	MYCLAV-375 250MG TABLET, COATED by UNICHEM LABORATORIES LIMITED	
666	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	LAMIVUDINE; ZIDOVUDINE 150MG TABLET, COATED by SHANGHAI DESNO BIO-PHARMACEUTICAL CO., LTD	
667	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	EFAVIRENZ; LAMIVUDINE; TENOFOVIR DISOPROXIL FUMARATE 300MG TABLET, COATED by MACLEODS PHARMACEUTICALS LIMITED	
668	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	LUMARTEM 20MG TABLET by CIPLA LTD	
669	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	LORATIN 10MG TABLET by CIPLA LTD	
670	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	COMBIWAVE SF 125MCG INHALATION by GLENMARK PHARMACEUTICAL LIMITED	
671	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DAKTARIN 2G GEL by JANSSEN PHARMACEUTICA (PTY) LTD	
672	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	DUOVIR-N 300MG TABLET, COATED by CIPLA LTD	
673	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	SEREGRA-50 50MG TABLET, COATED by BAL PHARMA	
674	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	LAMIVUDINE; ZIDOVUDINE 300MG TABLET, COATED by SHANGHAI DESNO BIO-PHARMACEUTICAL CO., LTD	
675	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	EFAVIRENZ; LAMIVUDINE; TENOFOVIR DISOPROXIL FUMARATE 300MG TABLET, COATED by MACLEODS PHARMACEUTICALS LIMITED	
676	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	LUMARTEM 120MG TABLET by CIPLA LTD	
677	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	PLAPAR 120MG SUSPENSION by FDC LIMITED	
678	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	MYCLAV-625 125MG TABLET, COATED by UNICHEM LABORATORIES LIMITED	
679	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	COMBIWAVE SF 125 25MCG INHALATION by GLENMARK PHARMACEUTICAL LIMITED	
680	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	EFAVIRENZ; LAMIVUDINE; TENOFOVIR DISOPROXIL FUMARATE 400MG TABLET, COATED by MACLEODS PHARMACEUTICALS LIMITED	
681	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	LAMIVUDINE; NEVIRAPINE; ZIDOVUDINE 150MG TABLET, COATED by AUROBINDO PHARMA LIMITED	
682	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	SKY PHARM-SILDENAFIL 50MG TABLET, COATED by ADVENTURA INVESTMENTS LIMITED	
683	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	MYCLAV-625 500MG TABLET, COATED by UNICHEM LABORATORIES LIMITED	
684	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	LAMIVUDINE; ZIDOVUDINE 150MG TABLET, COATED by MACLEODS PHARMACEUTICALS LTD	
685	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	LUMARTEM DT 20MG TABLET by CIPLA LTD	
686	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	AZAPRESS 50MG TABLET by PHARMACARE LIMITED	
687	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	COMBIWAVE SF 125 50MCG INHALATION by GLENMARK PHARMACEUTICAL LIMITED	
688	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	AZIPRON 1MG TABLET by REMEDICA LTD	
689	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	LAMIVUDINE; NEVIRAPINE; ZIDOVUDINE 200MG TABLET, COATED by AUROBINDO PHARMA LIMITED	
690	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	CIPLADON 1000MG TABLET, EFFERVESCENT by CIPLA LTD	
691	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	LAMIVUDINE; ZIDOVUDINE 300MG TABLET, COATED by MACLEODS PHARMACEUTICALS LTD	
692	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	EFAVIRENZ; LAMIVUDINE; TENOFOVIR DISOPROXIL FUMERATE 300MG TABLET, COATED by AUROBINDO PHARMA LIMITED	
693	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	LUMARTEM DT 120MG TABLET by CIPLA LTD	
694	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	SKY PHARM-SILDENAFIL 100MG TABLET, COATED by ADVENTURA INVESTMENTS LIMITED	
695	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	LAMIVUDINE; NEVIRAPINE; ZIDOVUDINE 300MG TABLET, COATED by AUROBINDO PHARMA LIMITED	
696	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	COMBIWAVE SF 250 250MCG INHALATION by GLENMARK PHARMACEUTICAL LIMITED	
697	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	AUGMENTINE SR 62.5MG TABLET by GLAXOSMITHKLINE S.A (PTY) LTD	
698	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	EFAVIRENZ; LAMIVUDINE; TENOFOVIR DISOPROXIL FUMERATE 300MG TABLET, COATED by AUROBINDO PHARMA LIMITED	
699	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	AZATHIOPRINE MYLAN 50MG TABLET, COATED by MYLAN S.A.S	
700	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	LAMIVUDINE; ZIDOVUDINE 150MG TABLET, COATED by HETERO LABS LTD	
701	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	LUMARTEM HS 40 40MG TABLET by CIPLA LTD	
702	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	VIAGRA 100MG TABLET, COATED by PFIZER LABS PTY LTD	
703	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	EMPAPED 125MG SUPPOSITORY by TAKEDA (PTY) LTD	
704	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	AUGMENTINE SR 1000MG TABLET by GLAXOSMITHKLINE S.A (PTY) LTD	
705	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	AZOPLUS 200MG TABLET by PLUS FIVE PHARMACEUTICALS PVT LTD	
706	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	EFAVIRENZ; LAMIVUDINE; TENOFOVIR DISOPROXIL FUMERATE 600MG TABLET, COATED by AUROBINDO PHARMA LIMITED	
707	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	ZIDOLAM-N 150MG TABLET, COATED by HETERO LABS LTD	
708	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	SERETIDE 25/125 INHAILER 25MCG INHALATION by GLAXOSMITHKLINE S.A (PTY) LTD	
709	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	LAMIVUDINE; ZIDOVUDINE 300MG TABLET, COATED by HETERO LABS LTD	
710	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	LUMARTEM HS 40 240MG TABLET by CIPLA LTD	
711	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	ZIDOLAM-N 200MG TABLET, COATED by HETERO LABS LTD	
712	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	SERETIDE 25/125 INHAILER 125MCG INHALATION by GLAXOSMITHKLINE S.A (PTY) LTD	
713	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	EMPAPED 250MG SUPPOSITORY by TAKEDA (PTY) LTD	
714	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	KETOCONAZOLE 200MG TABLET by VARICHEM PHARMACEUTICALS (PVT) LTD	
715	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	EFAVIRENZ; LAMIVUDINE; TENOFOVIR DISOPROXIL FUMERATE 300MG TABLET, COATED by HETERO DRUGS LTD	
716	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	B. BRAUN 5% GLUCOSE 5G SOLUTION by B. BRAUN MEDICAL (PTY) LTD	
717	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	AVIGRA 25 25MG TABLET by PHARMACIA SOUTH AFRICA PTY LTD	
718	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	AUGUMENTINE BD SF 57MG POWDER, FOR SUSPENSION by GLAXOSMITHKLINE S.A (PTY) LTD	
719	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	VARIVAR 150MG TABLET, COATED by VARICHEM PHARMACEUTICALS (PVT) LTD	
720	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	LUMARTEM HS 60 60MG TABLET by CIPLA LTD	
721	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	ZIDOLAM-N 300MG TABLET, COATED by HETERO LABS LTD	
1571	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	GARDASIL 40MG INJECTABLE by MSD PTY LTD	
722	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	EFAVIRENZ; LAMIVUDINE; TENOFOVIR DISOPROXIL FUMERATE 300MG TABLET, COATED by HETERO DRUGS LTD	
723	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	SERETIDE 25/250 INHAILER 25MCG INHALATION by GLAXOSMITHKLINE S.A (PTY) LTD	
724	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	GACET-125 125MG SUPPOSITORY by BLISS GVS PHARMA LIMITED	
725	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	AUGUMENTINE BD SF 400MG POWDER, FOR SUSPENSION by GLAXOSMITHKLINE S.A (PTY) LTD	
726	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	KETOCONAZOLE 200MG TABLET by CAPS PVT LTD	
727	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	VARIVAR 300MG TABLET, COATED by VARICHEM PHARMACEUTICALS (PVT) LTD	
728	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	LUMARTEM HS 60 360MG TABLET by CIPLA LTD	
729	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	AVIGRA 50 50MG TABLET by PHARMACIA SOUTH AFRICA PTY LTD	
730	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	EFAVIRENZ; LAMIVUDINE; TENOFOVIR DISOPROXIL FUMERATE 600MG TABLET, COATED by HETERO DRUGS LTD	
731	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	SERETIDE 25/250 INHAILER 250MCG INHALATION by GLAXOSMITHKLINE S.A (PTY) LTD	
732	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	LAMIVUDINE; NEVERAPINE; ZIDOVUDINE 150MG TABLET by STRIDES ARCOLAB LTD	
733	2024-03-23 15:10:15.913664-04	2024-03-23 15:10:15.913664-04	B.C.G. VACCINE SSI 75MCG POWDER/INJECTABLE by BIOVAC ZIMBABWE PVT LTD	
