code	name	created_at	updated_at
Q66.00	Congenital talipes equinovarus, unspecified foot	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
F41.1	Generalized anxiety disorder	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
D51.0	Vitamin B12 deficiency anemia due to intrinsic factor deficiency	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
K63.9	Disease of intestine, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
N13.5	Crossing vessel and stricture of ureter without hydronephrosis	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
Z90.5	Acquired absence of kidney	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
A06.2	Amebic nondysenteric colitis	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
A18.11	Tuberculosis of kidney and ureter	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
J32.9	Chronic sinusitis, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
N70.92	Oophoritis, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
Z72.0	Tobacco use	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
O41.00X0	Oligohydramnios, unspecified trimester, not applicable or unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
E30.1	Precocious puberty	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
H02.059	Trichiasis without entropion unspecified eye, unspecified eyelid	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
E11.9	Type 2 diabetes mellitus without complications	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
N60.19	Diffuse cystic mastopathy of unspecified breast	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
G40.209	Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with complex partial seizures, not intractable, without status epilepticus	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
A44.9	Bartonellosis, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
J34.9	Unspecified disorder of nose and nasal sinuses	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
E11.40	Type 2 diabetes mellitus with diabetic neuropathy, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
I51.7	Cardiomegaly	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
G43.909	Migraine, unspecified, not intractable, without status migrainosus	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
E10.21	Type 1 diabetes mellitus with diabetic nephropathy	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
S09.90XA	Unspecified injury of head, initial encounter	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
S09.90XD	Unspecified injury of head, subsequent encounter	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
S09.90XS	Unspecified injury of head, sequela	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
D69.6	Thrombocytopenia, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
G95.0	Syringomyelia and syringobulbia	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
N64.3	Galactorrhea not associated with childbirth	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
J35.1	Hypertrophy of tonsils	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
H49.20	Sixth [abducent] nerve palsy, unspecified eye	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
G06.2	Extradural and subdural abscess, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
N04.9	Nephrotic syndrome with unspecified morphologic changes	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
G64	Other disorders of peripheral nervous system	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
B85.1	Pediculosis due to Pediculus humanus corporis	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
K62.89	Other specified diseases of anus and rectum	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
M77.30	Calcaneal spur, unspecified foot	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
K05.10	Chronic gingivitis, plaque induced	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
P83.1	Neonatal erythema toxicum	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
C92.Z0	Other myeloid leukemia not having achieved remission	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
D49.9	Neoplasm of unspecified behavior of unspecified site	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
S26.91XA	Contusion of heart, unspecified with or without hemopericardium, initial encounter	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
S26.91XD	Contusion of heart, unspecified with or without hemopericardium, subsequent encounter	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
S26.91XS	Contusion of heart, unspecified with or without hemopericardium, sequela	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
M65.9	Synovitis and tenosynovitis, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
D23.9	Other benign neoplasm of skin, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
F32.A	Depression, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
R06.7	Sneezing	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
L81.2	Freckles	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
M89.8X9	Other specified disorders of bone, unspecified site	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
K11.20	Sialoadenitis, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
Q38.5	Congenital malformations of palate, not elsewhere classified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
C90.00	Multiple myeloma not having achieved remission	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
C25.4	Malignant neoplasm of endocrine pancreas	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
S53.106A	Unspecified dislocation of unspecified ulnohumeral joint, initial encounter	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
S53.106D	Unspecified dislocation of unspecified ulnohumeral joint, subsequent encounter	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
S53.106S	Unspecified dislocation of unspecified ulnohumeral joint, sequela	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
J96.90	Respiratory failure, unspecified, unspecified whether with hypoxia or hypercapnia	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
H52.32	Aniseikonia	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
G08	Intracranial and intraspinal phlebitis and thrombophlebitis	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
D69.0	Allergic purpura	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
C79.51	Secondary malignant neoplasm of bone	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
A27.9	Leptospirosis, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
F25.9	Schizoaffective disorder, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
K31.83	Achlorhydria	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
F10.129	Alcohol abuse with intoxication, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
E16.2	Hypoglycemia, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
D72.10	Eosinophilia, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
L43.9	Lichen planus, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
L42	Pityriasis rosea	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
K30	Functional dyspepsia	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
C15.9	Malignant neoplasm of esophagus, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
J93.9	Pneumothorax, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
E24.3	Ectopic ACTH syndrome	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
M50.10	Cervical disc disorder with radiculopathy, unspecified cervical region	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
N80.9	Endometriosis, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
N05.5	Unspecified nephritic syndrome with diffuse mesangiocapillary glomerulonephritis	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
A77.0	Spotted fever due to Rickettsia rickettsii	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
R19.00	Intra-abdominal and pelvic swelling, mass and lump, unspecified site	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
M24.50	Contracture, unspecified joint	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
I42.9	Cardiomyopathy, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
I73.9	Peripheral vascular disease, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
Q15.0	Congenital glaucoma	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
G47.419	Narcolepsy without cataplexy	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
B59	Pneumocystosis	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
H26.9	Unspecified cataract	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
S37.069A	Major laceration of unspecified kidney, initial encounter	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
S37.069D	Major laceration of unspecified kidney, subsequent encounter	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
S37.069S	Major laceration of unspecified kidney, sequela	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
S36.116A	Major laceration of liver, initial encounter	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
S36.116D	Major laceration of liver, subsequent encounter	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
S36.116S	Major laceration of liver, sequela	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
D17.9	Benign lipomatous neoplasm, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
K56.41	Fecal impaction	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
L81.4	Other melanin hyperpigmentation	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
N41.9	Inflammatory disease of prostate, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
I30.9	Acute pericarditis, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
C34.90	Malignant neoplasm of unspecified part of unspecified bronchus or lung	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
B08.3	Erythema infectiosum [fifth disease]	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
A04.1	Enterotoxigenic Escherichia coli infection	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
D46.4	Refractory anemia, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
I63.9	Cerebral infarction, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
Q27.9	Congenital malformation of peripheral vascular system, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
R01.1	Cardiac murmur, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
R73.02	Impaired glucose tolerance (oral)	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
K65.1	Peritoneal abscess	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
L71.9	Rosacea, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
C79.9	Secondary malignant neoplasm of unspecified site	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
M54.2	Cervicalgia	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
J02.9	Acute pharyngitis, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
J98.11	Atelectasis	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
L13.0	Dermatitis herpetiformis	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
W57.XXXA	Bitten or stung by nonvenomous insect and other nonvenomous arthropods, initial encounter	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
W57.XXXD	Bitten or stung by nonvenomous insect and other nonvenomous arthropods, subsequent encounter	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
W57.XXXS	Bitten or stung by nonvenomous insect and other nonvenomous arthropods, sequela	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
B85.2	Pediculosis, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
N75.0	Cyst of Bartholin's gland	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
C44.91	Basal cell carcinoma of skin, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
N81.89	Other female genital prolapse	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
I49.8	Other specified cardiac arrhythmias	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
R89.6	Abnormal cytological findings in specimens from other organs, systems and tissues	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
D12.6	Benign neoplasm of colon, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
M72.2	Plantar fascial fibromatosis	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
L85.1	Acquired keratosis [keratoderma] palmaris et plantaris	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
J44.9	Chronic obstructive pulmonary disease, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
F45.21	Hypochondriasis	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
Q61.5	Medullary cystic kidney	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
L56.8	Other specified acute skin changes due to ultraviolet radiation	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
S26.90XA	Unspecified injury of heart, unspecified with or without hemopericardium, initial encounter	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
S26.90XD	Unspecified injury of heart, unspecified with or without hemopericardium, subsequent encounter	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
S26.90XS	Unspecified injury of heart, unspecified with or without hemopericardium, sequela	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
Q32.0	Congenital tracheomalacia	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
R40.0	Somnolence	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
D69.2	Other nonthrombocytopenic purpura	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
N48.5	Ulcer of penis	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
F10.239	Alcohol dependence with withdrawal, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
L94.5	Poikiloderma vasculare atrophicans	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
R42	Dizziness and giddiness	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
Q24.0	Dextrocardia	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
H02.60	Xanthelasma of unspecified eye, unspecified eyelid	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
M35.6	Relapsing panniculitis [Weber-Christian]	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
J31.0	Chronic rhinitis	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
L01.00	Impetigo, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
I89.8	Other specified noninfective disorders of lymphatic vessels and lymph nodes	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
H40.2290	Chronic angle-closure glaucoma, unspecified eye, stage unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
D55.0	Anemia due to glucose-6-phosphate dehydrogenase [G6PD] deficiency	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
D22.9	Melanocytic nevi, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
L90.5	Scar conditions and fibrosis of skin	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
K06.8	Other specified disorders of gingiva and edentulous alveolar ridge	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
P95	Stillbirth	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
M31.6	Other giant cell arteritis	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
N44.00	Torsion of testis, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
R10.13	Epigastric pain	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
N64.4	Mastodynia	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
D47.2	Monoclonal gammopathy	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
K37	Unspecified appendicitis	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
Q86.0	Fetal alcohol syndrome (dysmorphic)	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
J63.2	Berylliosis	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
K13.0	Diseases of lips	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
K12.1	Other forms of stomatitis	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
J11.1	Influenza due to unidentified influenza virus with other respiratory manifestations	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
K29.80	Duodenitis without bleeding	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
H92.20	Otorrhagia, unspecified ear	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
N34.3	Urethral syndrome, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
T33.90XA	Superficial frostbite of unspecified sites, initial encounter	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
T33.90XD	Superficial frostbite of unspecified sites, subsequent encounter	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
T33.90XS	Superficial frostbite of unspecified sites, sequela	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
K12.0	Recurrent oral aphthae	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
E20.9	Hypoparathyroidism, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
M62.40	Contracture of muscle, unspecified site	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
K63.89	Other specified diseases of intestine	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
C22.9	Malignant neoplasm of liver, not specified as primary or secondary	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
E29.1	Testicular hypofunction	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
N47.1	Phimosis	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
E51.9	Thiamine deficiency, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
A38.9	Scarlet fever, uncomplicated	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
N39.0	Urinary tract infection, site not specified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
C54.1	Malignant neoplasm of endometrium	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
M26.629	Arthralgia of temporomandibular joint, unspecified side	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
G45.3	Amaurosis fugax	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
S83.90XA	Sprain of unspecified site of unspecified knee, initial encounter	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
S83.90XD	Sprain of unspecified site of unspecified knee, subsequent encounter	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
S83.90XS	Sprain of unspecified site of unspecified knee, sequela	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
M33.90	Dermatopolymyositis, unspecified, organ involvement unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
J44.1	Chronic obstructive pulmonary disease with (acute) exacerbation	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
B55.2	Mucocutaneous leishmaniasis	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
E80.6	Other disorders of bilirubin metabolism	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
S02.91XA	Unspecified fracture of skull, initial encounter for closed fracture	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
S02.91XB	Unspecified fracture of skull, initial encounter for open fracture	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
S02.91XD	Unspecified fracture of skull, subsequent encounter for fracture with routine healing	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
S02.91XG	Unspecified fracture of skull, subsequent encounter for fracture with delayed healing	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
S02.91XK	Unspecified fracture of skull, subsequent encounter for fracture with nonunion	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
S02.91XS	Unspecified fracture of skull, sequela	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
K75.0	Abscess of liver	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
H61.20	Impacted cerumen, unspecified ear	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
D35.2	Benign neoplasm of pituitary gland	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
M89.9	Disorder of bone, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
B85.3	Phthiriasis	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
L21.9	Seborrheic dermatitis, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
T30.4	Corrosion of unspecified body region, unspecified degree	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
B08.5	Enteroviral vesicular pharyngitis	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
G58.8	Other specified mononeuropathies	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
K22.5	Diverticulum of esophagus, acquired	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
R11.15	Cyclical vomiting syndrome unrelated to migraine	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
H43.10	Vitreous hemorrhage, unspecified eye	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
M25.40	Effusion, unspecified joint	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
J45.50	Severe persistent asthma, uncomplicated	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
J98.09	Other diseases of bronchus, not elsewhere classified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
M25.519	Pain in unspecified shoulder	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
H35.52	Pigmentary retinal dystrophy	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
M21.069	Valgus deformity, not elsewhere classified, unspecified knee	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
C41.9	Malignant neoplasm of bone and articular cartilage, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
I27.20	Pulmonary hypertension, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
G93.1	Anoxic brain damage, not elsewhere classified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
N34.2	Other urethritis	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
L44.1	Lichen nitidus	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
I82.409	Acute embolism and thrombosis of unspecified deep veins of unspecified lower extremity	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
S93.106A	Unspecified dislocation of unspecified toe(s), initial encounter	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
K73.9	Chronic hepatitis, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
S93.106D	Unspecified dislocation of unspecified toe(s), subsequent encounter	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
S93.106S	Unspecified dislocation of unspecified toe(s), sequela	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
K76.7	Hepatorenal syndrome	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
N19	Unspecified kidney failure	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
J00	Acute nasopharyngitis [common cold]	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
A74.9	Chlamydial infection, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
Q78.0	Osteogenesis imperfecta	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
K76.1	Chronic passive congestion of liver	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
P83.81	Umbilical granuloma	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
D68.8	Other specified coagulation defects	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
N30.80	Other cystitis without hematuria	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
C85.90	Non-Hodgkin lymphoma, unspecified, unspecified site	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
Q21.3	Tetralogy of Fallot	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
K86.9	Disease of pancreas, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
S69.90XA	Unspecified injury of unspecified wrist, hand and finger(s), initial encounter	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
S69.90XD	Unspecified injury of unspecified wrist, hand and finger(s), subsequent encounter	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
S69.90XS	Unspecified injury of unspecified wrist, hand and finger(s), sequela	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
R10.9	Unspecified abdominal pain	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
K81.9	Cholecystitis, unspecified	2024-02-25 17:44:46.210789-05	2024-02-25 17:44:46.210789-05
