id	created_at	updated_at	trade_name	applicant_name	manufacturer_name	strength_numerators	medication_id	consumable_id
330	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	METRONIDAZOLE	AMANTA HEALTHCARE LTD	AMANTA HEALTHCARE LTD AHMEDABAD INDIA	{500}	142	331
331	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	INNIKRA	NEW AVAKASH INTERNATIONAL	HETERO LABS LTD, ANDHRA PRADESH INDIA	{75}	128	332
332	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	CARBAMAZEPINE	CAPS PVT LTD	CAPS PVT LTD HARARE ZIMBABWE	{200}	139	333
333	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	HYPERPHEN-50	PHARMACARE LIMITED	LENNON LTD PORT ELIZABETH SOUTH AFRICA	{50}	140	334
334	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	APMOP	AJANTA PHARMA LTD	AJANTA PHARMA AURANGABAD INDIA	{25,67.5}	135	335
335	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	AMLOVASC 5	NEW AVAKASH INTERNATIONAL	HETERO LABS LTD, ANDHRA PRADESH INDIA	{5}	107	336
336	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	NOPYN	DATLABS PRIVATE LIMITED	DATLABS PRIVATE LIMITED BULAWAYO ZIMBABWE	{500}	126	337
337	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	SANDOZ-BROMAZEPAM 6	SANDOZ S.A PTY LTD	ROLAB (BOPHUTHATSWANA) LTD BOPHUTHATSWANA SOUTH AFRICA;  SANDOZ S.A PTY LTD KEMPTON PARK SOUTH AFRICA	{6}	137	338
338	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	METRONIDAZOLE	B.BRAUN MELSUNGEN AG	B.BRAUN MELSUNGEN AG MELSUNGEN GERMANY	{500}	142	339
339	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	APO-ISDN	APOTEX INC.	APOTEX INC. TORONTO CANADA	{10}	143	340
340	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	LIRAPYN	RANBAXY LAB LTD	RANBAXY LAB LTD MOHALI INDIA	{25}	128	341
341	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	CARBAMAZEPINE	MISSION PHARMA A/S	MEDICAMEN BIOTECH LIMITED ALWAR INDIA	{200}	139	342
342	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ARTESUNATE; AMODIAQUINE HYDROCHLORIDE WINTHROP	SANOFI-AVENTIS SOUTH AFRICA (PTY) LTD	MAPHAR LABORATORIES CASABLANCA MOROCCO	{25,67.5}	135	343
343	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	CORVADIL-5	UNICHEM LABORATORIES LIMITED	UNICHEM LABORATORIES LTD SOLAN INDIA	{5}	107	344
344	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	NOVADOL	PHARMANOVA (PVT) LTD	PHARMANOVA (PVT) LTD HARARE ZIMBABWE	{500}	126	345
345	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	APO-LORAZEPAM	APOTEX INC.	APOTEX INC. TORONTO CANADA	{1}	144	346
346	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	SANDOZ-BROMAZEPAM-3	SANDOZ S.A PTY LTD	ROLAB (BOPHUTHATSWANA) LTD BOPHUTHATSWANA SOUTH AFRICA;  SANDOZ S.A PTY LTD KEMPTON PARK SOUTH AFRICA	{3}	137	347
347	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	NIRMET	ACULIFE HEALTHCARE PRIVATE LTD	NIRMA LIMITED (HEALTH DIVISION) AHMEDABAD INDIA;  ACULIFE HEALTHCARE PRIVATE LTD GUJARAT INDIA	{500}	142	348
348	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	LIRAPYN	RANBAXY LAB LTD	RANBAXY LABS LTD  INDIA	{50}	128	349
349	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	CARBAMEZAPINE	STRIDES ARCOLAB LTD	STRIDES ARCOLAB LTD BANGALOR INDIA	{200}	139	350
350	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	APO-NAPROXEN 250MG	APOTEX INC.	APOTEX INC. TORONTO CANADA	{250}	145	351
351	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ARTESUNATE; AMODIAQUINE HYDROCHLORIDE WINTHROP	SANOFI-AVENTIS SOUTH AFRICA (PTY) LTD	MAPHAR LABORATORIES CASABLANCA MOROCCO	{50,135}	135	352
352	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	LOMANOR	PHARMACIA SOUTH AFRICA PTY LTD	PFIZER PHARMACEUTICALS DALIAN CHINA;  R-PHARM GERMANY GMBH ILLERTISSEN GERMANY	{10}	107	353
353	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	NOVADOL CHILDREN'S SIZE	PHARMANOVA (PVT) LTD	PHARMANOVA (PVT) LTD HARARE ZIMBABWE	{125}	126	354
354	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	TRICHAZOLE	FRESENIUS KABI MANUFACTURING S.A PVT LTD,	FRESENIUS KABI MANUFACTURING S.A PVT LTD, PORT ELIZABERTH SOUTH AFRICA	{500}	142	355
355	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	APO-TRIFLUOPERAZINE	APOTEX INC.	APOTEX INC. TORONTO CANADA	{5}	146	356
356	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	LIRAPYN	RANBAXY LAB LTD	RANBAXY LAB LTD MOHALI INDIA	{75}	128	357
357	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	EPICARB	DATLABS PRIVATE LIMITED	DATLABS PRIVATE LIMITED BULAWAYO ZIMBABWE	{200}	139	358
358	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	NAPROSCRIPT 500	MULLER & PHIPPS	PHARMANOVA (PVT) LTD HARARE ZIMBABWE	{500}	145	359
359	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ARTESUNATE; AMODIAQUINE HYDROCHLORIDE WINTHROP	SANOFI-AVENTIS SOUTH AFRICA (PTY) LTD	MAPHAR LABORATORIES CASABLANCA MOROCCO	{100,270}	135	360
360	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	LOMANOR	PHARMACIA SOUTH AFRICA PTY LTD	PFIZER PHARMACEUTICALS DALIAN CHINA;  R-PHARM GERMANY GMBH ILLERTISSEN GERMANY	{5}	107	361
361	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	NOVADOL-RAPID	PHARMANOVA (PVT) LTD	PHARMANOVA (PVT) LTD HARARE ZIMBABWE	{500}	126	362
362	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	APO-TRIHEX	APOTEX INC.	APOTEX INC. TORONTO CANADA	{5}	147	363
363	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	APRITANT IV	MSN LABORATORIES LTD	MSN LABORATORIES LTD (FORMULATION DIVISION JINNARAM MANDAL INDIA	{150}	148	364
364	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	TRIFLUOPERAZINE 5	REMEDICA LTD	REMEDICA LTD LIMASSOL CYPRUS	{5}	146	365
365	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	LIRAPYN	RANBAXY LAB LTD	RANBAXY LAB LTD MOHALI INDIA	{150}	128	366
366	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	TEGRETOL	NOVARTIS PHARMACEUTICAL CORPORATION	NOVARTIS PHARMA SERVICES AG BASEL SWITZERLAND	{200}	139	367
367	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	NAPROSCRIPT-250	MULLER & PHIPPS	PHARMANOVA (PVT) LTD HARARE ZIMBABWE	{250}	145	368
368	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	NORVASC	PHARMACEUTICAL & CHEMICAL DISTRIBUTORS P/L	PFIZER LABS PTY LTD SANDTON SOUTH AFRICA;  R-PHARM GERMANY GMBH ILLERTISSEN GERMANY	{5}	107	369
369	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	PANADO	ADCOCK INGRAMS SA (PTY) LTD	ADCOCK INGRAMS SA (PTY) LTD JOHANNESBURG SOUTH AFRICA;  ADCOCK INGRAM LTD JOHANNESBURG SOUTH AFRICA;  ADCOCK INGRAM LTD GERM SOUTH AFRICA;  ADCOCK INGRAM LIMITED BANGALORE INDIA	{500}	126	370
370	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	AQUASIN TABLETS	ADCOCK INGRAM LIMITED	DATLABS PRIVATE LIMITED BULAWAYO ZIMBABWE	{40}	149	371
371	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	LYRICA	PFIZER LABORATORIES (PTY) LTD	PFIZER MANUFACTURING DEUTSCHLAND GMBH FREIBURG GERMANY	{25}	128	372
372	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	TORBAREC	TORRENT EXPORTS LTD	TORRENT PHARMACEUTICALS AHMEDABAD INDIA	{200}	139	373
373	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	AQUEOUS CREAM BP	CAPS PVT LTD	CAPS PVT LTD HARARE ZIMBABWE	{6,9,16}	150	374
374	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	NORVASC	PHARMACEUTICAL & CHEMICAL DISTRIBUTORS P/L	PFIZER LABS PTY LTD SANDTON SOUTH AFRICA;  R-PHARM GERMANY GMBH ILLERTISSEN GERMANY	{10}	107	375
375	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	PANADO CHILDREN'S C	ADCOCK INGRAM LIMITED	PHARMA-Q (PTY) LTD T/A COSI PHARMACEUTICALS JOHANNESBURG SOUTH AFRICA;  ADCOCK INGRAM LTD JOHANNESBURG SOUTH AFRICA;  ADCOCK INGRAM LTD GERM SOUTH AFRICA;  DATLABS PRIVATE LIMITED BULAWAYO ZIMBABWE	{120}	126	376
376	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	AROPAX 20	SMITHKLINE BEECHAM	SKB PTY LTD SUNNINGHILL SOUTH AFRICA	{20}	151	377
377	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ARTECAP	STRIDES ARCOLAB LTD	STRIDES ARCOLAB LTD BANGALOR INDIA	{100}	152	378
378	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	DIUREN	PLUS FIVE PHARMACEUTICALS PVT LTD	PLUS FIVE PHARMACEUTICALS PVT LTD HARARE ZIMBABWE;  PLUS FIVE PHARMACEUTICALS PVT LTD HARARE ZIMBABWE	{40}	149	379
379	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ARTEFAN	AJANTA PHARMA	AJANTA PHARMA AURANGABAD INDIA	{80,480}	153	380
380	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	LYRICA	PFIZER LABORATORIES (PTY) LTD	PFIZER MANUFACTURING DEUTSCHLAND GMBH FREIBURG GERMANY	{75}	128	381
381	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ARTEMETHER	HAEMOTECH PVT LTD	KUNMING PHARM FACTORY  CHINA	{80}	154	382
382	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	PARACET	PLUS FIVE PHARMACEUTICALS PVT LTD	VARICHEM PHARMACEUTICALS (PVT) LTD HARARE ZIMBABWE	{500}	126	383
383	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	TEGRETOL 2%	NOVARTIS PHARMA SERVICES AG	DELPHARM HUNINGUE S.A.S HUNINGUE FRANCE	{100}	155	384
384	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	EMULSIFYING OINTMENT BP	CAPS PVT LTD	CAPS PVT LTD HARARE ZIMBABWE	{20,30,50}	156	385
385	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	FRUGEX	CAPS PVT LTD	CAPS PVT LTD HARARE ZIMBABWE	{40}	149	386
386	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ARTEFAN	AJANTA PHARMA LTD	AJANTA PHARMA AURANGABAD INDIA	{20,120}	153	387
387	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	LYRICA	PFIZER LABORATORIES (PTY) LTD	PFIZER MANUFACTURING DEUTSCHLAND GMBH FREIBURG GERMANY	{150}	128	388
388	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ARTEMAX	HAEMOTECH PVT LTD	GUILIN PHARMACEUTICAL WORKS GUANGXI CHINA	{50}	157	389
389	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ASALEN	ADCOCK INGRAMS SA (PTY) LTD	ADCOCK INGRAMS SA (PTY) LTD JOHANNESBURG SOUTH AFRICA;  ADCOCK INGRAM LTD JOHANNESBURG SOUTH AFRICA;  ADCOCK INGRAM LTD GERM SOUTH AFRICA	{5,15,150}	158	390
390	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	PARACETAMOL	INDOCO REMEDIES LTD	INDOCO REMEDIES LTD GOA INDIA	{500}	126	391
391	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ASCORBIC ACID	DATLABS PRIVATE LIMITED	DATLABS PRIVATE LIMITED BULAWAYO ZIMBABWE	{100}	159	392
392	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	FRUSIDE	VARICHEM PHARMACEUTICALS (PVT) LTD	VARICHEM PHARMACEUTICALS (PVT) LTD HARARE ZIMBABWE	{40}	149	393
393	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ARTEFAN	AJANTA PHARMA	AJANTA PHARMA AURANGABAD INDIA	{20,120}	153	394
394	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	PREGA 150	HETERO LABS LTD	HETERO LABS LIMITED SOLAN INDIA;  HETERO LABS LIMITED HYDARABAD INDIA	{150}	128	395
395	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	TEGRETOL CR	NOVARTIS PHARMACEUTICAL CORPORATION	NOVARTIS FARMA SPA AG TORRE ANNUNZIATA ITALY	{200}	160	396
396	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ASMANOL	VARICHEM PHARMACEUTICALS (PVT) LTD	VARICHEM PHARMACEUTICALS (PVT) LTD HARARE ZIMBABWE	{2}	161	397
397	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	PARACETAMOL	BAL PHARMA	BAL PHARMA BANGALORE INDIA;  BAL PHARMA LTD PANTNAGAR INDIA	{500}	126	398
398	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ASCORBIC ACID	VARICHEM PHARMACEUTICALS (PVT) LTD	VARICHEM PHARMACEUTICALS (PVT) LTD HARARE ZIMBABWE	{100}	159	399
399	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ASPEN- WARFARIN	PHARMACARE LTD	LENNON LTD PORT ELIZABETH SOUTH AFRICA	{5}	162	400
400	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ARTEFAN 40/240	AJANTA PHARMA	AJANTA PHARMA AURANGABAD INDIA	{40,240}	153	401
401	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	PREGA-75	HETERO LABS LTD	HETERO DRUGS LTD JADCHERLA INDIA	{75}	128	402
402	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	TEGRETOL CR 400	NOVARTIS PHARMA SERVICES AG	NOVARTIS PHARMA STEIN AG STEIN SWITZERLAND;  NOVARTIS PHARMA S.P.A Y SCHIO ITALY	{400}	160	403
403	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ASMANOL	VARICHEM PHARMACEUTICALS (PVT) LTD	VARICHEM PHARMACEUTICALS (PVT) LTD HARARE ZIMBABWE	{4}	161	404
404	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ASPIRIN	VARICHEM PHARMACEUTICALS (PVT) LTD	VARICHEM PHARMACEUTICALS (PVT) LTD HARARE ZIMBABWE	{300}	163	405
405	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	FRUMIDE	INNOVATA PHARMACEUTICALS LTD	STERIL-GENE LIFE SCIENCES PVT LTD PUDUCHERRY INDIA	{20}	164	406
406	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ASPIRIN; CODEINE PHOSPHATE	DATLABS PRIVATE LIMITED	DATLABS PRIVATE LIMITED BULAWAYO ZIMBABWE	{8,400}	165	407
407	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	STRIMOL	STRIDES ARCOLAB	GLOBAL REMEDIES (PVT) LTD HOSUR INDIA;  STRIDES EMERGING MARKETS PRIVATE LIMITED [SEMPL] BANGALORE INDIA	{500}	126	408
408	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ASCORBIC ACID	WALLACE LABORATORIES PVT LTD	WALLACE LABORATORIES PVT LTD BULAWAYO ZIMBABWE;  PLUS FIVE PHARMACEUTICALS PVT LTD HARARE ZIMBABWE	{100}	159	409
409	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ARTEFAN DISPERSIBLE	AJANTA PHARMA LTD	AJANTA PHARMA AURANGABAD INDIA	{20,120}	153	410
410	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	PREGABA	UNICHEM LABORATORIES LIMITED	UNICHEM LABORATORIES LTD SOLAN INDIA	{150}	128	411
411	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ASMAVENT	CAPS PVT LTD	CAPS PVT LTD HARARE ZIMBABWE	{2}	161	412
412	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ASPIRIN	DATLABS PRIVATE LIMITED	DATLABS PRIVATE LIMITED BULAWAYO ZIMBABWE	{300}	163	413
413	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	PHARMA-Q FRUSEMIDE	PHARMA-Q (PTY) LTD T/A COSI PHARMACEUTICALS	PHARMA-Q (PTY) LTD T/A COSI PHARMACEUTICALS JOHANNESBURG SOUTH AFRICA	{20}	164	414
414	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	VARIPAN	VARICHEM PHARMACEUTICALS (PVT) LTD	VARICHEM PHARMACEUTICALS (PVT) LTD HARARE ZIMBABWE	{500}	126	415
415	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ASCORBIC ACID	PHARMANOVA (PVT) LTD	PHARMANOVA (PVT) LTD HARARE ZIMBABWE	{100}	159	416
416	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ASTHATOR 5	TORRENT EXPORTS LTD	TORRENT PHARMACEUTICALS LTD MEHSANA INDIA	{5}	166	417
417	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ARTEMETHER; LUMEFANTRINE	IPCA LABORATORIES LTD	IPCA LABS LTD  INDIA	{20,120}	153	418
418	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	PREGABA	UNICHEM LABORATORIES LIMITED	UNICHEM LABORATORIES LTD SOLAN INDIA	{75}	128	419
419	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ASUNRA	NOVARTIS PHARMA SERVICES AG	NOVARTIS PHARMA STEIN AG STEIN SWITZERLAND	{400}	167	420
420	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	SALBUTAMOL	DATLABS PRIVATE LIMITED	DATLABS PRIVATE LIMITED BULAWAYO ZIMBABWE	{4}	161	421
421	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ASPIRIN	CAPS PVT LTD	CAPS PVT LTD HARARE ZIMBABWE	{300}	163	422
422	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ATACAND	INDUSTRIAL CHEMICAL IMPORTERS	ASTRAZENECA AB, SODERTALDE SWEDEN	{8}	168	423
423	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	VARIPAN PAEDIATRIC	VARICHEM PHARMACEUTICALS (PVT) LTD	VARICHEM PHARMACEUTICALS (PVT) LTD HARARE ZIMBABWE	{125}	126	424
424	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	MEDOX VITAMIN C	CAPS PVT LTD	CAPS PVT LTD HARARE ZIMBABWE	{100}	159	425
425	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ASTHATORIO	TORRENT EXPORTS LTD	TORRENT PHARMACEUTICALS LTD MEHSANA INDIA	{10}	166	426
426	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	UNOSEMIDE-10	UNOSOURCE PHARMA LTD	AKUMS DRUGS  ; PHARMACEUTICALS LTD HARIDWAR INDIA	{10}	169	427
427	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	COARTEM	NOVARTIS PHARMA SERVICES AG	NOVARTIS SAGLIK TURKEY	{20,120}	153	428
428	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	PREGEB 75	TORRENT PHARMACEUTICALS	TORRENT PHARMACEUTICALS LTD MEHSANA INDIA	{150}	128	429
429	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ASUNRA	NOVARTIS PHARMA SERVICES AG	NOVARTIS PHARMA STEIN AG STEIN SWITZERLAND	{100}	167	430
430	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	VENTEZE-2	PHARMACARE LIMITED	LENNON LTD PORT ELIZABETH SOUTH AFRICA	{2}	161	431
431	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ASPIRIN	PHARMANOVA (PVT) LTD	PHARMANOVA (PVT) LTD HARARE ZIMBABWE	{300}	163	432
432	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ATACAND	INDUSTRIAL CHEMICAL IMPORTERS	ASTRAZENECA AB, SODERTALDE SWEDEN	{16}	168	433
433	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	MEDOX VITAMIN C	CAPS PVT LTD	CAPS PVT LTD HARARE ZIMBABWE	{100}	159	434
434	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	BREATHEZY	MSN LABORATORIES LTD	MSN LABORATORIES LTD (FORMULATION DIVISION JINNARAM MANDAL INDIA	{10}	166	435
435	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	COARTEM	NOVARTIS PHARMA SERVICES AG	NOVARTIS PHARMACEUTICALS CORPORATION SUFFERN USA	{80,480}	153	436
436	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ANTALGIC	CAPS PVT LTD	CAPS PVT LTD HARARE ZIMBABWE	{120}	170	437
437	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	VENTEZE-4	PHARMACARE LIMITED	LENNON LTD PORT ELIZABETH SOUTH AFRICA	{4}	161	438
438	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	BAYER ASPIRIN PROTECT 100	BAYER CONSUMER CARE AG	BAYER AG LEVERKUSEN GERMANY	{100}	163	439
439	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ATACAND	ASTRAZENECA UK LTD	ASTRAZENECA AB, SODERTALDE SWEDEN	{32}	168	440
440	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	MEDOX VITAMIN C FORTE	CAPS PVT LTD	CAPS PVT LTD HARARE ZIMBABWE	{500}	159	441
441	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	EPIGABALIN 100	MSN LABORATORIES PRIVATE LIMITED	MSN LABORATORIES PRIVATE LIMITED, FORMULATION DIVISION KOTHUR INDIA	{100}	171	442
442	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	BREATHEZY CW 5	MSN LABORATORIES LTD	MSN LABORATORIES LTD (FORMULATION DIVISION JINNARAM MANDAL INDIA	{5}	166	443
443	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ATACAND PLUS	ASTRAZENECA UK LTD	ASTRAZENECA AB, SODERTALDE SWEDEN	{12.5,32}	172	444
444	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	COARTEM	NOVARTIS PHARMACEUTICAL CORPORATION	NOVARTIS PHARMACEUTICAL CORPORATION NEW YORK USA;  NOVARTIS PHARMACEUTICAL CORPORATION NEW YORK USA;  NOVARTIS PHARMA S.P.A Y SCHIO ITALY;  NOVARTIS PHARMA GMBH  GERMANY;  NOVARTIS PHARMACEUTICALS CORPORATION SUFFERN USA	{20,120}	153	445
445	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	BETAMOL	ZIMBABWE PHARMACEUTICALS HEALTHCARE	ECOMED MANUFACTURING (PVT) LTD BULAWAYO ZIMBABWE;  ZIMBABWE PHARMACEUTICALS HEALTHCARE BULAWAYO ZIMBABWE	{120}	170	446
446	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ATENOLOL 100	IPCA LABORATORIES LTD	IPCA LABS LTD  INDIA	{100}	173	447
447	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	CAFEMOL CHILDREN'S SIZE	ADCOCK INGRAMS SA (PTY) LTD	DATLABS PRIVATE LIMITED BULAWAYO ZIMBABWE;  ADCOCK INGRAMS SA (PTY) LTD JOHANNESBURG SOUTH AFRICA;  ADCOCK INGRAM LTD JOHANNESBURG SOUTH AFRICA;  ADCOCK INGRAM LTD GERM SOUTH AFRICA	{81}	163	448
448	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	VITAMIN C	LANCASTER INDUSTRIAL PVT LTD	LANCASTER INDUSTRIAL PVT LTD BULAWAYO ZIMBABWE	{100}	159	449
449	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	EPIGABALIN 150	MSN LABORATORIES PRIVATE LIMITED	MSN LABORATORIES PRIVATE LIMITED, FORMULATION DIVISION KOTHUR INDIA	{150}	171	450
450	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ASMANOL	VARICHEM PHARMACEUTICALS (PVT) LTD	VARICHEM PHARMACEUTICALS (PVT) LTD HARARE ZIMBABWE	{2}	174	451
451	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	MONAST 10	HETERO LABS LTD	HETERO LABS LTD, ANDHRA PRADESH INDIA	{10}	166	452
452	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	ATACAND PLUS	ASTRAZENECA UK LTD	ASTRAZENECA AB, SODERTALDE SWEDEN	{12.5,16}	172	453
453	2024-03-23 12:53:49.884493-04	2024-03-23 12:53:49.884493-04	COMBIART	STRIDES ARCOLAB LTD	STRIDES SHASUN LIMITED BANGALORE INDIA	{20,120}	153	454
