id	code	note	pure
b8cacca0-3f46-4f2e-b48b-8fa6d415af93	E58	sequelae of calcium deficiency	t
d93503d1-8144-4def-9fab-19e0f2373061	E59	sequelae of selenium deficiency	t
f13bad4f-9d25-42e8-8daf-0f1d40c084c8	E61	disorders of mineral metabolism	t
f1ee0585-3e3b-445d-b53b-0cf7e5aede23	E61	iodine deficiency related thyroid disorders	t
49fdc429-84f2-462b-87d3-9670b2836ab6	E61	sequelae of malnutrition and other nutritional deficiencies	t
d78d4da1-29bf-4571-aebb-c60bc7348255	E61.1	iron deficiency anemia	t
50dde89d-79f9-499b-b405-b62e47306fed	E63	dehydration	f
67bc7628-3924-47af-8b67-ad795d05f593	E63	failure to thrive, adult	f
8e975085-c05c-4fa3-a7a9-e6c854c68a4f	E63	failure to thrive, child	f
8f90a995-1d18-4934-b18f-16f3da54e6b6	E63	feeding problems in newborn	f
d5f2d9ed-3316-4d30-a763-680c73313ad1	E63	sequelae of malnutrition and other nutritional deficiencies	f
9a7a4d29-6040-49be-ba87-3806e317dc75	E64.0	retarded development following protein-calorie malnutrition	f
21a0776a-ab39-4598-8ba9-f6d8365e80b8	E66	adiposogenital dystrophy	t
470eed6e-3f7c-4f88-8ab9-239f5301715c	E66	lipomatosis not otherwise specified	t
610dacad-36ee-4508-907e-c86c2674ec5e	E66	lipomatosis dolorosa [Dercum]	t
669506c9-6ed1-489b-a14c-8c9220cde091	E66	Prader-Willi syndrome	t
31816ff6-ad70-4442-a61f-7b75540982b0	E66.01	morbid (severe) obesity with alveolar hypoventilation	t
3cb0e04d-a1d1-4c31-9d06-308e485e0062	E67	hyperalimentation not otherwise specified	t
77634559-d083-49db-9f51-50b669d3b095	E67	sequelae of hyperalimentation	t
ea42a955-87b0-4151-bd83-b050b733feaa	E70.2	transitory tyrosinemia of newborn	t
e29e8912-e9be-4447-8d18-1c77710eaa6a	E70.32	Chediak-Higashi syndrome	t
c01cbaed-5e05-4af8-90dc-a1e28df361be	E70.32	Hermansky-Pudlak syndrome	t
85698d27-e854-4295-93f7-8de692e86857	E71.3	peroxisomal disorders	t
ac48f173-1a51-44b8-8078-b1aed010fcc3	E71.3	Refsum's disease	t
87252fe9-cabc-4637-b876-4695fb0fbba2	E71.3	Schilder's disease	t
6a998bd7-3e9d-4ba4-96c0-ec2c435a185a	E71.3	carnitine deficiency due to inborn error of metabolism	f
65ec31a8-3e6b-44c0-8852-1b3b4a558577	E71.313	glutaric aciduria (type 1) not otherwise specified	t
e8e307e0-f964-4464-96cc-aa3bdcaab964	E71.4	Muscle carnitine palmitoyltransferase deficiency	t
59cfd463-4d18-4b62-9d34-68387225ceca	E71.5	Schilder's disease	t
99b1dde2-8681-4c9b-a736-dea4c20d1297	E71.51	Refsum's disease	t
4598cf60-7ebf-4f37-a878-894f573861b5	E71.511	X-linked adrenoleukodystrophy	t
7921f2fa-d4cb-41c0-a5ca-f9ced22f886c	E71.540	chondrodysplasia punctata not otherwise specified	t
ea95f546-2944-4b61-81fa-5858da3d6bcc	E72	disorders of aromatic amino-acid metabolism	t
46e9a0ac-d4aa-4ebc-8c50-c91c1b161db5	E72	disorders of branched-chain amino-acid metabolism	t
e6f987aa-65f9-43dc-92ac-0294017f2278	E72	disorders of fatty-acid metabolism	t
b3ce3eb9-4b05-422f-a4cc-9305f84b75c6	E72	disorders of purine and pyrimidine metabolism	t
8f33fe08-272f-4949-9ea8-4dafbf03d923	E72	disorders of gout	t
4f8a3a5d-dc53-4ab8-b9a8-7c72594878e7	E72.0	disorders of tryptophan metabolism	t
f8e46027-d874-4f4d-8033-dd6dad970cef	E72.04	Fanconi (-de Toni) (-Debré) syndrome without cystinosis	t
cbf0fbdc-2b42-4527-9b1c-54ab75475dd9	E72.1	cystinosis	t
23f77595-ccb7-4b4e-90b2-87f3d3ea0647	E72.1	cystinuria	t
13bbc49f-5903-40fb-81d6-e1fc614d0987	E72.1	transcobalamin II deficiency	t
c5d3f2f3-8e85-44cf-a146-0794efd84ed4	E72.2	disorders of ornithine metabolism	t
da6cfd2d-ddff-429f-a3bd-fd0f71b56392	E72.20	transient hyperammonemia of newborn	t
683e884e-6ad3-4164-af35-d149b15495b5	E72.3	glutaric aciduria type II	t
23faac7d-bd1d-4fda-bd60-6e91e414e06f	E72.3	Refsum's disease	t
bfb37460-21a1-4848-9859-dd7a04229aec	E72.3	Zellweger syndrome	t
d4e3ccd9-a9b1-49e5-8129-fcf271654dea	E72.4	hereditary choroidal dystrophy	t
d6e81912-4c8d-4a94-ae99-c482eb69db1d	E74	hypoglycemia not otherwise specified	t
e7fffc77-8cb9-4012-a5e6-820527cf81d7	E74	increased secretion of glucagon	t
363c72ae-bb6d-40bb-a782-f1f098c3804a	E74	mucopolysaccharidosis	t
d76672c2-5fb9-488d-bc05-456ed58a722b	E74.1	muscle phosphofructokinase deficiency	t
4aa1b48c-19c7-4319-b676-ecdea05f8aa2	E74.3	lactose intolerance	f
5c58f8fc-6c71-437c-88c4-97d8e0f856eb	E74.4	disorders of pyruvate metabolism and gluconeogenesis with anemia	t
5c6059c4-ea51-44ba-8cc7-69c2988251d9	E74.4	Leigh's syndrome	t
efe598ac-3052-4092-bd5b-201ad720b15d	E75	mucolipidosis, types I-III	t
a4ed66fe-d242-4606-ac88-1480b25b8c08	E75	Refsum's disease	t
9c6af49f-c006-4628-b2a8-fa7e264e75b7	E75.2	adrenoleukodystrophy [Addison-Schilder]	t
8c0405c6-b44a-43c6-b026-273830d3952d	E78	sphingolipidosis	t
016dcf7a-e88c-4c44-bef1-42df57d6f201	E78.2	cerebrotendinous cholesterosis [van Bogaert-Scherer- Epstein]	t
1ac1f30b-e80d-40d2-8a46-883cfcf3f2db	E78.2	familial combined hyperlipidemia	t
b08b58d8-bfe4-4e42-b000-508d0ffc2d2f	E78.7	Niemann-Pick disease type C	t
131c2338-119c-4147-b330-f92efec7c431	E79	Ataxia-telangiectasia	t
f8350d8d-d9e9-4d9a-9f2d-e941cfbbdad1	E79	Bloom's syndrome	t
9f2efa63-5406-4b53-a98a-6b3a24063590	E79	Cockayne's syndrome	t
9c889639-4ebb-4321-b7ef-edc688646b3e	E79	calculus of kidney	t
de731582-a37d-48f8-9798-94cd56c263ce	E79	combined immunodeficiency disorders	t
f1d95ee3-7f0b-4355-b17d-6f2deedad2bc	E79	Fanconi's anemia	t
908c00b0-1fae-43f7-9fb4-e4becf492620	E79	gout	t
59f805fc-7408-43be-be2d-90df76c2625c	E79	orotaciduric anemia	t
1bbc556e-f61b-4e61-9024-c520f99a4311	E79	progeria	t
58a0a3e3-7fef-4036-9c96-4cb1c53b09c6	E79	Werner's syndrome	t
edd94327-1bd4-48c6-9167-d4628fc8cdab	E79	xeroderma pigmentosum	t
b6a4a487-89c7-4c7f-ac21-8d6d859a17fc	E83	dietary mineral deficiency	t
46bdbbd1-bcdb-49f6-8976-0ac8f3a09a34	E83	parathyroid disorders	t
e16b0b84-554e-4fdd-83d9-5c492bbd618d	E83	vitamin D deficiency	t
bcadb220-db3e-4b3b-9be6-0961ab2372eb	E83.1	iron deficiency anemia	t
16b38325-168a-4455-bcbe-570e0e1e5220	E83.1	sideroblastic anemia	t
d20286b7-5402-4596-b50a-f732539d2b2b	E83.11	GALD	t
31568887-f212-4ed8-acda-50855f90c481	E83.11	Gestational alloimmune liver disease	t
c6958195-881f-4c33-a932-5441dcc8ebcf	E83.11	Neonatal hemochromatosis	t
0302fede-1d14-4882-a290-71d3f23c60bb	E83.3	adult osteomalacia	t
8a191130-096e-4c84-a35e-8a866d8b38e7	E83.3	osteoporosis	t
0529a4d0-a930-486d-aaca-ffdc3482fb52	E83.31	vitamin D-deficiency rickets	t
05c7b443-92c7-4563-a2af-4992c4bde231	E83.5	autoimmune hypoparathyroidism	t
a913c887-1558-4732-a455-3822b2d70b7e	E83.5	autosomal dominant hypocalcemia	t
4edadce7-0853-4554-b7a8-c488ca3d8cc0	E83.5	chondrocalcinosis	t
064c814f-cdfe-449a-a576-c3bf608bd29f	E83.5	hungry bone syndrome	t
4e591089-ccdd-4e18-bf8d-b77ad8a738f2	E83.5	hyperparathyroidism	t
7990927f-24e9-4e72-be6e-8b5554fff0cd	E83.5	secondary hypoparathyroidism in diseases classified elsewhere	t
9aaf4bda-7ae3-4288-b6b6-e50ab82e4d58	E84.11	meconium ileus not due to cystic fibrosis	t
15401d9b-80ae-4b38-b4c2-8bced514a2e5	E85	Alzheimer's disease	f
75c63efe-d1ca-4d9a-8c30-e66965bd7d20	E85.0	Transthyretin-related (ATTR) familial amyloid cardiomyopathy	f
aa951514-02c8-4420-a901-dea97f0dbc11	E86	dehydration of newborn	t
6b8aa4f6-f08e-4633-804c-bbb18bef49e0	E86	postprocedural hypovolemic shock	t
cc9a85b3-9a91-449b-bae2-b410f0eac921	E86	traumatic hypovolemic shock	t
6c66921c-7d3b-4a49-9448-0d97576e8604	E86	hypovolemic shock not otherwise specified	f
d04de987-865c-41e4-9f53-59077cb667d2	E87	diabetes insipidus	t
85d54a44-b4a6-43e0-9ffe-71f3be6557b1	E87	electrolyte imbalance associated with hyperemesis gravidarum	t
dadaebdb-21f8-429a-bd15-f57520f3764e	E87	electrolyte imbalance following ectopic or molar pregnancy	t
233750cc-039c-4408-a8f5-1b03bf93b384	E87	familial periodic paralysis	t
55716330-7767-401a-89a3-3fb4ee457b04	E87	metabolic acidemia in newborn, unspecified	t
19c3cb6d-16ac-4967-9098-b9ce8824d1be	E87.1	syndrome of inappropriate secretion of antidiuretic hormone	t
34d1f82d-928f-47a2-a31f-e65328d2fcce	E87.29	acute respiratory acidosis	f
56c4b39c-474a-4ee0-b113-05d35e28fbd8	E87.29	chronic respiratory acidosis	f
b442a93d-8b7d-4722-8f23-9c36d1504eeb	E87.7	edema not otherwise specified	t
f0fc9691-f710-43da-82e2-40725295ce57	E87.7	fluid retention	t
3bba0f3d-3e6f-4dad-80fe-1157f88e7fa5	E88	histiocytosis X (chronic)	t
e34272f8-cf32-4bde-990f-1433a4504ed9	E88.0	monoclonal gammopathy (of undetermined significance)	t
0235c9a4-5a78-408f-a78c-579c1be7b79e	E88.0	polyclonal hypergammaglobulinemia	t
acd62e6c-9d9a-4254-9c52-ef26640a0169	E88.0	Waldenström macroglobulinemia	t
34c98a4d-458b-4267-a975-d33fa3e36033	E88.0	disorder of lipoprotein metabolism	f
84d2e28a-8462-4d52-9de1-cd8c440a32d6	E88.1	Whipple's disease	t
52b984d8-389d-40d8-9b77-bf1027a335f4	E88.4	disorders of pyruvate metabolism	t
643d6cd2-7f75-4812-9040-7ea20e0af7a1	E88.4	Kearns-Sayre syndrome	t
37f8e027-daf8-4d89-a0b9-be2b49af112c	E88.4	Leber's disease	t
540f95c3-8d38-4fa1-a504-476488f3db73	E88.4	Leigh's encephalopathy	t
61662db1-daed-41fc-be51-a3bfeac5bd37	E88.4	Mitochondrial myopathy, not elsewhere classified	t
63645922-9613-4a36-87dd-c696379bc14b	E88.4	Reye's syndrome	t
35569c9a-5f06-4faa-8594-0988f922c6f4	E88.89	adult pulmonary Langerhans cell histiocytosis	t
7c868a4a-281b-4c0b-8ac5-368ecafb7545	E88.A	cachexia not otherwise specified	t
51c587e6-098a-44b7-8a18-a4d0ebdcf2b1	E88.A	nutritional marasmus	t
86aed2dd-0f8d-444e-918b-792afd36212c	E88.A	failure to thrive	f
ab8c660f-8214-4bd8-b23f-f462d15f69eb	E89	intraoperative complications of endocrine system organ or structure	f
f729ca3e-0e8f-4082-921e-13b8f19c5173	E89.1	transient postprocedural hyperglycemia	t
45b4ec24-45d9-4f99-81e9-468c70efefc9	E89.1	transient postprocedural hypoglycemia	t
11945000-ed77-449f-bef1-f793a814bcba	F01.A	mild neurocognitive disorder due to known physiological condition with or without behavioral disturbance	t
dfd5e6db-339e-4c55-9d27-bb5b38ffddba	F02	mild neurocognitive disorder due to known physiological condition with or without behavioral disturbance	t
716efb36-ccd3-45cd-b797-ff1befaeaf22	F02	dementia in alcohol and psychoactive substance disorders	f
8544f3b5-f0a9-474a-b74a-d3a8714408da	F02	vascular dementia	f
15f32500-cdbe-40ba-8610-4d0ee28611bd	F02.A	mild neurocognitive disorder due to known physiological condition with or without behavioral disturbance	t
217c021f-24b9-40ea-b1cb-07b94b37a56a	F03	senility not otherwise specified	t
4c8197b8-a33d-4f28-8c7d-a1e7457dc32c	F03	mild memory disturbance due to known physiological condition	f
6e04d023-00d4-49f1-b36a-90a808b4489f	F03	senile dementia with delirium or acute confusional state	f
9eaa4e7a-ea78-4481-8af2-1bfb3f5440fe	F03.A	mild neurocognitive disorder due to known physiological condition with or without behavioral disturbance	t
23673b4b-8e26-4a6c-a1a4-f9f0624d75c8	F04	amnesia not otherwise specified	t
267a17d1-7f00-4cf7-81b4-1874458b9542	F04	anterograde amnesia	t
4e670468-4df4-44a1-b349-06a71aa0518b	F04	dissociative amnesia	t
c54c41de-e7b7-4cde-80b4-6b7af34f43d3	F04	retrograde amnesia	t
e91ad33d-e717-4da7-a3d5-d1d2d6a0efbc	F04	alcohol-induced or unspecified Korsakov's syndrome	f
1af4a9be-917e-417b-b0ab-09b3055905b2	F04	Korsakov's syndrome induced by other psychoactive substances	f
52b0b1c9-e2bb-4844-8b19-ca3198b6972d	F05	delirium not otherwise specified	t
8f21e633-51e3-4bf3-959d-eb211166b5c2	F05	delirium tremens alcohol-induced or unspecified	f
b2b0c734-056d-4f8c-9582-3e7c36034c84	F06	unspecified dementia	t
20385e2d-de6e-4417-999c-ddf5f9a7fc61	F06	delirium due to known physiological condition	f
f4f3cddf-cc94-4bb5-9624-57de95f43f53	F06	dementia	f
637efd19-f750-42ce-a3ed-8f3fb6e59a04	F06	other mental disorders associated with alcohol and other psychoactive substances	f
c02f48ae-bcf1-43a0-9b0d-79680b96eeb0	F06.0	hallucinations and perceptual disturbance induced by alcohol and other psychoactive substances	f
6da601b9-7fa0-48a6-9844-620ffecbf879	F06.0	schizophrenia	f
08ae9302-4c77-40cb-80fa-bf9bea3c3bd3	F06.1	catatonic stupor	t
14203089-d34a-47aa-b12c-f183f11bb906	F06.1	stupor not otherwise specified	t
b9ea58b6-d242-4dd5-9bda-51042295db3e	F06.1	catatonic schizophrenia	f
674c47e0-eac0-4249-a541-198476b96573	F06.1	dissociative stupor	f
1031f4de-b0d5-4274-a939-a87e886c1131	F06.2	alcohol and drug-induced psychotic disorder	f
0f9ac28c-6b35-4e5f-9c0a-322c2d4b937d	F06.2	brief psychotic disorder	f
d63de819-0b20-493d-af8a-dd3700b3f654	F06.2	delusional disorder	f
d0f8860c-ebd1-4648-998d-7159e14e3bd7	F06.2	schizophrenia	f
07ca9912-aede-4b6f-afc9-8e601ba55b54	F06.3	mood disorders due to alcohol and other psychoactive substances	f
84493561-e248-4fce-950f-65dc5505a116	F06.3	mood disorders, not due to known physiological condition or unspecified	f
5f936ad6-c2c8-447e-8199-54f87da9a14c	F06.4	anxiety disorders due to alcohol and other psychoactive substances	f
a2d47e85-fd2d-4071-9fe6-2f89bdc3ef44	F06.4	anxiety disorders, not due to known physiological condition or unspecified	f
ff7a80b3-dc0c-4cf6-b6f7-5276ef1c9ad0	F06.7	age related cognitive decline	t
b4432253-bc60-4ea3-b4c5-1f52626754cd	F06.7	altered mental status	t
1cf1156e-eaa9-4012-8488-bd4d0f62ae38	F06.7	cerebral degeneration	t
baeaa82c-af18-430b-84e2-56016d45640b	F06.7	change in mental status	t
aab88584-6488-434c-a23e-e4f53e2fff04	F06.7	cognitive deficits following (sequelae of) cerebral hemorrhage or infarction	t
57f2e2e9-d254-4a44-b072-7409d7c5b05c	F06.7	dementia	t
27d2cc69-ee96-40fd-a62f-06405cccc1e4	F06.7	mild cognitive impairment due to unknown or unspecified etiology	t
68eae0d0-dc98-45cf-9075-ab861b336b6b	F06.7	neurologic neglect syndrome	t
08dc462f-712b-4ddd-9951-c46ba9c962b1	F06.7	personality change, nonpsychotic	t
1fe3a5cc-dfe0-42c2-91d9-59f7315ec838	F07.0	mild cognitive impairment	t
f48a5906-ea34-4ca8-97ce-a9e515460c93	F07.0	postconcussional syndrome	t
06e9d25b-f3a8-4048-ad57-8ea7b42008af	F07.0	postencephalitic syndrome	t
104528b7-db04-459d-a355-2e7b4d82b98a	F07.0	signs and symptoms involving emotional state	t
a5cfc813-c9d4-4cbb-8884-7ec0945c5e02	F07.0	specific personality disorder	f
37fc98ec-97e6-4475-9e3a-35f4aa5ff051	F07.81	current concussion (brain)	t
2865e17c-8e40-42e8-b8c0-d96f48fe06d0	F07.81	postencephalitic syndrome	t
577f0619-734b-40a4-b2e5-a2c961ced195	F09	mild neurocognitive disorder due to known physiological condition	t
5b1a8e5a-dd5b-41ec-99c3-ae6f8ef40694	F09	psychosis not otherwise specified	t
99dbafc7-4db4-492d-813e-e7ce2d325c97	F10.1	alcohol dependence	t
c47777f2-5869-4dbc-ac7e-8e3071076c43	F10.1	alcohol use, unspecified	t
951215d8-b4d4-4989-81c4-5fd9d1364891	F10.2	alcohol abuse	t
067ea170-1e28-4ccf-b97a-a9946daacd58	F10.2	alcohol use, unspecified	t
2b54e97a-5f31-4107-9b4a-0f33ddc49097	F10.2	toxic effect of alcohol	f
9d7c0d64-6053-48e0-bd15-64f6721a6ec6	F10.22	alcohol dependence with withdrawal	f
d0546d9d-2f44-458a-9855-cdb19e94aafb	F10.23	Alcohol dependence with intoxication	f
3e5ae644-52bb-418d-a7b0-3ab1e0111ee5	F10.9	alcohol abuse	t
54e7b1da-898c-4f2d-a802-258eb4ec7356	F10.9	alcohol dependence	t
4af30082-1f29-471d-af40-83da0b3545a5	F11.1	opioid dependence	t
ff2492c1-549c-4c56-96cd-e66bd6f95e05	F11.1	opioid use, unspecified	t
91312a91-c096-4976-9880-3704e5da16af	F11.2	opioid abuse	t
47f3b072-d14f-4af5-a176-b535d192e726	F11.2	opioid use, unspecified	t
dd8611e9-290c-4491-8021-2dc513693d16	F11.2	opioid poisoning	f
66a8b942-6bf2-491d-9d8e-b88c8fa5622a	F11.22	opioid dependence with withdrawal	t
196c1d61-fc77-463e-bfdc-b83bc1f9b804	F11.23	opioid dependence with intoxication	t
0a3ba698-f117-4d72-82fa-ab434a11e32d	F11.9	opioid abuse	t
c6e19fc4-fe0e-44b1-b172-bf513d656184	F11.9	opioid dependence	t
8c1eeb9b-5c1e-44ff-b663-0bcb052baca4	F11.92	opioid use, unspecified with withdrawal	t
ce3572b9-4466-4fe5-8cfc-8b515f555569	F11.93	opioid use, unspecified with intoxication	t
0ae52a1b-9ad5-4805-8fab-0ad3f8d8242e	F12.1	cannabis dependence	t
b57bd8ea-01b1-459d-b86f-a3e51ac51dcf	F12.1	cannabis use, unspecified	t
8bfeb7ab-ce32-4f45-8d9a-56ed2a5968ce	F12.2	cannabis abuse	t
8914ba18-0a42-4fd7-806c-49d57cf12f4f	F12.2	cannabis use, unspecified	t
cbb2cd5c-5321-4475-b6a3-79a9daaa62dd	F12.2	cannabis poisoning	f
3ec72eed-fb94-4c31-948f-7f7e967f4a05	F12.9	cannabis abuse	t
2fe523b5-15ea-408b-8a4c-0d9c8adc37f0	F12.9	cannabis dependence	t
4b40a999-8064-4d66-a31d-678b1c6785e7	F13.1	sedative, hypnotic or anxiolytic-related dependence	t
700dcb78-fb7a-4c38-aaba-9cb70e4f7121	F13.1	sedative, hypnotic, or anxiolytic use, unspecified	t
fb27c051-a31e-4008-87d3-4d21e7182f60	F13.2	sedative, hypnotic or anxiolytic-related abuse	t
3906a20f-cfd7-417c-ade7-01ce2899db3a	F13.2	sedative, hypnotic, or anxiolytic use, unspecified	t
b37c07aa-e623-4a68-b67d-5d4674bde26b	F13.2	sedative, hypnotic, or anxiolytic poisoning	f
efbf3396-7dcb-4a9a-8d5d-35881600e266	F13.22	sedative, hypnotic or anxiolytic dependence with withdrawal	t
ce83dc18-95db-476b-bac3-91fcd29a5d28	F13.23	sedative, hypnotic or anxiolytic dependence with intoxication	t
2b2834a6-0563-49b8-91e5-cd007bc41d2a	F13.9	sedative, hypnotic or anxiolytic-related abuse	t
e68fd02f-ac01-4581-9c90-94df57b7d58a	F13.9	sedative, hypnotic or anxiolytic-related dependence	t
6d1a1878-38ae-4e6c-8e31-10c569d84899	F13.92	sedative, hypnotic or anxiolytic use, unspecified with withdrawal	t
c1cafff9-00ea-4c1e-a598-a42a88d14826	F13.93	sedative, hypnotic or anxiolytic use, unspecified with intoxication	t
551ddac4-95fe-417a-b5df-4b32859e8f3b	F14	other stimulant-related disorders	f
6ac1e665-448b-4566-8950-58b3bcd859c5	F14.1	cocaine dependence	t
7ad4650b-5d2d-44c0-bf03-bf95caf2cfee	F14.1	cocaine use, unspecified	t
e1294803-d701-49df-9a89-4f5d0fad2ffe	F14.2	cocaine abuse	t
4b42fa02-ae39-4d84-b892-f979e2ba2e26	F14.2	cocaine use, unspecified	t
ef8f683c-6584-4288-b498-679d195bb8b2	F14.2	cocaine poisoning	f
8522152b-23ee-4f83-b927-d2695a88b1c8	F14.22	cocaine dependence with withdrawal	t
9e2f191f-3f31-4c45-a004-e9d6555441a1	F14.23	cocaine dependence with intoxication	t
027a445d-0c61-4a6b-804a-5bc5f0fbaa64	F14.9	cocaine abuse	t
6d219eae-5ad3-4706-8bc8-afd1fa1c69c3	F14.9	cocaine dependence	t
8b09d0a7-866a-4b68-8f44-0a892d3f310c	F15	cocaine-related disorders	f
64291ea4-a08a-42cf-9a6e-3dd34936d1ee	F15.1	other stimulant dependence	t
31cc5d12-b134-45b7-ac56-457ad220e5c9	F15.1	other stimulant use, unspecified	t
8eeffa1c-7e74-4811-a038-c5b73f10a8f5	F15.2	other stimulant abuse	t
8a7592e3-7178-4e93-9661-736597c9a371	F15.2	other stimulant use, unspecified	t
ddad85a9-bcd6-48f2-9dc3-f850aa47e1f2	F15.22	other stimulant dependence with withdrawal	t
9331b288-0984-4bae-8713-3c87609e1aee	X72	Very pistol	t
9d4484a1-cc3b-4daf-82a8-f808e2b81f1b	F15.23	other stimulant dependence with intoxication	t
b9d6618b-6d69-414e-ab49-676049a25f08	F15.9	other stimulant abuse	t
2294b51a-476e-4b8a-b02a-de3f2965eba9	F15.9	other stimulant dependence	t
9fd1c3d2-dbb3-42b6-9df6-ca3533f95872	F15.92	other stimulant use, unspecified with withdrawal	t
307fdafc-d2a0-4727-9039-016b5a497ec7	F15.93	other stimulant use, unspecified with intoxication	t
3244c624-5974-415b-a703-ba87744bc596	F16.1	hallucinogen dependence	t
b1f6c592-6540-467b-b4e5-ed06c776aaf5	F16.1	hallucinogen use, unspecified	t
eaad014a-27f0-4d43-9dc5-28ed06deed05	F16.2	hallucinogen abuse	t
5e0fe54f-11c6-4b74-a210-7921ab614f77	F16.2	hallucinogen use, unspecified	t
ed88f435-1c6d-4457-9698-99edac3b1044	F16.9	hallucinogen abuse	t
f71f71c8-9767-42d4-bfe9-4fcefb353cc7	F16.9	hallucinogen dependence	t
03a9bbdf-0823-484f-939e-e29ed6cde41c	F17	history of tobacco dependence	t
e877f482-47aa-40aa-89d2-a01b1c985a6b	F17	tobacco use not otherwise specified	t
9dcacac1-66fb-42c1-883e-735ce1be5d61	F17	tobacco use (smoking) during pregnancy, childbirth and the puerperium	f
b6352549-95ed-440e-b7f3-2065873ac72e	F17	toxic effect of nicotine	f
fc7ff703-0edf-43db-85a9-afd6ef8e3f99	F18.1	inhalant dependence	t
233f2654-6388-4cc4-903d-56c386844943	F18.1	inhalant use, unspecified	t
d0aaa0b4-6a9d-42d5-8312-0e6089e2ed1a	F18.2	inhalant abuse	t
6085d8e8-a622-4fea-9f15-4dddb27be3ec	F18.2	inhalant use, unspecified	t
5798649a-7f6f-4e09-993c-4844034a53fa	F18.9	inhalant abuse	t
655c56dd-c595-4b53-aaa8-5ac8e43b2588	F18.9	inhalant dependence	t
0bc7fbf4-28cf-414d-b911-ec249e2707c6	F19.1	other psychoactive substance dependence	t
13671d70-f595-47e7-b2db-80776518cd9c	F19.1	other psychoactive substance use, unspecified	t
dcc925ee-3a68-4a0e-9399-d372522b946d	F19.2	other psychoactive substance abuse	t
949fe2b0-db4d-4df3-b446-3f426d1a5d7f	F19.2	other psychoactive substance use, unspecified	t
5ba59fd2-7558-498a-8ba8-a1ab32edd79b	F19.22	other psychoactive substance dependence with withdrawal	t
28fa6aeb-b51f-4d41-800a-cbc46010640a	F19.23	other psychoactive substance dependence with intoxication	t
ac16d06a-5e6f-4a2b-b078-5a497af0abb4	F19.9	other psychoactive substance abuse	t
950b2f24-169f-40f2-850a-b33bcd43f793	F19.9	other psychoactive substance dependence	t
22365e7d-a4ce-44e4-98ca-db4d471b6178	F19.92	other psychoactive substance use, unspecified with withdrawal	t
2e020782-c90f-4c91-8cef-c0f8eecda036	F19.93	other psychoactive substance use, unspecified with intoxication	t
0e21a7db-d35b-448a-be49-5269801e9272	F20	brief psychotic disorder	t
d57b2248-7614-4fed-a2ee-9c3dfe264268	F20	cyclic schizophrenia	t
3ef1c3d0-85cd-43ce-b02e-a6e55b9b8115	F20	mood [affective] disorders with psychotic symptoms	t
b00d3d62-f7bf-4aea-aec4-82b86dc76659	F20	schizoaffective disorder	t
981db518-85d6-4452-8f15-30a3aea2d279	F20	schizophrenic reaction not otherwise specified	t
f96ff350-1d07-429d-aa4d-73e872caa14c	F20	schizophrenic reaction in alcoholism	f
104a28f2-e2c0-457d-bee5-a72625cad638	F20	schizophrenic reaction in brain disease	f
64975ffd-9d04-43fd-8e5c-f065de6ee91c	F20	schizophrenic reaction in epilepsy	f
cfbf0912-e819-4967-a533-8fac6ea7904b	F20	schizophrenic reaction in psychoactive drug use	f
b9c547cd-bed8-4725-b479-7d3b065e77ee	F20	schizophrenic reaction in schizotypal disorder	f
653a394c-73bf-468a-b69c-85c1812e357c	F20.0	involutional paranoid state	t
fe572147-89f5-42a5-b7c4-d265367af0b9	F20.0	paranoia	t
47bbe737-1418-4846-8328-84a20bd69a80	F20.2	catatonic stupor	t
163bcd53-8762-4e53-9b10-59d3579a49aa	F20.3	acute schizophrenia-like psychotic disorder	t
77505be5-3e4f-40ea-bb8d-0ac780b5858f	F20.3	post-schizophrenic depression	f
040c1da0-8870-48ce-8c69-2f06ffdef16a	F21	Asperger's syndrome	f
0f298f9d-e807-4da4-a0f2-76458f48d1e9	F21	schizoid personality disorder	f
a3971bc0-55ba-429e-a13b-9d22f69716fc	F22	mood [affective] disorders with psychotic symptoms	t
17ac6dd2-8dae-48eb-b581-021cbd7098f9	F22	paranoid schizophrenia	t
34b14cc6-6221-475a-a07b-756d4cd000c5	F22	paranoid personality disorder	f
390a3be8-75ea-47f8-9dad-239c6f229607	F22	paranoid psychosis, psychogenic	f
97d605af-1861-4f72-9008-cefc6c8fdc77	F22	paranoid reaction	f
26a7f418-e367-4f77-9dc6-2beafd1c9e44	F23	mood [affective] disorders with psychotic symptoms	f
d1763c83-4e57-48b0-9c28-c5d3e6d6bdb9	F25	mood [affective] disorders with psychotic symptoms	t
3ae4112e-7b0d-4375-bd8a-4984c9661ae1	F25	schizophrenia	t
2ab44c29-b623-40ff-851d-0f7169bade5f	F29	mental disorder not otherwise specified	t
c24d540c-d77f-4851-a024-2aa8f09b0b3e	F29	unspecified mental disorder due to known physiological condition	t
6bc5c079-b470-47c1-a0ad-c9ce1d18e581	F30	bipolar disorder	t
49199e53-8ead-4bee-b6bf-084a0d3c954c	F30	major depressive disorder, single episode	t
70d1a839-c85c-4826-9557-5065df8377b8	F30	major depressive disorder, recurrent	t
04e74b91-d0d9-4acd-8521-34593536d35f	F31	bipolar disorder, single manic episode	t
1913d738-1d22-4cf4-a97e-645ca3cc74d3	F31	major depressive disorder, single episode	t
ce426526-d2c0-4f26-97ac-899a486e0f29	F31	major depressive disorder, recurrent	t
