id	created_at	updated_at	trade_name	applicant_name	manufacturer_name	medication_id	strength_numerators
18f54cce-58d3-4b2b-b6bc-55a271adfc3e	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	AQUEOUS CREAM BP	CAPS PVT LTD	CAPS PVT LTD HARARE ZIMBABWE	042e4d70-72f1-4131-8994-58e8b1ddb3ed	{6,9,16}
4f583c17-f702-4c09-a2f3-6f2356dabd3e	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	PANADO	ADCOCK INGRAMS SA (PTY) LTD	ADCOCK INGRAMS SA (PTY) LTD JOHANNESBURG SOUTH AFRICA;  ADCOCK INGRAM LTD JOHANNESBURG SOUTH AFRICA;  ADCOCK INGRAM LTD GERM SOUTH AFRICA;  ADCOCK INGRAM LIMITED BANGALORE INDIA	d846c397-9cd2-4bb6-a22f-7b6372789dd1	{500}
4a02fa63-f64c-43bc-8827-83dcb4f945af	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	LIRAPYN	RANBAXY LAB LTD	RANBAXY LAB LTD MOHALI INDIA	676abc0f-2b9f-408f-9b5b-897bb33c2783	{150}
7a1038ae-2270-4ad2-8156-85ecc27f3680	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	NORVASC	PHARMACEUTICAL & CHEMICAL DISTRIBUTORS P/L	PFIZER LABS PTY LTD SANDTON SOUTH AFRICA;  R-PHARM GERMANY GMBH ILLERTISSEN GERMANY	5737fbf1-3c8a-484c-bf37-db09a621c974	{5}
d6bb069e-1512-4b7a-aa0e-abf5f5213391	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	AROPAX 20	SMITHKLINE BEECHAM	SKB PTY LTD SUNNINGHILL SOUTH AFRICA	f2552ff5-c269-48c7-92da-f183306ee18c	{20}
d1aae901-4c78-4d11-bd5b-f02a0cd3db36	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ARTECAP	STRIDES ARCOLAB LTD	STRIDES ARCOLAB LTD BANGALOR INDIA	142a3f1c-28c7-4311-a5fa-e982336649e5	{100}
6e01f414-4a12-478d-a623-7d978ca30ba6	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	DIUREN	PLUS FIVE PHARMACEUTICALS PVT LTD	PLUS FIVE PHARMACEUTICALS PVT LTD HARARE ZIMBABWE;  PLUS FIVE PHARMACEUTICALS PVT LTD HARARE ZIMBABWE	9c3b3249-bf84-44f8-9d7a-5003cee3b17a	{40}
498c9d22-dd2e-4b27-aafd-2bdc5538b797	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	TORBAREC	TORRENT EXPORTS LTD	TORRENT PHARMACEUTICALS AHMEDABAD INDIA	690c2eab-663c-425d-a070-cd57448d4cc0	{200}
a605d908-f86c-446e-938f-078af388aea3	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	PANADO CHILDREN'S C	ADCOCK INGRAM LIMITED	PHARMA-Q (PTY) LTD T/A COSI PHARMACEUTICALS JOHANNESBURG SOUTH AFRICA;  ADCOCK INGRAM LTD JOHANNESBURG SOUTH AFRICA;  ADCOCK INGRAM LTD GERM SOUTH AFRICA;  DATLABS PRIVATE LIMITED BULAWAYO ZIMBABWE	d846c397-9cd2-4bb6-a22f-7b6372789dd1	{120}
6df16456-fbef-4391-8e8b-357df2e8669a	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	LYRICA	PFIZER LABORATORIES (PTY) LTD	PFIZER MANUFACTURING DEUTSCHLAND GMBH FREIBURG GERMANY	676abc0f-2b9f-408f-9b5b-897bb33c2783	{25}
9806ad28-610d-4c18-8ea0-952276622a59	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ARTEFAN	AJANTA PHARMA	AJANTA PHARMA AURANGABAD INDIA	dba98a36-3b34-4595-8a6c-f1d78a758e0b	{80,480}
14f6ebde-6f1a-4776-9a5d-b31449c7eac1	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	NORVASC	PHARMACEUTICAL & CHEMICAL DISTRIBUTORS P/L	PFIZER LABS PTY LTD SANDTON SOUTH AFRICA;  R-PHARM GERMANY GMBH ILLERTISSEN GERMANY	5737fbf1-3c8a-484c-bf37-db09a621c974	{10}
e659c8a6-2de1-49b3-865d-4e4cf2966ce0	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ARTESUNATE; AMODIAQUINE HYDROCHLORIDE WINTHROP	SANOFI-AVENTIS SOUTH AFRICA (PTY) LTD	MAPHAR LABORATORIES CASABLANCA MOROCCO	ed81a744-a171-4949-ba70-7f76b9dcc930	{100,270}
db687dd7-8f7c-494d-9607-973028bcf236	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	FRUGEX	CAPS PVT LTD	CAPS PVT LTD HARARE ZIMBABWE	9c3b3249-bf84-44f8-9d7a-5003cee3b17a	{40}
9dfd9d5f-3544-4a58-9989-e5b5c265d59c	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ARTEMAX	HAEMOTECH PVT LTD	GUILIN PHARMACEUTICAL WORKS GUANGXI CHINA	dd9d5e2d-3cb4-4cbe-b7df-434b6bb4bd48	{50}
8c62e3e2-0eba-4d2a-94ed-cd1b168b5db5	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ARTEMETHER	HAEMOTECH PVT LTD	KUNMING PHARM FACTORY  CHINA	61d0dcd7-df60-45f0-82fd-e1426a814430	{80}
49bda9be-e65d-4f01-aff0-d34addae4393	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	PARACET	PLUS FIVE PHARMACEUTICALS PVT LTD	VARICHEM PHARMACEUTICALS (PVT) LTD HARARE ZIMBABWE	d846c397-9cd2-4bb6-a22f-7b6372789dd1	{500}
e9270f38-a633-4c28-b08b-53ba7ff1ad17	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	LYRICA	PFIZER LABORATORIES (PTY) LTD	PFIZER MANUFACTURING DEUTSCHLAND GMBH FREIBURG GERMANY	676abc0f-2b9f-408f-9b5b-897bb33c2783	{75}
d964ed63-b1e0-4eb0-9200-aaa1b223690f	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	TEGRETOL 2%	NOVARTIS PHARMA SERVICES AG	DELPHARM HUNINGUE S.A.S HUNINGUE FRANCE	5bc9b142-ba79-46eb-8f14-d4c53394af54	{100}
52b7b19c-014a-4e03-a300-52fa717543c1	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	EMULSIFYING OINTMENT BP	CAPS PVT LTD	CAPS PVT LTD HARARE ZIMBABWE	e9fdc0cd-540f-4a2c-b967-35b21f75ab64	{20,30,50}
f6daf23b-22ad-41e2-8d7b-61eba879678e	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ARTEFAN	AJANTA PHARMA LTD	AJANTA PHARMA AURANGABAD INDIA	dba98a36-3b34-4595-8a6c-f1d78a758e0b	{20,120}
43151383-9dd2-40cf-9415-7b97e8088c8e	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	FRUSIDE	VARICHEM PHARMACEUTICALS (PVT) LTD	VARICHEM PHARMACEUTICALS (PVT) LTD HARARE ZIMBABWE	9c3b3249-bf84-44f8-9d7a-5003cee3b17a	{40}
db51553e-2ab2-4395-906a-3e57c76038aa	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ASALEN	ADCOCK INGRAMS SA (PTY) LTD	ADCOCK INGRAMS SA (PTY) LTD JOHANNESBURG SOUTH AFRICA;  ADCOCK INGRAM LTD JOHANNESBURG SOUTH AFRICA;  ADCOCK INGRAM LTD GERM SOUTH AFRICA	36c55f8f-4e01-429c-aee2-50be08b6a954	{5,15,150}
852e24f8-4ff3-4fd1-be36-881293853c63	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	PARACETAMOL	INDOCO REMEDIES LTD	INDOCO REMEDIES LTD GOA INDIA	d846c397-9cd2-4bb6-a22f-7b6372789dd1	{500}
7fff8707-ff16-4753-93eb-31a90f9d6d64	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	LYRICA	PFIZER LABORATORIES (PTY) LTD	PFIZER MANUFACTURING DEUTSCHLAND GMBH FREIBURG GERMANY	676abc0f-2b9f-408f-9b5b-897bb33c2783	{150}
7d094cf3-34b4-4e86-95b5-18cc38d66d85	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ASCORBIC ACID	DATLABS PRIVATE LIMITED	DATLABS PRIVATE LIMITED BULAWAYO ZIMBABWE	5b2c0f8d-aed3-4299-8c40-f2c049adc19e	{100}
c5795cf7-3180-4532-99dc-26b09b6e7956	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ASMANOL	VARICHEM PHARMACEUTICALS (PVT) LTD	VARICHEM PHARMACEUTICALS (PVT) LTD HARARE ZIMBABWE	7d303293-edf3-4ecb-b68e-35f8c6d7dea8	{2}
3dc51ff3-f820-4e29-8872-1760cf0fda36	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	TEGRETOL CR	NOVARTIS PHARMACEUTICAL CORPORATION	NOVARTIS FARMA SPA AG TORRE ANNUNZIATA ITALY	09a5681b-6bb4-43a9-b269-4b2ca3bf5a19	{200}
73972211-c771-47ef-9251-d00a308c8e0d	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ASPEN- WARFARIN	PHARMACARE LTD	LENNON LTD PORT ELIZABETH SOUTH AFRICA	955fa52b-578d-425a-bc37-726509d783e4	{5}
0d715c34-b209-444f-9418-e6d00e17a1b7	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	FRUMIDE	INNOVATA PHARMACEUTICALS LTD	STERIL-GENE LIFE SCIENCES PVT LTD PUDUCHERRY INDIA	d857e6a4-a8e9-4dc8-ac86-5a22f5f3a9fa	{20}
ce875a3d-daef-47ab-89f4-98cbbe624b89	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	PARACETAMOL	BAL PHARMA	BAL PHARMA BANGALORE INDIA;  BAL PHARMA LTD PANTNAGAR INDIA	d846c397-9cd2-4bb6-a22f-7b6372789dd1	{500}
cbd88ce1-54f1-4330-bd57-62d0f67a45e6	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	PREGA 150	HETERO LABS LTD	HETERO LABS LIMITED SOLAN INDIA;  HETERO LABS LIMITED HYDARABAD INDIA	676abc0f-2b9f-408f-9b5b-897bb33c2783	{150}
34d82d60-f954-41cc-8a8c-322c4d894580	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ARTEFAN	AJANTA PHARMA	AJANTA PHARMA AURANGABAD INDIA	dba98a36-3b34-4595-8a6c-f1d78a758e0b	{20,120}
4a1a9285-4820-4e60-91be-4050fe2638ee	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ASCORBIC ACID	VARICHEM PHARMACEUTICALS (PVT) LTD	VARICHEM PHARMACEUTICALS (PVT) LTD HARARE ZIMBABWE	5b2c0f8d-aed3-4299-8c40-f2c049adc19e	{100}
4ee04ec0-d9dd-413d-b09d-800a943aa3c3	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ASMANOL	VARICHEM PHARMACEUTICALS (PVT) LTD	VARICHEM PHARMACEUTICALS (PVT) LTD HARARE ZIMBABWE	7d303293-edf3-4ecb-b68e-35f8c6d7dea8	{4}
7d255048-7d53-4d00-b138-e5711a548c5a	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	TEGRETOL CR 400	NOVARTIS PHARMA SERVICES AG	NOVARTIS PHARMA STEIN AG STEIN SWITZERLAND;  NOVARTIS PHARMA S.P.A Y SCHIO ITALY	09a5681b-6bb4-43a9-b269-4b2ca3bf5a19	{400}
474fe0c3-7f99-4cce-b3fb-10320de13df5	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ASPIRIN	VARICHEM PHARMACEUTICALS (PVT) LTD	VARICHEM PHARMACEUTICALS (PVT) LTD HARARE ZIMBABWE	aa12a2bc-ee74-4490-8ecb-8e9a5a70c53c	{300}
7c46d5d8-a8ec-4746-90b0-d88da84b5678	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	PHARMA-Q FRUSEMIDE	PHARMA-Q (PTY) LTD T/A COSI PHARMACEUTICALS	PHARMA-Q (PTY) LTD T/A COSI PHARMACEUTICALS JOHANNESBURG SOUTH AFRICA	d857e6a4-a8e9-4dc8-ac86-5a22f5f3a9fa	{20}
8a59432d-d895-44d9-9310-8b7e37479ccb	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ASPIRIN; CODEINE PHOSPHATE	DATLABS PRIVATE LIMITED	DATLABS PRIVATE LIMITED BULAWAYO ZIMBABWE	392fffbf-2291-4e76-b5b2-9e63c33c4703	{8,400}
cfc40a57-f8d4-4b91-bee1-209918687780	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	STRIMOL	STRIDES ARCOLAB	GLOBAL REMEDIES (PVT) LTD HOSUR INDIA;  STRIDES EMERGING MARKETS PRIVATE LIMITED [SEMPL] BANGALORE INDIA	d846c397-9cd2-4bb6-a22f-7b6372789dd1	{500}
fb4c0471-b666-4e04-a8d4-65f4a79e219f	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	PREGA-75	HETERO LABS LTD	HETERO DRUGS LTD JADCHERLA INDIA	676abc0f-2b9f-408f-9b5b-897bb33c2783	{75}
f4055d90-0225-40c3-b15f-67f9384b5b9f	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ASTHATOR 5	TORRENT EXPORTS LTD	TORRENT PHARMACEUTICALS LTD MEHSANA INDIA	db19fb0c-1496-44cf-98fc-56aa24c0a43a	{5}
45ff1ca6-b325-40fa-91de-b56d8d9aa6fd	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ASCORBIC ACID	WALLACE LABORATORIES PVT LTD	WALLACE LABORATORIES PVT LTD BULAWAYO ZIMBABWE;  PLUS FIVE PHARMACEUTICALS PVT LTD HARARE ZIMBABWE	5b2c0f8d-aed3-4299-8c40-f2c049adc19e	{100}
607cd66b-7885-47f7-a3ff-5abd8c79018a	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ASMAVENT	CAPS PVT LTD	CAPS PVT LTD HARARE ZIMBABWE	7d303293-edf3-4ecb-b68e-35f8c6d7dea8	{2}
3895b0f3-b032-4bf7-8acd-14966e137a8e	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ARTEFAN 40/240	AJANTA PHARMA	AJANTA PHARMA AURANGABAD INDIA	dba98a36-3b34-4595-8a6c-f1d78a758e0b	{40,240}
1416ce38-11d5-4e69-9301-9c15c78a8621	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ASPIRIN	DATLABS PRIVATE LIMITED	DATLABS PRIVATE LIMITED BULAWAYO ZIMBABWE	aa12a2bc-ee74-4490-8ecb-8e9a5a70c53c	{300}
ba39f692-a38d-4994-8ba1-e5586168a01a	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ASUNRA	NOVARTIS PHARMA SERVICES AG	NOVARTIS PHARMA STEIN AG STEIN SWITZERLAND	787d05ee-8f39-4eed-b895-a4fa1c0f0b6f	{400}
429b53d6-2752-4d2b-a27e-996ef34b1869	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	VARIPAN	VARICHEM PHARMACEUTICALS (PVT) LTD	VARICHEM PHARMACEUTICALS (PVT) LTD HARARE ZIMBABWE	d846c397-9cd2-4bb6-a22f-7b6372789dd1	{500}
a53a9280-4fc9-4587-93ea-1a162e387647	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	PREGABA	UNICHEM LABORATORIES LIMITED	UNICHEM LABORATORIES LTD SOLAN INDIA	676abc0f-2b9f-408f-9b5b-897bb33c2783	{150}
65061776-ed94-4ceb-ae60-bc16a5dd4c50	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	UNOSEMIDE-10	UNOSOURCE PHARMA LTD	AKUMS DRUGS  ; PHARMACEUTICALS LTD HARIDWAR INDIA	e147f03d-17b1-425f-b4e8-e9f6e7252706	{10}
9de7e691-0cb3-4ca3-b3cf-144bb243f7a5	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ASTHATORIO	TORRENT EXPORTS LTD	TORRENT PHARMACEUTICALS LTD MEHSANA INDIA	db19fb0c-1496-44cf-98fc-56aa24c0a43a	{10}
d2f2f729-3ed6-480f-90a1-768a0c962eb4	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ASCORBIC ACID	PHARMANOVA (PVT) LTD	PHARMANOVA (PVT) LTD HARARE ZIMBABWE	5b2c0f8d-aed3-4299-8c40-f2c049adc19e	{100}
46aa9bb5-f97a-4eaa-aa3e-5b0c48b07b54	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	SALBUTAMOL	DATLABS PRIVATE LIMITED	DATLABS PRIVATE LIMITED BULAWAYO ZIMBABWE	7d303293-edf3-4ecb-b68e-35f8c6d7dea8	{4}
eb8a4134-38a1-4b3d-8390-0ec07189f1aa	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ASPIRIN	CAPS PVT LTD	CAPS PVT LTD HARARE ZIMBABWE	aa12a2bc-ee74-4490-8ecb-8e9a5a70c53c	{300}
8f2fc3d1-727e-4e36-b6e8-993eb0e61152	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ASUNRA	NOVARTIS PHARMA SERVICES AG	NOVARTIS PHARMA STEIN AG STEIN SWITZERLAND	787d05ee-8f39-4eed-b895-a4fa1c0f0b6f	{100}
57db02f0-096c-4b21-8165-765c963c91c2	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ATACAND	INDUSTRIAL CHEMICAL IMPORTERS	ASTRAZENECA AB, SODERTALDE SWEDEN	baaade9d-2a10-463d-93dc-a6b37a61cfe2	{8}
962b84fb-dc0e-4019-8512-1c490247da77	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	VARIPAN PAEDIATRIC	VARICHEM PHARMACEUTICALS (PVT) LTD	VARICHEM PHARMACEUTICALS (PVT) LTD HARARE ZIMBABWE	d846c397-9cd2-4bb6-a22f-7b6372789dd1	{125}
819bb103-1790-4d72-9e9b-1b256ac71892	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	PREGABA	UNICHEM LABORATORIES LIMITED	UNICHEM LABORATORIES LTD SOLAN INDIA	676abc0f-2b9f-408f-9b5b-897bb33c2783	{75}
ca2c452a-ed34-46bf-9f75-f40315f6fe8d	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ARTEFAN DISPERSIBLE	AJANTA PHARMA LTD	AJANTA PHARMA AURANGABAD INDIA	dba98a36-3b34-4595-8a6c-f1d78a758e0b	{20,120}
aeef5a1f-cda7-43d3-ba25-0cab4b805ef7	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	BREATHEZY	MSN LABORATORIES LTD	MSN LABORATORIES LTD (FORMULATION DIVISION JINNARAM MANDAL INDIA	db19fb0c-1496-44cf-98fc-56aa24c0a43a	{10}
66421aba-ebf7-4dad-816f-314d4352178c	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	MEDOX VITAMIN C	CAPS PVT LTD	CAPS PVT LTD HARARE ZIMBABWE	5b2c0f8d-aed3-4299-8c40-f2c049adc19e	{100}
f7eba038-d3f5-45d5-9668-ee5586f9ac3f	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	VENTEZE-2	PHARMACARE LIMITED	LENNON LTD PORT ELIZABETH SOUTH AFRICA	7d303293-edf3-4ecb-b68e-35f8c6d7dea8	{2}
e4d9e0a3-7656-4750-8226-dc4c8908a398	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ATACAND PLUS	ASTRAZENECA UK LTD	ASTRAZENECA AB, SODERTALDE SWEDEN	d3540bc9-0987-4ba8-acec-b88925f81e39	{12.5,32}
f79ba7e4-50a7-4217-b634-88c49e3c17c8	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ASPIRIN	PHARMANOVA (PVT) LTD	PHARMANOVA (PVT) LTD HARARE ZIMBABWE	aa12a2bc-ee74-4490-8ecb-8e9a5a70c53c	{300}
f74c64c8-b3c4-41f8-8ba7-57380fe5efcc	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ATACAND	INDUSTRIAL CHEMICAL IMPORTERS	ASTRAZENECA AB, SODERTALDE SWEDEN	baaade9d-2a10-463d-93dc-a6b37a61cfe2	{16}
8f9164dd-34a0-42db-b3e4-aac387fc80e3	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	PREGEB 75	TORRENT PHARMACEUTICALS	TORRENT PHARMACEUTICALS LTD MEHSANA INDIA	676abc0f-2b9f-408f-9b5b-897bb33c2783	{150}
14d0b719-bd33-480b-a014-6325d95393b8	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ANTALGIC	CAPS PVT LTD	CAPS PVT LTD HARARE ZIMBABWE	c0a1feba-ba48-42e9-89a2-cccfe706e2ad	{120}
b8c906cf-d0c7-4d00-94a0-b9fbe23613d5	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	BREATHEZY CW 5	MSN LABORATORIES LTD	MSN LABORATORIES LTD (FORMULATION DIVISION JINNARAM MANDAL INDIA	db19fb0c-1496-44cf-98fc-56aa24c0a43a	{5}
288634aa-160a-4338-90df-cedf44bb7e35	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	MEDOX VITAMIN C	CAPS PVT LTD	CAPS PVT LTD HARARE ZIMBABWE	5b2c0f8d-aed3-4299-8c40-f2c049adc19e	{100}
0d97e78b-0df5-437f-bdc7-9e133b4faacb	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	VENTEZE-4	PHARMACARE LIMITED	LENNON LTD PORT ELIZABETH SOUTH AFRICA	7d303293-edf3-4ecb-b68e-35f8c6d7dea8	{4}
19c0ad9a-5889-44cb-903a-10af514bd3c0	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ATENOLOL 100	IPCA LABORATORIES LTD	IPCA LABS LTD  INDIA	f61ae528-43b8-4c4f-9de6-70bd38bccf63	{100}
489c59fc-5ea8-4bd8-b490-25969940676a	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ARTEMETHER; LUMEFANTRINE	IPCA LABORATORIES LTD	IPCA LABS LTD  INDIA	dba98a36-3b34-4595-8a6c-f1d78a758e0b	{20,120}
851674f5-22b7-40d0-9381-c4a508b7c094	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	BAYER ASPIRIN PROTECT 100	BAYER CONSUMER CARE AG	BAYER AG LEVERKUSEN GERMANY	aa12a2bc-ee74-4490-8ecb-8e9a5a70c53c	{100}
df62c75f-7a8b-4439-8da3-616bdb9888ae	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ATACAND	ASTRAZENECA UK LTD	ASTRAZENECA AB, SODERTALDE SWEDEN	baaade9d-2a10-463d-93dc-a6b37a61cfe2	{32}
386b39bc-d414-4dbe-b9e8-45780f4c14c5	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ATACAND PLUS	ASTRAZENECA UK LTD	ASTRAZENECA AB, SODERTALDE SWEDEN	d3540bc9-0987-4ba8-acec-b88925f81e39	{12.5,16}
12e3f15b-b46b-4e3f-85c8-c0a7a99ffd93	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	BETAMOL	ZIMBABWE PHARMACEUTICALS HEALTHCARE	ECOMED MANUFACTURING (PVT) LTD BULAWAYO ZIMBABWE;  ZIMBABWE PHARMACEUTICALS HEALTHCARE BULAWAYO ZIMBABWE	c0a1feba-ba48-42e9-89a2-cccfe706e2ad	{120}
ed249b47-d276-48a0-83d8-ca2bd8535c4c	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	EPIGABALIN 100	MSN LABORATORIES PRIVATE LIMITED	MSN LABORATORIES PRIVATE LIMITED, FORMULATION DIVISION KOTHUR INDIA	11528a8a-f0a9-4834-b5c9-d4670fe50217	{100}
5e39e443-171f-4812-a4e0-447112f354a4	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	MONAST 10	HETERO LABS LTD	HETERO LABS LTD, ANDHRA PRADESH INDIA	db19fb0c-1496-44cf-98fc-56aa24c0a43a	{10}
7b214c5c-0acc-4ed8-9f15-2a87b1938a98	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	MEDOX VITAMIN C FORTE	CAPS PVT LTD	CAPS PVT LTD HARARE ZIMBABWE	5b2c0f8d-aed3-4299-8c40-f2c049adc19e	{500}
037d1917-b955-4664-a354-c325ff8b4726	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ATENOLOL-50	IPCA LABORATORIES LTD	IPCA LABS LTD  INDIA	f61ae528-43b8-4c4f-9de6-70bd38bccf63	{50}
b53825af-ebef-407c-b650-5ef05c877c5c	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ASMANOL	VARICHEM PHARMACEUTICALS (PVT) LTD	VARICHEM PHARMACEUTICALS (PVT) LTD HARARE ZIMBABWE	381d8489-a417-4b3c-ab6a-575cdb7d5dd9	{2}
d116e87e-c1cb-40ab-bfa5-9be4a4d2edd9	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	CAFEMOL CHILDREN'S SIZE	ADCOCK INGRAMS SA (PTY) LTD	DATLABS PRIVATE LIMITED BULAWAYO ZIMBABWE;  ADCOCK INGRAMS SA (PTY) LTD JOHANNESBURG SOUTH AFRICA;  ADCOCK INGRAM LTD JOHANNESBURG SOUTH AFRICA;  ADCOCK INGRAM LTD GERM SOUTH AFRICA	aa12a2bc-ee74-4490-8ecb-8e9a5a70c53c	{81}
88dbfb98-a30d-4581-8714-9286f0bfc310	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	COARTEM	NOVARTIS PHARMA SERVICES AG	NOVARTIS SAGLIK TURKEY	dba98a36-3b34-4595-8a6c-f1d78a758e0b	{20,120}
6d986f6c-3e1f-4629-93d2-b6ed15fc0321	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	NOVADOL	PHARMANOVA (PVT) LTD	PHARMANOVA (PVT) LTD HARARE ZIMBABWE;  CADILA PHARMACEUTICALS LIMITED AHMEDABAD INDIA	c0a1feba-ba48-42e9-89a2-cccfe706e2ad	{120}
cf30983b-c1b0-494d-b0f1-0b495a9e9cb9	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	EPIGABALIN 150	MSN LABORATORIES PRIVATE LIMITED	MSN LABORATORIES PRIVATE LIMITED, FORMULATION DIVISION KOTHUR INDIA	11528a8a-f0a9-4834-b5c9-d4670fe50217	{150}
928a836d-82ef-400b-b50a-53f34b36d5e9	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	MONTERA 4	COSPHARM INVESTMENTS PVT LIMITED	MSN LABORATORIES LTD (FORMULATION DIVISION JINNARAM MANDAL INDIA	db19fb0c-1496-44cf-98fc-56aa24c0a43a	{4}
