id	created_at	updated_at	licence_number	name	licensee	address	town	expiry_date	premises_types
b3f35948-cbc4-467f-8ebb-d5026ec7558e	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1735-2024	F C PHARMACY	VARASA INVESTMENTS (PVT) LTD	SPAR COMPLEX 127 MAIN STREET	GWERU	2025-12-31	Pharmacy in any other location
2d4231a1-30c3-4049-b547-27b00e217ec2	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	I03-P0243-2022	FACT CHIPINGE CLINIC	POPULATION SERVICES INTERNATIONAL	208 PHILLIP AVENUE	CHIPINGE	2024-09-30	Clinics: Class C
40e82979-cf6a-4403-af3b-36b10602beb0	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1351-2024	FAITH PHARMACY	LIGHTERSHED INVESTMENT (PVT) LTD	SHOP 5, SAGONDA COMPLEX, K2006 KATANGA	NORTON	2025-09-30	Pharmacy in any other location
6e457b13-22a5-467b-ad0e-60a61e15c5a5	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	I04-P0141-2023	FALCON COLLEGE	FALCON COLLEGE TRUST	12KM ON THE FALCON RD FRM	ESIGODINI	2025-09-30	Clinics: Class D
41791827-5c2c-4d2a-b14c-d8f2d034be95	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1479-2024	FAMILY CARE PHARMACY - MARONDERA	ROCKMAROH (PVT) LTD	STAND 1422 CNR PINE AND MAIN STREET	MARONDERA	2025-12-31	Pharmacy in any other location
5c6097a1-f343-40f3-b06a-64850d13f325	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1436-2024	FAMILY CARE PHARMACY (CHISIPITE)	ROCKMAROH (PVT) LTD	11 HINDHEAD ROAD, CHISIPITE	HARARE	2025-08-31	Pharmacy in any other location
142f5cff-a0f2-4792-9d68-d4fa802d0fb9	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1883-2024	FAMILY HEALTH PHARMACY	NOFRAN TRADING (PVT) LTD	STAND 16068 UNIT G SEKE	CHITUNGWIZA	2025-11-30	Pharmacy in any other location
03fbccf6-9407-4b37-9622-39e68899ef14	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1208-2024	FAMILY PHARMACY	TAPMAK MEDICAL & SURGICAL SUPPLIERS (PVT) LTD	STAND 16967 RUNYARARO SOUTH WEST	MASVINGO	2025-04-30	Pharmacy in any other location
4d463f2f-d4db-4bfc-923e-ef2d2dd794d1	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1708-2024	FHC PHARMACIES	FIDELITY HEALTH CARE PHARMACIES P/L	19 NICOZ HOUSE CNR FIRST ST/N MANDELA	HARARE	2025-01-31	Pharmacy in any other location
74b31406-4487-4442-a223-a4a78393e675	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1212-2024	FIFE AVENUE MEDICAL CENTRE PHARMACY	PREMIER SERVICE MEDICAL INVESTMENTS	186 FIFE AVENUE	HARARE	2025-02-28	Pharmacy in any other location
30301814-eb7d-4cd3-b66b-1c545973d220	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	W01-P0186-2024	FIFTY NINE FIFTY	FIFTY NINE FIFTY (PVT) LTD	STD 152 BAY 6 CAVAN COMPLEX MUTARE RD MsASA	HARARE	2025-07-31	Wholesalers
9d10f7c6-61c4-4517-8c61-ae09d932688e	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P06-P0781-2024	FIL-MED PHARMACY	FIL-MED PHARMACY (PVT) LTD	2444 MTHWAKAZI BUS. CENTRE	FILABUSI	2025-12-31	Pharmacy in rural area
a19cb211-dc1c-4afb-931f-2e1d2a4e785e	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1501-2024	FIRST CARE PHARMACY	PROMED TRADING (PVT) LTD	2 HERMES CRT, WEST RD/LOMAGUNDI RD	HARARE	2025-02-28	Pharmacy in any other location
c5e57e3a-7b84-445d-a025-6bf5e50b10f0	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1385-2024	FIRST DAY AND NIGHT PHARMACY	TAKAMIRIRATSITSI MATEKETA	VICTORIA HSE,50 H.CHITEPO ST	KADOMA	2025-12-31	Pharmacy in any other location
d8b40930-5464-4107-a684-3aa1eedcbe3a	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P05-P1834-2024	FIRST HEALTH PHARMACY	OCEANS ENTERPRISES (PVT) LTD	STAND 14589 CNR SIMON MUZENDA & R.G. MUGABE	HARARE	2025-07-31	Pharmacy located in the CBD
b34b0354-9de7-465e-b8ce-5dcb1f8ab9bb	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P05-P1253-2024	FIRST MUTUAL PHARMACIES	FIRST MUTUAL PHARMACIES (PVT) LTD	SHOP 3 CORNERED BLD, R. MUGABE & 2ND	HARARE	2025-05-31	Pharmacy located in the CBD
16becb37-84fe-4c5e-ba1a-df8ad7b4835e	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1282-2024	FIRST MUTUAL PHARMACIES	FIRST MUTUAL PHARMACIES (PVT) LTD	LOT 6 STD 3163 SOUTHERTON ZORORO HOSTELS	HARARE	2025-09-30	Pharmacy in any other location
94efd980-33a6-4f49-8469-4afdbb0f788c	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P05-P1254-2024	FIRST MUTUAL PHARMACIES - 94 CENTRAL	FIRST MUTUAL PHARMACIES (PVT) LTD	94 CENTRAL AVENUE	HARARE	2025-11-30	Pharmacy located in the CBD
e91ddfba-c050-4a0e-b88e-074f6e5a58ec	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P02-P1262-2024	FIRST MUTUAL PHARMACIES - BRYANSTON	FIRST MUTUAL PHARMACIES (PVT) LTD	SHOP 1, BRYANSTON HOUSE	HARARE	2025-05-31	Pharmacies: Restricted
3445bbef-f030-40f6-98af-a3196808b4d3	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P05-P1252-2024	FIRST MUTUAL PHARMACIES - MUTARE	FIRST MUTUAL PHARMACIES (PVT) LTD	95 HERBET CHITEPO AVE	MUTARE	2025-12-31	Pharmacy located in the CBD
e50b12ff-2031-4ae8-b2d2-7584c7b612b2	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P05-P1283-2024	FIRST MUTUAL PHARMACIES- BULAWAYO BRANCH	FIRST MUTUAL PHARMACIES (PVT) LTD	93 J M NKOMO STREET	BULAWAYO	2025-11-30	Pharmacy located in the CBD
95681196-22b3-4b81-8085-df6087c2744b	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P05-P1263-2024	FIRST MUTUAL PHARMACIES- GWERU	FIRST MUTUAL PHARMACIES (PVT) LTD	SHOP 7 BAHADUR CENTRE	GWERU	2025-12-31	Pharmacy located in the CBD
5b43f14d-5caa-4ef1-86d2-3d449fea7c1d	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	W01-P0084-2023	FIRSTLINE PHARMACEUTICALS	FIRSTLINE PHARMACEUTICALS (PVT) LTD	SHOP 4 STRATHAVEN S/CENTRE EASTWING	HARARE	2025-03-31	Wholesalers
1f3ddff2-0d45-405f-a2ab-305996f3cdde	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1179-2024	FIT PHARMACY	CANA PHARMACY (PVT) LTD	6940 CHIZANGA BUSS. CENTRE	MUTOKO	2025-02-28	Pharmacy in any other location
d3aed5f0-6699-42e8-a64c-36f1c7f7bbbe	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	W01-P0161-2024	FIVET ANIMAL HEALTH	V & S HEALTH CARE (PVT) LTD	2 TELFORD RD, GRANITESIDE	HARARE	2025-03-31	Wholesalers
8cbb9b25-75a3-4cc5-9cbf-7f4336ecd9cc	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	W01-P0211-2024	FIVET ANIMAL HEALTH	V & S HEALTHCARE (PVT) LTD	243 JASON MOYO STREET	BULAWAYO	2025-03-31	Wholesalers
7e8abe41-78e5-4f52-b61d-4582ee51c9c5	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	W01-P0213-2024	FLANCON INVESTMENTS	FLANCON INVESTMENTS (PVT) LTD	4990 CRN PAISLEY & LYTON ROADS	HARARE	2025-03-31	Wholesalers
8b58f842-8992-4289-b496-5064b09d33d5	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1793-2024	FLEX MED. PHARMACIES ZIMBABWE	SAYOUT MEDICAL & SURGICAL SUPPLIES (PVT) LTD	SHOP 2 CABS BUILDING, KAMFINSA S/CENTRE	HARARE	2025-02-28	Pharmacy in any other location
44efcebd-9f3c-42fe-b06b-335fbacd3b61	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P05-P1475-2024	FLIMAS PHARMACY	FLIMAS PHARMACY ( PVT) LTD	109 LEOPOLD TAKAWIRA STREET	HARARE	2025-02-28	Pharmacy located in the CBD
3814677a-422b-44ef-b125-08cde0913fed	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1432-2024	FORESTAL MACHIPISA PHARMACY	JOHN MATUKUTIRE	STD 4097 MACHIPISA HIGHFIELD	HARARE	2025-04-30	Pharmacy in any other location
a1b7bf66-1d8d-40ce-a257-5cdc2773f5dd	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	I02-P0186-2023	FORRESTER ESTATE CLINIC	FORRESTER ESTATES (PVT) LTD	FORRESTER ESTATES	MVURWI	2024-09-30	Clinics: Class B
d862ce14-7b00-47c0-92ac-89d9b6c62349	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1415-2024	FOUNTAIN PHARMACY-BRAESIDE	BRAESIDE PHARMACY (PVT) LTD	STD 16858 HORATIO AVE, BRAESIDE	HARARE	2025-05-31	Pharmacy in any other location
535b479e-426f-4908-8622-2f128ee423db	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1740-2024	FOUR SEASONS PHARMACY	FOUR SEASONS PHARMACY (PVT) LTD	NO. 93, FIFE AVENUE	HARARE	2025-10-31	Pharmacy in any other location
ee60585c-4d55-4f1e-8aae-ca47464a03b5	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	I02-P0188-2023	FREDA REBECCA MINE CLINIC	ASHANTI GOLDFIELDS ZIMBABWE LIMITED	FREDA REBECCA MINE	BINDURA	2024-09-30	Clinics: Class B
abc0ab9f-3b26-43af-8752-0319a2225910	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P2024-2024	FREEWAY PHARMACY	EDGIRAY INVESTMENTS	21 SHOP 3 ROBERT MUGABE	RUSAPE	2025-05-31	Pharmacy in any other location
20fab1b5-4094-4918-9eac-c6977eb3acfe	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1204-2024	GALAXY PHARMACY	HEMABEN INVESTMENTS (PVT) LTD	19722 UNIT O SEKE	CHITUNGWIZA	2025-03-31	Pharmacy in any other location
56277f6f-534f-4e0b-961e-266d8d267387	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1868-2024	GARIKAI PHARMACY	IGNATIUS ENTERPRISES(PVT) LTD	3116 DULIBADZIMU T/SHIP	BEITBRIDGE	2025-02-28	Pharmacy in any other location
23564812-ce78-4266-b9d7-075d39cc468b	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P2027-2024	GATEWAY CARE PHARMACY	MEDMACRO (PBC)	STAND NO 15706, DOMBOSHAVA ROAD	HARARE	2025-08-31	Pharmacy in any other location
e92fc22b-044a-4d6c-9ff5-779ec995164e	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1849-2024	GCC PHARMACY	GCC PHARMACY (PVT) LTD	383 ENGINEERING HIGHFIELD	HARARE	2025-01-31	Pharmacy in any other location
7183ef5e-c1da-4371-b1d9-c402e9c9d272	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P05-P1524-2024	GETLIFE PHARMACY	GETLIFE PHARMACY	32 OAK STREET	MARONDERA	2025-02-28	Pharmacy located in the CBD
29166ed1-3988-472a-8b2e-82a12399d3b6	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P06-P1975-2024	GETWAY PHARMACY	GETWAY PHARMACY (PVT) LTD	1487 RUTENGA URBAN	RUTENGA	2025-03-31	Pharmacy in rural area
c1a53da1-8835-4314-9ca7-66099bfa53c2	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P0703-2023	GETWELL PHARMACY	GETWELL PHARMACY	7098 WESTLEA S/CENTRE, WESTLEA	HARARE	2025-03-31	Pharmacy in any other location
08ef66c5-91dc-482a-a3fe-49da65ea5901	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P06-P2006-2024	GLAUDINA PHARMACY	SIMVAK (PVT) LTD	NO. 95 MARWEDE ROAD,	ZVIMBA	2025-04-30	Pharmacy in any other location
2649c485-7c92-40ed-8288-297c801663f7	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1451-2024	GLIDANT PHARMACY	WAYMARG INVESTMENTS PBC	NO. 5768 CHIPADZE BUS TERMINUS	BINDURA	2025-10-31	Pharmacy in any other location
ada48465-76dc-4843-a872-c112389a0f3a	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1942-2024	GLOBAL PHARMACY	ROLESERVE INVESTMENTS	7328 LUSAKA	HARARE	2025-11-30	Pharmacy in any other location
ad16304f-aefb-40d6-88c0-c62efbeaf3ae	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1399-2024	GLOBAL PHARMACY	ROLESERVE INVESTMENTS(PVT) LTD	SHOP 2, 9 MUKWATI STREET	KADOMA	2025-02-28	Pharmacy in any other location
5ce098bd-ebbb-4da2-9026-19bf6373a9ed	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1502-2024	GLOBAL PHARMACY- SOUTHLEA PARK	ROLESERVE INVESTMENTS (PVY) LTD	STAND 119 NICE DAY BUSINESS UNIT	HARARE	2025-09-30	Pharmacy in any other location
95260e5b-006c-4fab-aaa5-b564823fce80	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	W01-P0188-2024	GLOPHARM PVT LTD	GLOPHARM PVT LTD	79 BELVEDERE ROAD HARARE	HARARE	2025-05-31	Wholesalers
87be744a-0c91-46e0-ab5e-4719b0b189e1	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1152-2024	GLORIMED PHARMACY	RAPHAMED PHARMACY (PVT) LTD	2463, KAMBUZUMA SECTION 5	HARARE	2025-05-31	Pharmacy in any other location
3ef5bfec-4d68-4ad2-a588-5d520ea61d4d	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1940-2024	GOKWE PHARMACY	MUTORA PHARMACY (PVT) LTD	135 GOKWE TOWN CENTRE	GOKWE	2025-03-31	Pharmacy in any other location
cae2a01e-9ca3-46a0-b740-13953b8d4e1b	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1935-2024	GOLD CLASS PHARMACY	AFRIPHARM MEDICAL (PVT) LTD	10767 CRN HIGHFIELD RD MAND MAINSTREET	HARARE	2025-09-30	Pharmacy in any other location
0714a729-d5d1-47c7-9468-91b294233755	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1934-2024	GOLDCLASS PHARMACY	GOLDCLASS PHARMACY (PVT) LTD	B64 CHILONGA DrIVE	CHIREDZI	2025-11-30	Pharmacy in any other location
6ef33c6f-cb79-410f-a715-7921b97e6e07	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	I03-P0225-2024	GOLDEN VALLEY MINE	GOLDEN VALLEY MINE CLINIC	20KM PEG KADOMA-CHAKARI ROAD, KADOMA	KADOMA	2025-09-30	Clinics: Class C
9b6460de-2690-42f2-8425-f0a9eaa057ad	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1145-2024	GOLDENVIEW PHARMACY	GOLDENVIEW INVESTMENTS (PVT) LTD	STD 18886 WENHAM CLOSE,	HARARE	2025-04-30	Pharmacy in any other location
5216eb72-0bf1-4487-8acb-c4ff4f1c3927	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	I02-P0115-2023	GOLDFIELDS OF SHAMVA CLINIC	GOLDFIELDS OF SHAMVA (PVT) LTD	NO. 1 MUSAMBANYAMA ROAD	SHAMVA	2024-09-30	Clinics: Class B
5d7c2a28-5b4f-47b8-a939-52c71f8bf35a	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P05-P1804-2024	GOOD HOPE PHARMACY	RAYNMART INVESTMENTS PBC	23 JASON MOYO AVENUE	HARARE	2025-02-28	Pharmacy located in the CBD
0de29f21-20af-48da-9334-d389bf3e68a5	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P05-P1681-2024	GOOD SHEPHERD CHINHOYI	MANCERIC INVESTMENTS (PVT) LTD	260 COMMERCIAL STREET	CHINHOYI	2025-01-31	Pharmacy located in the CBD
0f08a131-a237-472a-9860-af992c2797ef	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1272-2024	GOOD SHEPHERD PHARMACY	MANCERIC INVESTMENTS (PVT) LTD	STAND 3342, TEEBOX COMPLEX NYAMHUNGA	KARIBA	2025-11-30	Pharmacy in any other location
fa0d06b3-5d02-4589-bf6e-8e48589cba5e	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1607-2024	GOOD SHEPHERD PHARMACY - MAHOMBEKOMBE	GOOD SHEPHERD PHARMACY	494/495 CAROBECK MAHOMBEKOMBE	KARIBA	2025-01-31	Pharmacy in any other location
d5dbac48-f99c-454f-aa5f-511fd079a54b	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1668-2024	GOSHEN LIFE PHARMACY	ROYALGIFT INVESTMENTS (PVT) LTD	65 ALEXANDER AVENUE	CHEGUTU	2025-02-28	Pharmacy located in the CBD
c94af4d6-44dd-4ede-8efa-54335e9714c6	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1241-2024	GOSHEN PHARMACY	GOSHEN PHARMACY	SHOP NO. 9	CHINHOYI	2025-03-31	Pharmacy in any other location
8c848b60-8284-4547-95ac-c1272b64011a	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	I01-P0190-2023	GOZONYA CLINIC	HIPPO VALLEY ESTATES LIMITED	HIPPO VALLEY ESTATE SECTION 24	CHIREDZI	2024-09-30	Clinics: Class A
5e034064-9a86-4615-a6e3-820192177e38	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1214-2024	GRACECHEM PHARMACY	DIMPLATS INVESTMENTS (PVT) LTD	8221 COWIE ROAD COLD COMFORT	HARARE	2025-01-31	Pharmacy in any other location
36d2cc1f-9053-4cbb-ab97-d058dae34c4d	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P06-P1532-2024	GRACEPLUS PHARMACY	GRACEPLUS PHARMACY	93 B FARCHIG	GURUVE	2025-02-28	Pharmacy in rural area
19884473-ec06-45ae-b55e-385c652761c0	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1750-2024	GRACIOUS PHARMACY	GRACIOUS HEALTH SERVICES (PVT) LTD	STAND 3003A DOMBORAMWARI EPWORTH	HARARE	2025-06-30	Pharmacy in any other location
868acbca-5656-4961-b25d-fbb5c090d0f3	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1946-2024	GRANCHEM PHARMACY	GRANDCHEM PHARMACY (PVT) LTD	STAND 9312 ST MARYS	CHITUNGWIZA	2025-03-31	Pharmacy in any other location
8dcc290e-cc4f-4068-8cf3-df1d14c8477a	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	W01-P0215-2024	GRAND HEALTH PHARMACEUTICALS WHOLESALE	GRAND HEALTH PHARMACEUTICALS (PVT) LTD	17004 SANDE CRESCENT GRANITESIDE	HARARE	2025-05-31	Wholesalers
75a23fee-f014-4859-b411-d790762c9360	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1615-2024	GRANDCHEM PHARMACY	GRANDCHEM PHARMACY (PVT) LTD	SHOP NO. 1 STD 19277	HARARE	2025-04-30	Pharmacy in any other location
9541efc1-0a32-439f-8343-e753a5983992	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1613-2024	GRANDPAK PHARMACY	GRANDPAK PHARMACY (PVT) LTD	5105 CHIWARIDZO SHOPPING CENTRE	BINDURA	2025-12-31	Pharmacy in any other location
0c82cdda-5f2e-41b0-a3e6-8e54bd18c4cd	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1364-2024	GRANDPAK PHARMACY	GRANDPAK PHARMACY	7869 AERODrOME CENTRE	BINDURA	2025-12-31	Pharmacy in any other location
74d29c1d-2f24-4ecb-a449-ef78abc3ef7d	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	W01-P0152-2024	GRANITESIDE CHEMICALS	GRANITESIDE CHEMICALS (PVT) LTD	26 CRIPPS ROAD, GRANITESIDE	HARARE	2025-05-31	Wholesalers
15ad1da9-88aa-438f-b770-0aa9b863d2ae	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1765-2024	GREENCROFT PHARMACY	MUNALDO ENTERPRISES (PVT) LTD	5 COLESBURY PARADE AVONLEA	HARARE	2025-03-31	Pharmacy in any other location
549ffedf-47b0-411a-a49a-f8da5cac14bb	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1366-2024	GREENDALE PHARMACY	PURPLE IVY PHARMACEUTICALS (PVT) LTD	36 RHODESVILLE AVE GREENDALE	HARARE	2025-12-31	Pharmacy in any other location
c2f98230-b98f-456e-8368-2487a9a4e83f	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P05-P1924-2024	GREENSVIEW PHARMACY	NYAMENI PHARMACY	SHOP 1 NO. 12 H. CHITEPO STREET	RUSAPE	2025-02-28	Pharmacy located in the CBD
08f950e5-ec65-4c86-b5a7-d5c41f7e1abf	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1789-2024	GREENSVIEW PHARMACY	GREENSVIEW PHARMACY (PVT) LTD	116 MUKOSI BLD WEDZA GROWTH POINT	WEDZA	2025-01-31	Pharmacy in any other location
107e592b-deef-46d2-9637-2c9ffe5ebb6c	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1620-2024	GREENWALLS PHARMACY	SCOTPHARM PHARMACY (PVT) LTD	5570 BUDIRIRO 5B S/CENTRE BUDIRIRO	HARARE	2025-06-30	Pharmacy in any other location
07556c0d-393f-4eff-893f-34d67836a9c7	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1156-2024	GREENWOOD PHARMACY	NATIONAL GENERICS (PVT) LTD	77/79 HERBERT CHITEPO STREET, 458A MEIKLES BUILDING	MUTARE	2025-04-30	Pharmacy in any other location
487ff8e4-11d7-4f5d-8767-eeb8dea8fbdd	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1172-2024	GREENWOOD PHARMACY	NATIONAL GENERICS (PVT) LTD	7 PRINCESS FLATS, FORT ST/9TH AVE	BULAWAYO	2025-08-31	Pharmacy in any other location
f610050b-e25b-4ee5-a768-b6061a18d10a	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1149-2024	GREENWOOD PHARMACY	NATIONAL GENERICS (PVT) LTD	39 HERBERT CHITEPO STREET	MUTARE	2025-04-30	Pharmacy in any other location
40997828-228b-40cf-ad54-676334da14cb	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P05-P1147-2024	GREENWOOD PHARMACY	NATIONAL GENERICS (PVT) LTD	SHOP NO. 7 FMC R. MUGABE WAY	KWEKWE	2025-12-31	Pharmacy located in the CBD
aaa5193f-cbbd-4cc8-a19f-abb8838caf1e	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P05-P1199-2024	GREENWOOD PHARMACY	NATIONAL GENERICS	SHOP 3 HUGHES HSE, 22 PARK ST	HARARE	2025-02-28	Pharmacy located in the CBD
f0734d66-4bf7-4312-9ab1-aa6b2cb83ed2	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P05-P1193-2024	GREENWOOD PHARMACY	NATIONAL GENERICS P/L	89C LEOPOLD TAKAWIRA STREET	HARARE	2025-03-31	Pharmacy located in the CBD
96455331-819c-43f8-9de6-1eecc804a140	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1198-2024	GREENWOOD PHARMACY	NATIONAL GENERICS (PVT) LTD	CNR 4TH AND NELSON MANDELA, GREYHURST BLD	HARARE	2025-04-30	Pharmacy in any other location
c5f7611d-3a9f-4748-a29c-51c78d4ee63c	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1188-2024	GREENWOOD PHARMACY	NATIONAL GENERICS (PVT) LTD	91 HARARE STREET CNR BANK STREET	HARARE	2025-09-30	Pharmacy in any other location
90231fc5-0eea-415a-9822-5dd0196567ce	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1181-2024	GREENWOOD PHARMACY	NATIONAL GENERICS(PVT) LTD	SHOP 6 PICK N PAY 307 ARCTURUS RD	HARARE	2025-02-28	Pharmacy in any other location
89c7a59c-3d61-4b53-b0d3-047db4444bcd	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1148-2024	GREENWOOD PHARMACY - MASVINGO	NATIONAL GENERICS (PVT) LTD	NO. 26 HOFMEYER (SIMON MUZENDA) STREET	MASVINGO	2025-05-31	Pharmacy in any other location
ec9d337e-e223-47e8-8cd0-76482fc59dab	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1178-2024	GREENWOOD PHARMACY - MIDLANDS	NATIONAL GENERICS (PVT) LTD	155/156 GTL MAIN STREET	GWERU	2025-08-31	Pharmacy in any other location
ded3a6bb-86e3-416c-9413-cb7f078fed2c	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P01-P1192-2024	GREENWOOD PHARMACY (FIFE AVENUE)	NATIONAL GENERICS (PVT) LTD	FIFE AVE/FIFTH ST	HARARE	2025-05-31	Pharmacy in any other location
6cdc3e5c-18c5-49e2-aab5-fc3a9151f57f	2024-07-05 11:12:48.372512-04	2024-07-05 11:12:48.372512-04	P05-P1160-2024	GREENWOOD PHARMACY ANGWA STREET	NATIONAL GENERICS (PVT) LTD	SHOP 2 & 3 NO. 243 ANGWA STREET	HARARE	2025-04-30	Pharmacy located in the CBD
