id	name	term_icd9_code	term_icd9_text	consumer_name	is_procedure	info_link_href	info_link_text	created_at	updated_at
c_4505	Diabetic nephropathy - adult controlled	250.42	Diabetes mellitus type II [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type, uncontrolled, with renal manifestations	Diabetic nephropathy - adult controlled	f	http://www.nlm.nih.gov/medlineplus/diabetickidneyproblems.html	Diabetic Kidney Problems	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_11557	Chancroid	099.0	Chancroid	Chancroid	f	http://www.nlm.nih.gov/medlineplus/ency/article/000635.htm	Chancroid	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_14830	Urosepsis	599.0	Urinary tract infection, site not specified	Urosepsis	f	http://www.nlm.nih.gov/medlineplus/urinarytractinfections.html	Urinary Tract Infections	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_14681	Herpes encephalitis	054.3	Herpetic meningoencephalitis	Herpes encephalitis	f	http://www.nlm.nih.gov/medlineplus/ency/article/001368.htm	Birth-acquired herpes	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_4273	Di Guglielmo's syndrome	207.00	Acute erythremia and erythroleukemia without mention of remission	Di Guglielmo's syndrome	f			2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_3363	Appendolithiasis	543.9	Other and unspecified diseases of appendix	Appendolithiasis	f			2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_11529	Bone disease - aluminum related	733.99	Other disorders of bone and cartilage	Bone disease - aluminum related	f			2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_10466	Plasmacytoma	238.6	Neoplasm of uncertain behavior of plasma cells	Plasmacytoma	f	http://www.nlm.nih.gov/medlineplus/multiplemyeloma.html	Multiple Myeloma	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_10664	Pityriasis lichenoides chronica			Pityriasis lichenoides chronica	f			2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_2507	Abdominal mass	789.30	Abdominal or pelvic swelling, mass, or lump, unspecified site	Abdominal mass	f	http://www.nlm.nih.gov/medlineplus/ency/article/003274.htm	Abdominal mass	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_8242	Pectus excavatum	754.81	Pectus excavatum	Pectus excavatum	f	http://www.nlm.nih.gov/medlineplus/ency/article/003320.htm	Pectus excavatum	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_4582	Retroperitoneal fibrosis			Retroperitoneal fibrosis	f	http://www.nlm.nih.gov/medlineplus/ency/article/000463.htm	Retroperitoneal fibrosis	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_8816	Meningitis tuberculosis			Meningitis - tuberculous (TB meningitis)	f	http://www.nlm.nih.gov/medlineplus/meningitis.html	Meningitis	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_10615	Granuloma - inguinale	099.2	Granuloma inguinale	Granuloma - inguinale	f	http://www.nlm.nih.gov/medlineplus/ency/article/000636.htm	Granuloma inguinale	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_8588	Extremity ulcer	707.9	Chronic ulcer of unspecified site	Extremity ulcer	f			2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_9966	Lens pseudoexfoliation syndrome	366.11	Pseudoexfoliation of lens capsule	Lens pseudoexfoliation syndrome	f			2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_2908	Subdural hematoma	432.1	Subdural hemorrhage	Subdural hematoma	f	http://www.nlm.nih.gov/medlineplus/ency/article/000713.htm	Subdural hematoma	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_2898	Anxiety	300.00	Anxiety state, unspecified	Anxiety	f	http://www.nlm.nih.gov/medlineplus/anxiety.html	Anxiety	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_8155	Wilson's disease	275.1	Disorders of copper metabolism	Wilson's disease	f	http://www.nlm.nih.gov/medlineplus/wilsondisease.html	Wilson's Disease	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_10082	Darier-White disease	757.39	Other specified congenital anomalies of skin	Darier's disease (DAR)	f	http://www.nlm.nih.gov/medlineplus/skinconditions.html	Skin Conditions	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_21876	Uterine sarcoma	179	Malignant neoplasm of uterus, part unspecified	Uterine sarcoma	f	http://www.nlm.nih.gov/medlineplus/uterinecancer.html	Uterine Cancer	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_10248	Adnexal mass	625.8	Other specified symptoms associated with female genital organs	Adnexal mass	f			2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_25515	Diabetic nephropathy - adult uncontrolled	250.40	Diabetes mellitus type II [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type, not stated as uncontrolled, with renal manifestations	Diabetic nephropathy - adult uncontrolled	f	http://www.nlm.nih.gov/medlineplus/diabetickidneyproblems.html	Diabetic Kidney Problems	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_14677	Influenza A infection	487.1	Influenza with other respiratory manifestations	Flu A (Influenza A) infection	f	http://www.nlm.nih.gov/medlineplus/flu.html	Flu	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_10206	Goiter - multinodular	241.1	Nontoxic multinodular goiter	Goiter - multinodular	f	http://www.nlm.nih.gov/medlineplus/ency/article/000317.htm	Toxic nodular goiter	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_2473	Wegener's granulomatosis	446.4	Wegener's granulomatosis	Wegener's granulomatosis	f	http://www.nlm.nih.gov/medlineplus/wegenersgranulomatosis.html	Wegener's Granulomatosis	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_10196	Interstitial cystitis	595.1	Chronic interstitial cystitis	Interstitial cystitis	f	http://www.nlm.nih.gov/medlineplus/interstitialcystitis.html	Interstitial Cystitis	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_8747	Renal abscess	590.2	Renal and perinephric abscess	Renal abscess	f	http://www.nlm.nih.gov/medlineplus/ency/article/001274.htm	Perirenal abscess	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_10414	Seminoma - anaplastic	186.9	Malignant neoplasm of other and unspecified testis	Seminoma - anaplastic	f	http://www.nlm.nih.gov/medlineplus/testicularcancer.html	Testicular Cancer	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_4696	Squamous cell skin cancer	173.9	Other malignant neoplasm of skin, site unspecified	Squamous cell skin cancer	f	http://www.nlm.nih.gov/medlineplus/ency/article/000829.htm	Squamous cell skin cancer	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_15162	Omphalocele			Fetal abdominal wall defect (omphalocele)	f	http://www.nlm.nih.gov/medlineplus/ency/article/000994.htm	Omphalocele	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_2178	Transient ischemic attack	435.9	Unspecified transient cerebral ischemia	Transient ischemic attack	f	http://www.nlm.nih.gov/medlineplus/ency/article/000730.htm	Transient Ischemic Attack	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_6669	Pilonidal dimple	685.1	Pilonidal cyst without mention of abscess	Pilonidal dimple	f	http://www.nlm.nih.gov/medlineplus/ency/imagepages/9746.htm	Pilonidal dimple	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_11068	Hurthle cell adenoma			Hurthle cell adenoma	f	http://www.nlm.nih.gov/medlineplus/thyroidcancer.html	Thyroid Cancer	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_8283	Cachexia	799.4	Cachexia	Cachexia	f	http://www.nlm.nih.gov/medlineplus/malnutrition.html	Malnutrition	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_9925	Lordosis	737.20	Lordosis (acquired) (postural)	Lordosis	f	http://www.nlm.nih.gov/medlineplus/ency/article/003278.htm	Lordosis	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_9758	Crying spells			Crying spells	f	http://www.nlm.nih.gov/medlineplus/ency/article/000978.htm	Colic and crying	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_6687	Vulvovaginitis	616.10	Vaginitis and vulvovaginitis, unspecified	Infection of the vulva and vagina	f	http://www.nlm.nih.gov/medlineplus/ency/article/000897.htm	Vulvovaginitis	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_9021	Emphysema	492.8	Other emphysema	Emphysema	f	http://www.nlm.nih.gov/medlineplus/emphysema.html	Emphysema	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_4158	Polypectomy			Polypectomy	t			2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_19394	Biliary colic			Biliary colic	f	http://www.nlm.nih.gov/medlineplus/ency/article/000273.htm	Gallbladder Diseases	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_10847	Leukemoid reaction	288.8	Other specified disease of white blood cells	Leukemoid reaction	f	http://www.nlm.nih.gov/medlineplus/ency/article/000575.htm	Leukemoid reaction	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_10040	Radiculopathy	729.2	Neuralgia, neuritis, and radiculitis, unspecified	Radiculopathy	f	http://www.nlm.nih.gov/medlineplus/peripheralnervedisorders.html	Peripheral Nerve Disorders	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_10692	Verruca vulgaris	078.10	Viral warts, unspecified	Wart - common (verruca vulgaris)	f	http://www.nlm.nih.gov/medlineplus/warts.html	Warts	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_8311	Arthritis - gonococcal	098.50	Gonococcal arthritis	Arthritis - gonococcal	f	http://www.nlm.nih.gov/medlineplus/ency/article/000453.htm	Gonorrhea	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_16148	Open reduction/internal fixation			Open reduction/internal fixation	t			2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_2219	Cardiac pacemaker	V45.01	Cardiac pacemaker in situ	Cardiac pacemaker	t	http://www.nlm.nih.gov/medlineplus/pacemakersandimplantabledefibrillators.html	Pacemakers and Implantable Defibrillators	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_2926	Keratitis	370.9	Unspecified keratitis	Keratitis	f	http://www.nlm.nih.gov/medlineplus/cornealdisorders.html	Corneal Disorders	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_9613	Rash - papular	782.1	Rash and other nonspecific skin eruption	Rash - papular	f	http://www.nlm.nih.gov/medlineplus/skinconditions.html	Rashes	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_8137	Bartter syndrome	255.13	Bartter's syndrome	Bartter syndrome	f	http://www.nlm.nih.gov/medlineplus/ency/article/000308.htm	Bartter syndrome	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_9662	Throat hemorrhage	784.8	Hemorrhage from throat	Throat hemorrhage	f	http://www.nlm.nih.gov/medlineplus/neckinjuriesanddisorders.html	Neck Injuries and Disorders	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_10033	Trichoepithelioma	239.2	Neoplasm of unspecified nature of bone, soft tissue, and skin	Trichoepithelioma	f			2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_9097	Small for gestational age	764.00	"""Light-for-dates"" without mention of fetal malnutrition, unspecified [weight]"	Small for gestational age (SGA)	f	http://www.nlm.nih.gov/medlineplus/ency/article/002302.htm	Small for gestational age (SGA)	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_8304	Motion sickness	994.6	Motion sickness	Motion sickness	f	http://www.nlm.nih.gov/medlineplus/motionsickness.html	Motion Sickness	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_9880	Lens - dislocated	379.32	Subluxation of lens	Lens - dislocated	f			2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_5073	Ileectomy			Ileectomy	t	http://www.nlm.nih.gov/medlineplus/ency/article/002943.htm	Small bowel resection	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_9879	Dacryocystitis	375.30	Dacryocystitis, unspecified	Tear duct sac infection (dacryocystitis)	f	http://www.nlm.nih.gov/medlineplus/eyeinfections.html	Eye Infections	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_2957	Pseudogout	275.49	Other disorders of calcium metabolism	Pseudogout	f	http://www.nlm.nih.gov/medlineplus/gout.html	Gout and Pseudogout	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_5814	Disseminated intravascular coagulation	286.6	Defibrination syndrome	Disseminated intravascular coagulation (DIC)	f	http://www.nlm.nih.gov/medlineplus/ency/article/000573.htm	Disseminated intravascular coagulation (DIC)	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_19435	Thoracostomy			Thoracostomy	t	http://www.nlm.nih.gov/medlineplus/ency/article/002947.htm	Chest tube insertion	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_5024	Mitral valve disorder	394.9	Other and unspecified mitral valve diseases	Mitral valve disorder	f	http://www.nlm.nih.gov/medlineplus/heartvalvediseases.html	Heart Valve Diseases	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_5423	Porphyria	277.1	Disorders of porphyrin metabolism	Porphyria	f	http://www.nlm.nih.gov/medlineplus/porphyria.html	Porphyria	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_9426	Ulna fracture	813.82	Fracture of unspecified part of ulna (alone), closed	Ulna fracture	f	http://www.nlm.nih.gov/medlineplus/fractures.html	Fractures	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_11903	Cysticercosis	123.1	Cysticercosis	Cysticercosis	f	http://www.nlm.nih.gov/medlineplus/ency/article/000627.htm	Cysticercosis	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_5076	Anisocoria	379.41	Anisocoria	Anisocoria	f	http://www.nlm.nih.gov/medlineplus/ency/article/003314.htm	Anisocoria	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_8512	Ecchymosis	924.9	Contusion of unspecified site	Bruise - large (ecchymosis)	f	http://www.nlm.nih.gov/medlineplus/bruises.html	Bruises	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_5457	Stool - heme positive	792.1	Nonspecific abnormal findings in stool contents	Stool - heme positive	f	http://www.nlm.nih.gov/medlineplus/ency/article/003393.htm	Stool guaiac test	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_10432	Cystic lymphangioma	228.1	Lymphangioma, any site	Cystic lymphangioma	f	http://www.nlm.nih.gov/medlineplus/lymphaticdiseases.html	Lymphatic Diseases	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_11886	Penile prosthesis			Penile prosthesis	t	http://www.nlm.nih.gov/medlineplus/ency/article/002286.htm	Prosthesis	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_10639	Vasculitis - leukocytoclastic	446.29	Other specified hypersensitivity angiitis	Vasculitis - leukocytoclastic	f	http://www.nlm.nih.gov/medlineplus/ency/article/000874.htm	Allergic vasculitis	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_11227	Ureteral perforation	593.89	Other specified disorders of kidney and ureter	Ureteral perforation	f	http://www.nlm.nih.gov/medlineplus/ureteraldisorders.html	Ureteral Disorders	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_8744	Lymphogranuloma venereum	099.1	Lymphogranuloma venereum	Lymphogranuloma venereum (LGV)	f	http://www.nlm.nih.gov/medlineplus/ency/article/000634.htm	Lymphogranuloma venereum	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_23534	Carpal tunnel syndrome	354.0	Carpal tunnel syndrome	Carpal tunnel syndrome	f	http://www.nlm.nih.gov/medlineplus/carpaltunnelsyndrome.html	Carpal Tunnel Syndrome	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_11505	Glomerulonephritis - minimal change	581.3	Nephrotic syndrome with lesion of minimal change glomerulonephritis	Minimal change disease (MCD)	f	http://www.nlm.nih.gov/medlineplus/ency/article/000496.htm	Minimal change disease	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_10317	Carcinoma - adenoid cystic	199.1	Other malignant neoplasm of unspecified site	Carcinoma - adenoid cystic	f	http://www.nlm.nih.gov/medlineplus/oralcancer.html	Oral Cancer	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_20999	Ophthalmologic surgery			Ophthalmologic surgery	t			2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_21772	Mucinosis	701.8	Other specified hypertrophic and atrophic conditions of skin	Mucinosis	f			2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_10650	Neuroma - traumatic			Neuroma - traumatic	f			2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_10649	Neurofibroma - plexiform			Neurofibroma - plexiform	f			2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_8314	Fallopian tube cancer	183.2	Malignant neoplasm of fallopian tube	Fallopian tube cancer	f			2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_9869	Vulvitis	616.10	Vaginitis and vulvovaginitis, unspecified	Vulvitis	f	http://www.nlm.nih.gov/medlineplus/ency/article/000897.htm	Vulvovaginitis	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_19934	Wrist dislocation			Wrist dislocation	f	http://www.nlm.nih.gov/medlineplus/wristinjuriesanddisorders.html	Wrist Injuries and Disorders	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_21789	Pustulosis palmaris et plantaris	782.1	Rash and other nonspecific skin eruption	Pustulosis of palms and soles	f	http://www.nlm.nih.gov/medlineplus/psoriasis.html	Rashes	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_21800	Urticaria - cholinergic	708.5	Cholinergic urticaria	Urticaria - cholinergic	f	http://www.nlm.nih.gov/medlineplus/hives.html	Hives	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_21790	Rhytids	701.8	Other specified hypertrophic and atrophic conditions of skin	Rhytids	f	http://www.nlm.nih.gov/medlineplus/skinaging.html	Skin Aging	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_9686	Stiffness			Stiffness	f	http://www.nlm.nih.gov/medlineplus/ency/article/003297.htm	Spasticity	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_2570	Small bowel ischemia	557.9	Unspecified vascular insufficiency of intestine	Small bowel ischemia	f	http://www.nlm.nih.gov/medlineplus/smallintestinedisorders.html	Small Intestine Disorders	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_4238	Dementia	290.0	Senile dementia, uncomplicated	Dementia	f	http://www.nlm.nih.gov/medlineplus/dementia.html	Dementia	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_16260	Status epilepticus			Status epilepticus	f	http://www.nlm.nih.gov/medlineplus/ency/article/000694.htm	Epilepsy	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_10424	Mesonephroma - benign	229.9	Benign neoplasm of unspecified site	Mesonephroma - benign	f			2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_8955	Encephalopathy	348.30	Encephalopathy, unspecified	Encephalopathy	f	http://www.nlm.nih.gov/medlineplus/ency/article/001415.htm	Encephalitis	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_10622	Hyperpigmentation	709.00	Dyschromia, unspecified	Hyperpigmentation	f	http://www.nlm.nih.gov/medlineplus/skinpigmentationdisorders.html	Skin Pigmentation Disorders	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_9392	Pustules	686.9	Unspecified local infection of skin and subcutaneous tissue	Pustules	f	http://www.nlm.nih.gov/medlineplus/ency/article/003234.htm	Pustules	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_4287	Nerve entrapment surgery			Nerve entrapment surgery	t			2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_4453	Wernicke's syndrome	265.1	Other and unspecified manifestations of thiamine deficiency	Wernicke's syndrome	f	http://www.nlm.nih.gov/medlineplus/ency/article/000771.htm	Wernicke-Korsakoff syndrome	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_10397	Rhabdomyosarcoma	171.9	Malignant neoplasm of connective and other soft tissue, site unspecified	Rhabdomyosarcoma	f	http://www.nlm.nih.gov/medlineplus/ency/article/001429.htm	Soft Tissue Sarcoma	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_10407	Cystosarcoma phyllodes	238.3	Neoplasm of uncertain behavior of breast	Cystosarcoma phyllodes	f			2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_29972	Foreign body - nose	932	Foreign body in nose	Foreign body - nose	f	http://www.nlm.nih.gov/medlineplus/foreignbodies.html	Foreign Bodies	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_2445	Liver - small	751.69	Other congenital anomalies of gallbladder, bile ducts, and liver	Liver - small	f	http://www.nlm.nih.gov/medlineplus/liverdiseases.html	Liver Diseases	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_9914	Cervical spondylosis	721.0	Cervical spondylosis without myelopathy	Cervical spondylosis	f	http://www.nlm.nih.gov/medlineplus/ency/article/000436.htm	Cervical spondylosis	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_6659	Adenoids - large	474.12	Hypertrophy of adenoids alone	Adenoids - large	f	http://www.nlm.nih.gov/medlineplus/ency/article/001649.htm	Enlarged adenoids	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_10823	Peptic ulcer - acute	707.9	Chronic ulcer of unspecified site	Peptic ulcer - acute	f	http://www.nlm.nih.gov/medlineplus/pepticulcer.html	Peptic Ulcer	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_6660	Child abuse	995.50	Child abuse, unspecified	Child abuse	f	http://www.nlm.nih.gov/medlineplus/childabuse.html	Child Abuse	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_2151	Anemia - iron deficiency	280.9	Iron deficiency anemia, unspecified	Anemia - iron deficiency	f	http://www.nlm.nih.gov/medlineplus/ency/article/000584.htm	Iron deficiency anemia	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_10075	Lentigo simplex	709.09	Other dyschromia	Lentigo simplex	f	http://www.nlm.nih.gov/medlineplus/skinpigmentationdisorders.html	Skin Pigmentation Disorders	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_4713	Spondylolisthesis	738.4	Acquired spondylolisthesis	Spondylolisthesis	f	http://www.nlm.nih.gov/medlineplus/ency/article/001260.htm	Spondylolisthesis	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_6704	Colic - infantile	789.09	Abdominal pain, other specified site; multiple sites	Colic - infantile	f	http://www.nlm.nih.gov/medlineplus/ency/article/000978.htm	Infant and Newborn Care	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_6694	Croup	464.4	Croup	Croup	f	http://www.nlm.nih.gov/medlineplus/ency/article/000959.htm	Throat Disorders	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_8148	Galactosemia	271.1	Galactosemia	Galactosemia	f	http://www.nlm.nih.gov/medlineplus/ency/article/000366.htm	Galactosemia	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_10674	Dermatitis - radiation	692.82	Dermatitis due to other radiation	Dermatitis - radiation	f	http://www.nlm.nih.gov/medlineplus/radiationtherapy.html	Radiation Therapy	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_8536	Colitis	558.9	Other and unspecified noninfectious gastroenteritis and colitis	Colitis	f	http://www.nlm.nih.gov/medlineplus/ency/article/001125.htm	Colitis	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_8190	Portal vein thrombosis	452	Portal vein thrombosis	Portal vein thrombosis	f			2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_8189	Embolism - tumor	444.9	Embolism and thrombosis of unspecified artery	Embolism - tumor	f			2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_8200	Asbestosis	501	Asbestosis	Asbestosis	f	http://www.nlm.nih.gov/medlineplus/asbestos.html	Asbestos	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_8162	Hyperchloremia	276.9	Electrolyte and fluid disorders not elsewhere classified	Chloride - high	f	http://www.nlm.nih.gov/medlineplus/ency/article/003485.htm	Chloride test - blood	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_11121	Blue nevus - cellular	216.9	Benign neoplasm of skin, site unspecified	Blue nevus - cellular	f			2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_2462	Adrenal insufficiency	255.4	Corticoadrenal insufficiency	Adrenal insufficiency	f	http://www.nlm.nih.gov/medlineplus/addisonsdisease.html	Addison''s Disease	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_2951	Hirsutism	704.1	Hirsutism	Excessive male-pattern hair (hirsutism)	f	http://www.nlm.nih.gov/medlineplus/ency/article/003148.htm	Excessive or unwanted hair in women	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_25525	Hypertension - malignant renovascular	405.01	Malignant renovascular hypertension	Hypertension - malignant renovascular	f	http://www.nlm.nih.gov/medlineplus/ency/article/000204.htm	Renovascular hypertension	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_2213	Cor pulmonale	416.9	Chronic pulmonary heart disease, unspecified	Cor pulmonale	f	http://www.nlm.nih.gov/medlineplus/ency/article/000129.htm	Cor pulmonale	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_8179	Anorexia nervosa	307.1	Anorexia nervosa	Anorexia nervosa	f	http://www.nlm.nih.gov/medlineplus/ency/article/000362.htm	Anorexia nervosa	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_2968	Optic neuritis	377.30	Optic neuritis, unspecified	Optic neuritis	f	http://www.nlm.nih.gov/medlineplus/ency/article/000741.htm	Optic neuritis	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_8180	Brain abscess	324.0	Intracranial abscess	Brain abscess	f	http://www.nlm.nih.gov/medlineplus/ency/article/000783.htm	Brain abscess	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
c_2254	Hemorrhoids	455.6	Unspecified hemorrhoids without mention of complication	Hemorrhoids	f	http://www.nlm.nih.gov/medlineplus/hemorrhoids.html	Hemorrhoids	2024-03-14 12:47:03.616257-04	2024-03-14 12:47:03.616257-04
