id	created_at	updated_at	generic_name
e374d624-85ad-48d2-822e-e2bad41024e8	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	BECLOMETHASONE DIPROPIONATE; CLOTRIMAZOLE
c6a587bf-c0f7-4e2f-b709-7e58f20a7a1b	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ITRACONAZOLE
d4dfe3e4-9d9f-4154-a8da-8a5bf307dd22	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	BIFONAZOLE
62039194-1016-48a6-89eb-39532728d5c7	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	TOPOTECAN HYDROCHLORIDE
d2f095bb-7815-4bba-979f-cbf6d352a24c	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	CAPECITABINE
3bcec09b-bc8f-4339-99eb-f3630e3fa07b	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	CARVEDILOL
e9c5a54e-b943-4db7-a55f-12c932d181ab	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	CARBOXY METHYL CELLULOSE SODIUM
34517124-8937-492f-a31c-d974b21c8eec	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	HYDROCHLOROTHIAZIDE; VALSARTAN
152707e0-924d-4844-9231-a11ce48ee39a	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	TELMISARTAN
426b07f6-3771-4ee9-b7ab-f7f36d878d7c	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	HYDROCHLOROTHIAZIDE; TELMISARTAN
0585cba0-7718-4f4c-8515-4ca7509d338c	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	DOXAZOSIN
200c1dea-4718-4732-ba8f-cabec58e907e	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	CASPOFUNGIN
c3968185-4851-4434-a766-95069a331f9d	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	DICLOFENAC POTASSIUM
8ab4ae13-b43b-4bc8-abf9-fa72bb8303bc	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	CEFACLOR
d5c150b6-d45a-4197-ae06-e109d5bc0111	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	CEFALEXIN MONOHYDRATE
8ea4d5aa-6ea3-448b-9817-c8c2bc6d12c5	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	CEFTAZIDIME
99670431-fac2-495a-aa26-f39f054af5f9	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	CEFTRIAXONE SODIUM
6a228de5-0abe-49e7-9a9c-fd36a6e7fddd	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	CEFUROXIME AXETIL
c0e9858a-2e19-4727-aeec-dece88c6d664	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	CEFUROXIME SODIUM
be3bff92-5792-4763-a2fe-acb031ec0230	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	CELECOXIB
dda4cff5-dafc-42e5-b752-d593c646c8e0	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	BENZOCAINE; DEXTROMETHORPHAN; CETYLPYRIDINIUM CHLORIDE
fc44b49e-7db1-4a5a-a06d-ffd4fe9b191e	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	CETYLPYRIDINIUM CHLRORIDE; BENZOCAINE
ff5c09bf-ef17-4401-8ffc-ad2b01d9a056	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	BENZYL ALCOHOL; CETYLPYRIDINIUM
596e255e-c3b8-4858-9782-1ec5894517a1	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	CEFPODOXIME PROXETIL
113ef084-5f2f-4380-9a57-e7e2b9f443d5	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ASPRIN; CLOPIDROGEL BISULPHATE
d6e5c7c8-e9cb-44a6-b06d-3246cd2a7cd9	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	HUMAN PAPILLOMA VIRUS TYPES 16; 7; 18 (RECOMBINANT)
077971c8-655f-4606-b6c2-7879e93a1f73	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	CETRIMIDE
9fff1e7a-e21f-4b5f-bfac-29c9eef0a743	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	VARENICLINE TARTRATE
b6b05659-7225-4906-8e37-7d961339fc54	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	CHLORAMPHENICOL
732a5544-5df5-40f2-8def-f6c0a6fedd9e	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	CHLORAMPHENICOL SODIUM SUCCINATE
33218e40-e052-4059-8d8c-0cfe7af0e537	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	CHLOROQUINE PHOSPHATE
12330aca-4d0e-4749-8143-0ac5ba266bbd	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	CHLORPROMAZINE HYDROCHLORIDE
1a1c3658-e227-4a55-a67b-65645f1381e3	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ESCITALOPRAM OXALATE
ecd7c288-6e2f-4ae6-9202-a02b4a5f6a25	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	OFLOXACIN
87e56464-da15-4d2d-9b11-1a19add72861	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	CIPROFLOXACIN HYDROCHLORIDE
3334ebe1-33bc-4692-9c47-528d5c3a8baf	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	CIPROFOXACIN HYDROCHLORIDE
e65a9c20-f4ed-4a4b-9682-f7ada78e0b11	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	CIPROFLOXACIN LACTATE
0d9e2cf8-4700-4bb9-93f7-64886e0790dd	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	CODEINE PHOSPHATE; IBUPROFEN; PARACETAMOL;
3d2061d3-c3f0-4491-8c18-4cfd4ae15fc5	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	DISODIUM HYDROGEN CITRATE
2e9dda79-7e7a-424c-93e2-8f7323a20c48	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	CLARITHROMYCIN
596e0aa2-d055-43f7-ab90-bff02daab52e	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	AMOXYCILLIN TRIHYDRATE; POTASSIUM CLAVULANATE
20a1841e-77fe-4bfe-b1bb-0cf18c24af1e	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	CYPROTERONE ACETATE; OESTRADIOL VALERATE
617562a1-2ff5-4116-acbd-2bea263baa29	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	CLINDAMYCIN
48fc4cdc-7703-4033-aa1f-74799ddc0e18	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	METOCLOPRAMIDE HYDROCHLORIDE
1a4973e0-1074-4b19-a883-bc8f8c22ff51	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	CLOXACILLIN
154ebb32-a1c2-4fc1-a795-4c25c1f36a25	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	CLOXACILLIN SODIUM
1ebf00cf-63d3-4f82-b4c8-e9c8f8e82ad1	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	COAL TAR
93c7984e-fae9-4eb4-94d1-d1f213173442	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	AMOXYCILLIN; CLAVULANIC ACID
533e8f0a-2db2-4714-9ba9-416f4de2379e	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	COBICISTAT; DARUNAVIR
6a76f64c-eb4f-4029-8c34-8b7f8b901865	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	CODEINE PHOSPHATE; PARACETAMOL
40f2970f-08be-4004-afef-e0775b5c6ccf	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	CODEINE PHOSPHATE
c3f00532-73b4-48d2-860c-4ea3b376f198	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	CAFFEINE; CHLORPHENILAMINE MALEATE; MEPIRAMINE MALEATE; PHENYLPROPANOLAMINE; PHENYLEPHRINE HYDROCHLORIDE; SALICYLAMIDE
64e714a2-b474-4dfd-a5e1-6449fc8b8f5c	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	COLCHICINE
3f2e56b1-be5f-405b-846b-d140f83629eb	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	CELOCOXIB
ae1d4cd1-a799-4a68-9acd-5bc11ec5aeaa	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	BRIMONIDINE TARTRATE; TIMOLOL MALEATE
3f810ef4-42d9-4762-a817-298651987f9a	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	COMPOUND SODIUM LACTATE
f52cf622-3eb9-4609-98ae-a9147f55a3b4	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	METHYLPHENIDATE
08f5e982-fc56-4c62-b1d0-bc5f69134aad	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	TAMSULOSIN HYDROCHLORIDE
15122830-5b22-40f6-9ae6-fb2e4f6ba5ef	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	MEDROXYPROGESTERONE ACETATE
8defd894-3525-4cf7-9b9c-bc31f7e7da2e	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ETHINYLESTRADIOL; NORGESTREL
5a03d321-8b3f-402e-b3ee-e4b306989211	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ETHINYL ESTRADIOL; FERROUS FUMARATE; LEVONORGESTREL
a8f2c108-b085-452a-986b-5801d82d7437	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	DIPHENHYDRAMINE HYDROCHLORIDE; PARACETAMOL; PSEUSOEPHEDRINE HYDROCHLORIDE
2bb99e4d-37bd-4124-98c6-70013fee3a0a	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	PARACETAMOL; PSEUDOEPHEDRINE HYDROCHLORIDE; CHLOPHENIRAMINE MALEATE; PARACETAMOL; PSEUDOEPHEDRINE HYDROCHLORIDE
cbc9fb60-66cd-49a6-bc87-5cecba27589d	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	HYDROBROMIDE
9732fe1e-38c1-4b29-8e51-1ce024e71a38	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	PARACETAMOL; PSEUDOEPHEDRINE
40b68e2e-ce8f-461b-afc4-66a0e8f9c9fb	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	CHLORPHENIRAMINE MALEATE; PARACETAMOL; PSEUDOEPHEDRINE HYDROCHLORIDE
51a40943-432a-4276-b936-212ae14badf0	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	CHLORHEXIDINE GLUCONATE
928b83b5-74b7-4457-a3e2-1d45e7199f7f	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	LACOSAMIDE
c994dee4-673e-49b3-9ef8-05412e84fef5	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	COUGH STOP MIXTURE
17168b17-9ef9-4d63-9f05-a4e819d99ee8	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	GLYCERINE
39e4781c-e911-49e6-8d8f-76a9f13c37ed	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	AZITHROMYCIN
f7499bbb-9d4d-478f-a40d-38e4e516a84c	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	TRAMADOL HYDROCHLORIDE
8c537b2b-0581-4aca-9ef5-c62ca1802627	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	PANCREATIN
672ea2be-bc56-4392-916c-084117d359c2	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ROSUVASTATIN
f5e0da98-2c31-4765-9abf-15c609d8dda3	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	CROFELEMER
66675ba1-ee65-4270-8c68-bd49eff86980	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	PIPERACILLIN SODIUM; TAZOBACTUM SODIUM
a8373c3b-bdff-4990-a220-ab9c91e180c1	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ROXITHROMYCIN
e0431b71-c469-4c03-900c-49097404e8e4	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	FLUTICASONE PROPIONATE
0efdecbb-551d-41d0-b964-1d08e73f564d	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	CYCLIZINE HYDROCHLORIDE
7d6531d8-bf8b-44ad-8497-c881fe20ed8e	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	TRANEXAMIC ACID
65e48f54-6b2d-4ca7-990c-89c67ff2b2d0	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	DICYCLOMINE HYDROCHLORIDE; SIMETHICOME
ca21c337-61cd-41f2-b852-36cbf2b2fc5b	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	CYCLOSERINE
064aa9f4-71a5-4713-bef1-98718d2e808d	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	VINCRISTINE SULPHATE
445d5e30-26e9-4848-8ad9-2bc3a14cd530	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	CLINDAMYCIN PALMITATE HYDROCHLORIDE
cb0a8bfc-42f6-44f3-b0de-459f79a2b0ba	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	CLINDAMYCIN PHOSPHATE
7485bc5c-43fa-4881-b871-3704d76fe037	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	DAPOXETINE
1abbeb70-0a90-4b0e-91c1-23366c9105fa	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	POTASIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE
a43b14f6-ca98-46ef-a8a9-961f26923caa	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	DARUNAVIR
c45fc926-06d6-4f0f-87ae-01c597733d2a	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	DARUNAVIR; RITONAVIR
61cbb24a-1130-428d-abbb-c0ef8b66e866	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	FLUOXETINE HYDROCHLORIDE
ee891dba-425c-4ea0-8ceb-65acb66b67ec	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	BENZOCAINE; DEQUALINIUM CHLORIDE
10f20106-c607-47d3-a46d-3b7df9dfec02	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	DAPSONE; PYRIMETHAMINE
b75a1ae0-3dae-437e-9613-8088c465a0fd	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	CLOPIDOGREL BISULPHATE
be5b75d4-41c8-4f4d-834d-224b5791661c	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	METHYLPREDNISOLONE ACETATE
444f50ef-ec44-4b64-865e-3b58bc7a12bb	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	GLYCERINE; ICHTHAMMOL
1b789497-1b39-4dc9-b171-ccc43daa2a8d	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	SILVER SULFADIAZINE
c033399a-32a6-40e6-9d78-0b9fc9241290	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	COMPOUND BENZOIC ACID
0662d8b9-b373-4e6f-8201-80c1b70ea4fa	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	METHYL SALICYLATE
cc3c12c1-ad75-4e2d-9f5e-281048376b18	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	EMITRICITABINE; TENOFOVIR ALAFENAMIDE
b411ea05-531f-4e6f-881c-1fc87c1bd747	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	CHLOROXYLENOL
78f53bf2-4f7a-4701-948d-dbd691b219a6	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	DULOXETINE HYDROCHLORIDE
fe5cc140-755d-464a-a670-e85a78920402	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	SULPIRIDE
e3d4e993-ff98-446e-9cf0-b1dfa4722942	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	DEXAMETHASONE SODIUM PHOSPHATE
f2f4ccd9-cfef-41ff-a220-88645a0574a7	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	DEXAMETHASONE
ace7486e-3e2f-4156-adb0-1251fc44f021	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	DEXRABEPRAZOLE SODIUM
61ae1680-0938-4bb5-84c5-79e9831fed2a	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	GLICLAZIDE
cd650a7f-1d5d-4711-9d03-6b7a895565d9	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	CYPROTERONE ACETATE; ETHINYLOESTRADIOL
872965a2-d256-400d-b738-458a12878f59	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	DIAZEPAM
4f397523-ea00-4e48-97fb-15619a2aa070	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	CHLORTHALIDONE
4026f80a-9af4-4a01-9d1c-3babfbb9eba4	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	DIDANOSINE
a2af8dc7-1ff4-45fd-b1ca-7982ea991de6	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	CALCIUM CARBONATE; MAGNESIUM CARBONATE
253aed7f-5fbd-4439-916c-ea9d8efb3d2c	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	VALSARTAN
7e9b0729-7963-4bf1-bd51-1affac10a91e	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	DIPHENHYDRAMINE HYDROCHLORIDE
39839300-8f58-484f-a164-da19dc457e09	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	DOBUTAMINE HYDROCHLORIDE
353fa546-1ba5-473e-a7f9-820377e39772	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	POLIOMYELITIS VIRUS TYPES 1,3 (LIVE, INACTIVATED; ORAL)
996607be-acab-4fdf-9759-7bb5df994d5c	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	DOLUTEGRAVIR
5fd733e4-d132-4b9c-9512-982c0afabc4a	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	DOLUTEGRAVIR SODIUM
b434f3db-15df-4560-a8fc-36873cefaef9	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	PARACETAMOL; TRAMADOL HYDROCHLORIDE
8d86e4c7-e9b2-4160-82b6-1383be864206	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	DOMPERIDONE
95aedb0d-c429-4671-ac02-812643ea86dc	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	METHYLDOPA
9daa48e9-ca7e-4964-9f0f-45f36c7cc3cb	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	MIDAZOLAM
65566a92-e7f9-4080-a556-8430862f80b5	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	DOXYCYCLINE HYDROCHLORIDE
cd7dbdb5-6b37-4bd2-8d14-ef09ebd7b28a	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	DOXYCYCLINE HYCLATE
5fdf7c20-8500-4d43-a530-f0161333cfd5	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	DYDROGESTERONE
e855d54a-09f6-4ad3-b6f9-957a872f5e9f	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	BROMHEXINE HYDROCHLORIDE; SALBUTAMOL SULPHATE
16f01198-6336-43ea-8314-467bb294816e	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	MEBEVERINE HYDROCHLORIDE
de04beff-a1da-4e52-8c8b-113b5b3a4712	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ACRIFLAVINE; GLYCEROL; SODIUM CARBONATE
35ef3d7d-127a-4a2b-853c-867b34395acb	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ECONAZOLE NITRATE
5d21beb4-d030-4091-96df-ff56c3601418	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ESCITALOPRAM
afb8f71e-02aa-4f22-86f0-fe54ce21fb49	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	RILPIVIRINE
70d44fd5-9393-46c8-8bf3-f9eb4cc530ca	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	EFAVIRENZ; EMTRICITABINE; TENOFOVIR DISOPROXIL FUMARATE
6439320d-620f-4eb2-9dec-f9cc28fb3b6e	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	EFAVIRENZ; LAMIVUDINE; TENOFOVIR DISOPROXIL FUMARATE
61f173bb-ad56-48d8-95a5-a2eef20e9983	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	APIXABAN
2b1d7ed5-ed2a-4f6d-86cb-27c663c1e8d6	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	HEPATITIS B VIRUS
7daa20aa-7972-40cc-a8c1-48d2d68ca5c4	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ALOE EXTRACT; VITAMIN E ACETATE
058d87bf-b250-4f1e-abd0-5560f7ecd3c9	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	THYROXINE SODIUM
af487cff-9f20-44c5-ba65-7a1bc8a844f6	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	LEVOTHYROXINE
7e26964a-2522-4727-a83f-2efc990f7f38	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	LEVOTHYROXINE SODIUM PENTAHYDRATE
9c73a6cb-3820-4674-ab73-b9302293afc1	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ONDANSETRON
d6de0ccd-3d71-4d91-b3da-0ee679f74b4a	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	EMTRICITABINE; TENOFOVIR DISOPROXIL FUMARATE
9aed71ef-8c2f-45a2-930e-a6032077ebcb	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ENAPRIL MALEATE
73449234-97ad-40fa-9ecf-279073d4506d	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ENALAPRIL MALEATE
87b4566b-e048-41d9-9733-33b84912233f	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	IRON SUCROSE
ec8c73fd-5f40-434f-a263-24f8ae6a5dfd	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	HEPATITIS B
dec7234a-8d98-4bad-ab88-c87fe03a89db	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	CODEINE PHOSPHATE; IBUPROFEN; PARACETAMOL
807fcc1a-a3b2-4343-a176-5a1d879c5a10	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	RANITIDINE HYDROCHLORIDE
3e7c6483-b14b-4ca5-a9bb-1077f65b4170	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ENTECAVIR MONOHYDRATE
a9087229-d81d-494b-b56c-99ccb1442800	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	PHENYTOIN SODIUM
dd2e90fc-5d29-4edc-8361-bab68cc388e5	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	EPHEDRINE HYDROCHLORIDE
889aabb7-4ff8-479d-a56b-7c2be45c3298	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	TOPIRAMATE
50424a7b-dc63-4cfa-bf91-c871e78bcf44	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	EPLERENONE
107069ff-fd62-47ab-aa61-ab8893f499f4	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ERYTHROMYCIN
377c2984-84b1-4417-a8de-9db882acfe3e	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ERYTHROMYCIN STEARATE
63275ded-de56-4455-8388-3792e7b5e1e9	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ERYTHROMYCIN ETHYLSUCCINATE
74e753c9-0f82-4344-8e8e-632781d89611	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ERYTHROMYCIN ESTOLATE
5fbd0ca4-107a-477d-81ad-dc29a0170567	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ESOMEPRAZOLE MAGNESIUM
521ea329-7457-44f9-89ed-a98304b65c36	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	CONJUGATED OESTROGENS
c756ee20-d195-4cee-b517-06cf59a09d8b	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ETHAMBUTOL HYDROCHLORIDE
d71596fa-a56b-4b27-ab05-c02bf24f434b	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ETHAMBUTOL HYDROCHLORIDE; ISONIAZID; PYRAZINAMIDE; RIFAMPICIN
afbacd9c-551f-4561-9c5e-fb96b8b3a1ff	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ETHIONAMIDE
7f9b2e23-e12c-4b95-9ecc-09da82722832	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ETORICOXIB
d5fe58c2-40e2-4ce0-8d7e-eec8b946b292	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ETODOLAC
20817add-1331-40fb-bd53-99d0ec5d69e6	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ERYTHROMICIN
0731c3ab-45bd-4fc6-8029-1bdc4acd5376	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	EXEMESTANE
8b2c9f31-5d11-452d-ba8f-83f5bf68d0b4	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	AMLODIPINE BESYLATE; VALSARTAN
2e2257fb-a816-424c-bda0-3f04df7bf074	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	AMLODIPINE BESYLATE; HYDROCHLOROTHIAZIDE; VALSARTAN
35c7a1c0-9c28-40d7-84ee-d6665be121fa	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	LYNOESTRENOL
d4be9f86-5c11-4a51-98df-7c3e70d94c49	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	NORGESTREL
961126f7-3e2f-4c84-b688-693a4706c10b	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	FOLIC ACID; IRON HYDROXIDE
