id	created_at	updated_at	country	licence_number	name	licensee	address	town	expiry_date	pharmacies_types
fca43cea-df12-49a7-b192-6635dfd5b5f0	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P05-P1257-2024	CIMAS HEALTHCARE PHARMACY - KWEKWE	CIMAS HEALTHCARE PHARMACIES (PVT) LTD	NUMBER 12A AND B, SECOND AVENUE	KWEKWE	2025-10-31	Pharmacy located in the CBD
909535da-d790-4fc1-92d4-1cceebbeaa6f	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1281-2024	CIMAS HEALTHCARE PHARMACY- HIGHGLEN	CIMAS HEALTHCARE PHARMACIES (PVT) LTD	SHOP NUMBER 4 & 5,	HARARE	2025-08-31	Pharmacy in any other location
41c4bc12-a3ac-4c2b-be0f-5bdebb320450	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P05-P1454-2024	CIMAS JAISON MOYO PHARMACY	CIMAS HEALTHCARE PHARMACIES (PVT) LTD	STD 1516 - 1519 SALISBURY, 130 MBUYA NEHANDA ST.	HARARE	2025-02-28	Pharmacy located in the CBD
1c1a0611-f5cb-4246-8121-31a46cd64e89	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1322-2024	CIMAS MILTON PARK PHARMACY	CIMAS HEALTH GROUP (PVT) LTD	13 ROWLAND SQUARE MILTON PARK	HARARE	2025-03-31	Pharmacy in any other location
52d89789-934c-4d91-b25e-714312686a30	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1331-2024	CIMAS PHARMACY - RUWA	CIMAS HEALTHCARE PHARMACY (PVT) LTD	STD 434 CHIHOMBE RD	RUWA	2025-02-28	Pharmacy in any other location
c5f6498f-2cff-4f6e-a17c-5565f92fee72	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1548-2024	CIMAS RETAIL PHARMACY -VICTORIA FALLS	CIMAS HEALTHCARE PHARMACIES (PVT) LTD	89 SPENCER ROAD	VIC FALLS	2025-02-28	Pharmacy in any other location
2a5d0fe9-4975-428f-904f-9cbd481667a5	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1251-2024	CITADEL PHARMACY	CITADEL PHARMACY (PVT) LTD	SHOP P1-8 SOUTHWINDS SHOPS, WATERFALLS	HARARE	2025-10-31	Pharmacy in any other location
6d55c866-047f-4c13-9aee-fe2b7966964b	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1238-2024	CITIZENS PHARMACY	CITIZENS PHARMACY (PVT) LTD	9689 GLEN VIEW 3 S/CENTRE	HARARE	2025-01-31	Pharmacy in any other location
85572af8-b9f5-4c71-8a40-a9fe01883180	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1195-2024	CITY PHARMACY	DUBE GERSHOM Dr	RAILMED HSE 8TH J. TONGOGARA STR	BULAWAYO	2025-01-31	Pharmacy in any other location
f31ebb85-af32-4095-b392-8dc4d942eee5	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1157-2024	CITYMED PHARMACY	ARISHYN PHARM (PVT) LTD	241 BEC BUILDING CNR LOBENGULA & 5TH STREET	GWERU	2025-02-28	Pharmacy in any other location
1b9f3dbf-9cdd-422f-a714-76c7a987123f	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1786-2024	CLAIRESTACEY PHARMACIES - GLEN NORAH	CLAIRESTACEY PHARMACIES (PVT) LTD	7582 MANGENA LANE	HARARE	2025-06-30	Pharmacy in any other location
e431cecc-8523-4c42-b42d-e019f8dd8082	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	I03-P0079-2023	CLAREMONT CLINIC	ARISTON HOLDINGS (PVT) LTD	CLAREMONT ESTATE	JULIASDALE	2024-09-30	Clinics: Class C
1d441130-8d98-4571-96b1-6c59515b2054	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	H01-P0017-2023	CLAYBANK CLINIC PHARMACY	CLAYBANK (PVT) LTD	STD 792 CLAYBANK RD	GWERU	2025-10-31	Hospital pharmacies
2d869304-9e32-4e6a-a5df-0f46a283dcd5	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1323-2024	CLEANWORLD PHARMACY - RUSAPE	PINECREST TRADING (PVT) LTD	SHOP 4, STD 9 NYABADZA AVENUE	RUSAPE	2025-10-31	Pharmacy in any other location
75020a9e-9803-4b14-8d46-6801e3ba78ac	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	I02-P0210-2024	CLEARWATER ESTATE CLINIC	ARISTON MANAGEMENT (PVT) LTD	CLEARWATER ESTATE	CHIPINGE	2024-09-30	Clinics: Class B
1ab51dd3-6236-4fa0-bba1-09d494479e5b	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1460-2024	CLINIMED PHARMACY	FORTUNE S. DHLIWAYO	SHOP 2,STD NO.19350 MAKONI S/CENTRE	525	2025-08-31	Pharmacy in any other location
f73a71d6-3d57-44a6-a782-4c5ee0d10067	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1926-2024	CLINIMED PHARMACY	CLINIMED HOLDINGS (PVT) LTD	SHOP NO 1 STORTFORD PARADE	187	2025-02-28	Pharmacy in any other location
79400460-1ecd-48cb-b34b-b90c5574c4ad	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P2026-2024	CLINIVA 24 HRS PHARMACY	CLINIVA PHARMACEUTICALS (PVT) LTD	STAND 806A RUNYARARO ROAD DZIVARASEKWA	HARARE	2025-09-30	Pharmacy in any other location
6fe3a197-bae4-4057-9617-7f7f591ed4f9	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P06-P0000-2024	CLIQ SONLINE PHARMACY	KWESFUR PBC	676 MUPANDAWANA	532	2025-01-31	Pharmacy in rural area
21b25562-d880-4af9-bc04-540541c2a5f9	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P05-P1558-2024	CLIQUE PHARMACY	HEALTHWELL PHARMACY	18 AERODrOME RD	MUTARE	2025-02-28	Pharmacy located in the CBD
cc23dfec-4b3a-4ebb-8feb-41df3907c640	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	I02-P0099-2023	COLCOM FOODS CLINIC	COLCOM FOODS LIMITED	1-3 COVENTRY ROAD	HARARE	2024-09-30	Clinics: Class B
e7b31307-9f2a-48a3-a27a-5a6c454b4b24	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1888-2024	COMPLEX PHARMACY	CRESTAPHARM (PVT) LTD	MATEKETA COMPLEX 28 MASHAYAMOMBE RD	KADOMA	2025-01-31	Pharmacy in any other location
484cea69-53a7-4c00-af36-4a14de58c505	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1536-2024	CONCESSION PHARMACY	TRYSOPEC SUPPLIES (PVT) LTD	32 AMANDAS	CONCESSION	2025-07-31	Pharmacy in any other location
5a2fa19f-6a0f-4623-a497-e6b860942e6d	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1784-2024	CONNAUGHT PHARMACY	CONNAUGHT PHARMACEUTICALS (PVT) LTD	21A CONNAUGHT AVENUE	BULAWAYO	2025-05-31	Pharmacy in any other location
1800e624-b85f-4277-a30e-f76b20ed89b5	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1895-2024	CONNECT PHARMACY	CONNECT PHARMA (PVT) LTD	STAND 3490 WARREN PARK 1 SHOPS	HARARE	2025-02-28	Pharmacy in any other location
e9515f1a-40cb-40d1-826e-34ec20caf3ed	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1348-2024	CONNECT PHARMACY	CONNECT PHARMA (PVT) LTD	STD NO.2024 NGONI T/SHIP	NORTON	2025-06-30	Pharmacy in any other location
668f771c-1e3f-445a-8f3f-9bd111b68a62	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1356-2024	CONNECT PHARMACY	CONNECT PHARMA (PVT) LTD	123 ZVIMBA ROAD, K2005 KATANGA	NORTON	2025-06-30	Pharmacy in any other location
8d411497-7ead-487e-b382-bff18e7b4ff9	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P05-P1920-2024	COOLMED PHARMACY	COOLMED INVESTMENTS (PVT) LTD	SHOP 2 SMART CORNER R. MUGABE WAY	GWERU	2025-04-30	Pharmacy located in the CBD
fb2a7065-4611-41ed-975b-81366df555f5	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1896-2024	COOLWATERS PHARMACY	COOLWATERS PHARMACY (PVT) LTD	3897 NHORO ROAD NHARIRA	NORTON	2025-07-31	Pharmacy in any other location
b457ea1d-51a7-4e0a-82be-02c63a31b3f2	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	W01-P0139-2024	COOPER ZIMBABWE	COOPER ZIMBABWE (PVT) LTD	29 ANTONY DrIVE MsASA	HARARE	2025-03-31	Wholesalers
1f2ef24e-d144-4097-b9f1-2270275a4687	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P05-P0421-2023	COPACABANA PHARMACY	BESTZONE (PVT)LTD	144 CHINHOYI STREET CNR J. MOYO AVE	HARARE	2025-06-30	Pharmacy located in the CBD
a3860ee3-ec0a-4d9d-8f07-78f2fb20b466	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P05-P1632-2024	CORPORATE 24 PHARMACY	JOYBONYTA INVESTMENTS (PVT) LTD	89 PARHAM HSE J. TONGOGARA 8TH & 9TH AVE	BULAWAYO	2025-02-28	Pharmacy located in the CBD
09febe3b-0e75-44a4-8bb4-e52c01935b5c	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1631-2024	CORPORATE 24 PHARMACY	JOYBONYTA INVESTMENTS (PVT) LTD	6 BATH RD BELGRAVIA	HARARE	2025-01-31	Pharmacy in any other location
b86b0182-4eb4-43cb-ac92-ce018862dec7	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1738-2024	COSMED PHARMACY	COSMED PHARMACEUTICALS (PVT) LTS	SHOP 2, 5 GEORGE AVENUE	CHEGUTU	2025-12-31	Pharmacy in any other location
3ee29743-53b7-4940-9865-799618977b27	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1908-2024	COUNTY BROOK PHARMACY	COUNTY BROOK INVESTMENTS (PVT) LTD	8673 GLEN NORAH A	HARARE	2025-06-30	Pharmacy in any other location
bb450c13-25c0-4791-b2f7-c4c041b43b9e	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1730-2024	COUNTY BROOK PHARMACY	COUNTY BROOK INVESTMENTS (PVT) LTD	100 JASON MOYO AVE	HARARE	2025-09-30	Pharmacy in any other location
4ca6cc08-a66b-45a9-a0be-9836ff6dbcb7	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1359-2024	COVENANT PHARMACY	COVENANT PHARMACY (PVT) LTD	8141 KUWADZANA 2	HARARE	2025-01-31	Pharmacy in any other location
7abd4dca-35e3-4652-ab22-140661860203	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1162-2024	COWDrAY PARK PHARMACY	CROWBERRY SERVICES (PVT) LTD	22525	BULAWAYO	2025-02-28	Pharmacy in any other location
82f392ab-2047-48d2-9d8f-36f9cc79298d	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1554-2024	COZYCARE PHARMACY	HOWCOZY HOLDINGS (PVT) LTD	19155 OVERSPILL, EPWORTH	HARARE	2025-10-31	Pharmacy in any other location
d9d1d2d3-1532-4b03-ae15-2e20e54c436e	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1768-2024	COZYCARE PHARMACY	HOWCOZY HOLDINGS (LTD) LTD	407 MAKOMO	HARARE	2025-12-31	Pharmacy in any other location
4ab67497-bdc6-4eae-8769-a0f7ed22df3e	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1509-2024	CRESCENT PHARMACY	SWEET DOSE PHARMACEUTICALS (PVT) LTD	14855 DAMOFALLS	RUWA	2025-08-31	Pharmacy in any other location
5cd60fd0-5316-46b4-b31f-88c9f9873fef	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P06-P0761-2024	CROSS COUNTRY PHARMACY	SHANDUKI FUNGAI C.	STAND 185	548	2025-03-31	Pharmacy in rural area
08f4d92a-bc0f-40c0-8126-3d041a4e1a95	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P06-P1610-2024	CROSSrOADS PHARMACY	SAANICA INVESTMENTS (PVT) LTD	MZENZI COMPLEX, CROSSrOADS BUSINESS CENTRE	SILOBELA	2025-06-30	Pharmacy in rural area
d7a8e5b7-3549-4be6-b753-5ca586faafd3	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	I02-P0073-2023	CRYSTAL CANDY CLINIC	CRYSTAL CANDY (PVT) LTD	12 BURNLEY ROAD	HARARE	2024-09-30	Clinics: Class B
d3098b0a-72ef-4637-8eda-92382914fb61	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1442-2024	CURAPLUS PHARMACY	CURAPLUS (PVT) LTD	SHOP 5 CABS HOUSE, BOND STREET,	HARARE	2025-05-31	Pharmacy in any other location
b38acbdb-201d-4874-b5cd-a3fe5d5394e5	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1998-2024	CURAPLUS PHARMACY - RHODESVILLE	CURAPLUS (PVT) LTD	SHOP 2 RHODESVILLE MALL 32 RHODESVILLE AVENUE	HARARE	2025-09-30	Pharmacy in any other location
6923de44-326b-4dea-ba28-61d07f1592a5	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	H01-P0019-2024	CURE CHILDrENS HOSPITAL OF ZIMBABWE PHARMACY	CURE CHILDrENS HOSPITAL OF ZIMBABWE PHARMACY	CNR KENWOOD & ESIGODINI RDS WOODLANDS	BULAWAYO	2025-06-30	Hospital pharmacies
b19fb208-55d1-413c-a45b-aa13f790dbf7	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1936-2024	CUREHEAVEN PHARMACY	CUREHEAVEN PHARMACY (PVT) LTD	1387 GOROMONZI RURAL SERVICE CENTRE	GOROMONZI	2025-04-30	Pharmacy in any other location
427a76b5-ea4c-4a61-ae26-8974fbf49863	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1345-2024	CUREMED PHARMACY	CUREMED PHARMACY (PVT) LTD	STD 689,BUDIRIRO 1 S/CENTRE	HARARE	2025-01-31	Pharmacy in any other location
19235d77-3c96-4706-aff5-ac1bb491859f	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1338-2024	CUREMED PHARMACY	CUREMED PHARMACY (PVT) LTD	STD 3483 WARREN PARK 2 S/CENTRE	HARARE	2025-03-31	Pharmacy in any other location
acc2ca54-4087-4ff5-b627-cb37778ac3da	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1912-2024	CURRENT PHARMACY	VICTOR NDANDA INVESTMENTS P.B.C	5568 BUDIRIRO 5B	HARARE	2025-09-30	Pharmacy in any other location
037632fe-6466-4ccc-8585-c790777a0e50	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P05-P1966-2024	DAILY HEALTH PHAMACY	KENLARDT INVESTMENNTS (PVT) LTD	90 HERBERT CHITEPO STREET	BULAWAYO	2025-04-30	Pharmacy located in the CBD
e4405aae-a56e-4dd8-a057-9cb76438b25e	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	I02-P0098-2023	DAIRIBORD ZIMBABWE CLINIC-HARARE	DAIRIBORD ZIMBABWE LIMITED	REKAI TANGWENA ROAD	HARARE	2024-09-30	Clinics: Class B
9d5b5787-a7e9-4e6d-94d9-a45b0e4215ee	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	D01-P0014-2023	DAMBA SURGERY	KUWANDOGA PROSPER (Dr)	28 DAMBA	547	2024-06-30	Dispensing medical practice
6257e087-0108-4215-a031-e685a4d6867a	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1273-2024	DANGAMVURA PHARMACY	YOULIB (PVT) LTD	89 WEIRMOUTH	MUTARE	2025-05-31	Pharmacy in any other location
9eda437c-bd29-462b-bfa4-7e296d754218	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	W01-P0159-2024	DATLABS	DATLABS (PVT) LTD	111 KELVIN ROAD SOUTH	HARARE	2025-10-31	Wholesalers
a3461a88-ea34-48ec-b38f-327f02eb1e32	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	W01-P0160-2024	DATLABS	DATLABS (PVT) LTD	63 PLUMTREE ROAD	BULAWAYO	2025-11-30	Wholesalers
229ac213-a0de-43d6-b178-b4383730f16e	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	I02-P0100-2023	DATLABS CLINIC	DATLABS (PVT) LTD	45 FALCON STREET	BULAWAYO	2025-04-30	Clinics: Class B
d52ffcb2-f2ed-4c6f-809e-13ace613f402	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1877-2024	DAYBREAK PHARMACIES	DAYBREAK PHARMACIES (PVT) LTD	9653 CHIPUKUTU T/SHIP	RUWA	2025-04-30	Pharmacy in any other location
f18b97f5-2132-49b8-8631-08367f1054b8	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P05-P1581-2024	DE NOVO PHARMACY	DE NOVO PHARMACIES (PVT) LTD	9 SAMORA MACHEL AVENUE	HARARE	2025-11-30	Pharmacy located in the CBD
303876ad-7ed8-44c5-a713-348513bd48d0	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P05-P1577-2024	DEES PHARMACY	MONALISA JOMBE	CNR R.MUGABE ROAD/ANGWA ST	HARARE	2025-09-30	Pharmacy located in the CBD
e01ebca5-eadb-4583-b897-1efd37ec7ea2	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P05-P1154-2024	DEFACTO PHARMACY	DEFACTO ENTERPRISES (PVT) LTD	ESSEX HOUSE, 133 L. TAKAWIRA AVE	BULAWAYO	2025-01-31	Pharmacy located in the CBD
d5cdf1f2-4805-46a1-83bf-e823b557f5f5	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	I02-P0206-2024	DELTA BEVERAGES CLINIC	DELTA BEVERAGES (PVT) LTD	CNR SEKE AND CRIPPS RDS	HARARE	2024-09-30	Clinics: Class B
e5448460-5161-4b0b-b094-db616b8b6493	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1330-2024	DELYN PHARMACY	MAKDEL INVESTMENTS (PVT) LTD	8190 KUWADZANA 5	HARARE	2025-06-30	Pharmacy in any other location
0724dc05-4427-4a47-a7f0-1cadfae6f638	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P05-P1265-2024	DELYN PHARMACY	MAKDEL INVESTMENTS (PVT) LTD	SHOP 40 MAIN STREET	BINDURA	2025-10-31	Pharmacy located in the CBD
1387fb0d-f639-4ee3-8632-41e20f1d6783	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1438-2024	DELYN PHARMACY	MAKDEL INVESTMENTS (PVT) LTD	STAND NO. 1 MAIN STREET	BINDURA	2025-01-31	Pharmacy in any other location
7c72b599-917e-4906-81c5-02a0fe140f4b	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P05-P1900-2024	DG-GLOBAL PHARMACY	DG PHARMACY (PVT) LTD	53 J. NKOMO ST & 4TH AVENUE	BULAWAYO	2025-03-31	Pharmacy located in the CBD
7b9233c3-3338-49ce-8e0b-a851ad4280f5	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P05-P1326-2024	DIAMOND PHARMACY - ANGWA	DIAMOND PHARMACY	JASON MOYO AVENUE	HARARE	2025-01-31	Pharmacy located in the CBD
a8d19fe6-57e6-41b8-8acc-40ebf3aa2bb5	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1477-2024	DIAMOND PHARMACY - FIFTH STREET	DIAMOND PHARMACY	926 - 25 FIFTH STREET	HARARE	2025-03-31	Pharmacy in any other location
413c9aae-b5ce-4cc8-99b2-a9932c5ed90c	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P05-P1471-2024	DIAMOND PHARMACY - FOURTH AVENUE	WAYGRE INVESTMENTS (PVT) LTD	NO. 53 JASON MOYO/FOURTH AVENUE	BULAWAYO	2025-04-30	Pharmacy located in the CBD
8a9d8b8a-6628-4468-9ad7-e179359c3039	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P05-P1476-2024	DIAMOND PHARMACY - GWERU	WAYGRE INVESTMENTS (PVT) LTD	33 R.G. MUGABE WAY	GWERU	2025-09-30	Pharmacy located in the CBD
c2e16821-ddae-4104-8466-ae299a44918f	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P05-P1472-2024	DIAMOND PHARMACY - KWAME	WAYGRE INVESTMENTS (PVT) LTD	ROBINSON HOUSE 51 KWAME NKRUMAH AVENUE	HARARE	2025-06-30	Pharmacy located in the CBD
0e209d3c-5d53-4e1f-ab0b-01eef8646a6a	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1324-2024	DIAMOND PHARMACY - MASVINGO	WAYGRE INVESTMENTS (PVT) LTD	400 R.G. MUGABE WAY	MASVINGO	2025-11-30	Pharmacy in any other location
287020c4-c35d-47dc-887d-9826b367699c	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P05-P1292-2024	DIAMOND PHARMACY - REZENDE STREET	WAYGRE INVESTMENTS (PVT) LTD	SHOP 2 TRAVLOS HSE, 32 J. MOYO/REZENDE STR	HARARE	2025-02-28	Pharmacy located in the CBD
9fd950d8-fb84-48e3-a299-2e45c3b9b1e9	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1762-2024	DIAMOND PHARMACY MUTARE	WAYGRE INVESTMENTS (PVT) LTD	STANBIC BUILDING, 67 H. CHITEPO ST	MUTARE	2025-10-31	Pharmacy in any other location
c3f341f0-884f-403b-8247-842f20776c7d	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1381-2024	DOMBOSHAVA MEDICAL AND DENTAL PHARMACY	ASTRALAGUS INVESTMENTS (PVT) LTD	221 CHIRODZERO RURAL	DOMBOSHAWA	2025-11-30	Pharmacy in any other location
f2afa705-30a0-4883-af8a-cb6f712011cf	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1567-2024	DOWNTOWN PHARMACY	TYTHAN PHARMACY (PVT) LTD	7919 WELBY RD DOWNTOWN	MASVINGO	2025-11-30	Pharmacy in any other location
ab3352ec-175a-413f-9498-4072551813e2	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	D01-P0035-2023	Dr. REHMAN SURGERY	Dr. BASHARAT UR REHMAN	38-13TH AVENUE	BULAWAYO	2024-06-30	Dispensing medical practice
b1101593-d773-4429-818b-8985167401f3	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1314-2024	DrUG BLEND PHARMACY	DrUG BLEND PHARMACY(PVT) LTD	115 FIVE AVENUE/3RD STREET	HARARE	2025-01-31	Pharmacy in any other location
2d616c2c-ffa3-4b49-86a3-32512505635e	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1565-2024	DrUG MART PHARMACY	DIS-SMAT INVESTMENTS (PVT) LTD	STD 238, MAPEREKE COMPLEX	MUREHWA	2025-05-31	Pharmacy in any other location
41ebaf66-2ee4-44fd-b6c6-c9fdd58a79fa	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1980-2024	DrUGINN CHIEDZA PHARMACY	DrUGINN PHARMACEUTICALS (PVT) LTD	2375 CHIEDZA	KAROI	2025-04-30	Pharmacy in any other location
4508a769-0a36-4fd8-8c13-208f2a76b2b9	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1958-2024	DrUGINN PHARMACY	DrUGINN PHARMACEUTICALS	6275 FRED JAMESON WAY	KAROI	2025-02-28	Pharmacy in any other location
187ddefc-9944-464f-841f-2a102544e676	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1521-2024	DULIBADZIMU PHARMACY	OLICHEM PHARMACY (PVT) LTD	STAND 2855 DULIBADZIMU T/SHIP	BEITBRIDGE	2025-06-30	Pharmacy in any other location
b916e09c-45dd-4af0-8265-a0dfca1eb3dc	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	I03-P0195-2023	DULUX LIMITED CLINIC	DULUX LIMITED	11042 HIGHFIELD RD, SOUTHERTON	HARARE	2024-09-30	Clinics: Class C
3340d74d-2d4a-4a08-9eb4-de8c61a6a8f8	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1447-2024	DUSKY PHARMACY	DUSKY PHARMACY (PVT) LTD	STAND 7964 KUWADZANA T/SHIP	HARARE	2025-03-31	Pharmacy in any other location
75e7652b-9173-4761-a0c6-32780c585b55	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P06-P1563-2024	EAGLEHUT PHARMACY	EAGLEHUT ENTERPRISES (PBC)	25 LOOP ROAD, PUMA SERVICES STATION	BEATRICE	2025-10-31	Pharmacy in rural area
9c0c8353-16b3-44fd-9159-f3c2fba9380e	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1233-2024	EASTCARE PHARMACY	THIRTY SEVEN B INVESTMENTS (PVT) LTD	37B MAIN STREET	CHIPINGE	2025-06-30	Pharmacy in any other location
67219364-4679-4413-9776-ff457ee96aff	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	I01-P0128-2023	EASTERN HIGLANDS CLINIC	EASTERN HIGHLANDS PLANTATIONS LIMITED	EASTERN HIGHLANDS CLINIC	HAUNA	2024-09-30	Clinics: Class C
13e3b477-3705-43a5-a787-f8b819112748	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1994-2024	EAST-ISLE PHARMACY	EAST-ISLE INVESTMENT	SUITE 7B LF MUTUAL COMPLEX TURF	NGEZI	2025-01-31	Pharmacy in any other location
