code	name	created_at	updated_at
K56.41	Fecal impaction	2024-05-01 17:00:04.086946-04	2024-05-01 17:00:04.086946-04
L81.4	Other melanin hyperpigmentation	2024-05-01 17:00:04.087253-04	2024-05-01 17:00:04.087253-04
N41.9	Inflammatory disease of prostate, unspecified	2024-05-01 17:00:04.08756-04	2024-05-01 17:00:04.08756-04
I30.9	Acute pericarditis, unspecified	2024-05-01 17:00:04.087854-04	2024-05-01 17:00:04.087854-04
C34.90	Malignant neoplasm of unspecified part of unspecified bronchus or lung	2024-05-01 17:00:04.088148-04	2024-05-01 17:00:04.088148-04
B08.3	Erythema infectiosum [fifth disease]	2024-05-01 17:00:04.088682-04	2024-05-01 17:00:04.088682-04
A04.1	Enterotoxigenic Escherichia coli infection	2024-05-01 17:00:04.088973-04	2024-05-01 17:00:04.088973-04
D46.4	Refractory anemia, unspecified	2024-05-01 17:00:04.089552-04	2024-05-01 17:00:04.089552-04
I63.9	Cerebral infarction, unspecified	2024-05-01 17:00:04.089988-04	2024-05-01 17:00:04.089988-04
Q27.9	Congenital malformation of peripheral vascular system, unspecified	2024-05-01 17:00:04.090288-04	2024-05-01 17:00:04.090288-04
R01.1	Cardiac murmur, unspecified	2024-05-01 17:00:04.090592-04	2024-05-01 17:00:04.090592-04
R73.02	Impaired glucose tolerance (oral)	2024-05-01 17:00:04.090872-04	2024-05-01 17:00:04.090872-04
K65.1	Peritoneal abscess	2024-05-01 17:00:04.09116-04	2024-05-01 17:00:04.09116-04
L71.9	Rosacea, unspecified	2024-05-01 17:00:04.091573-04	2024-05-01 17:00:04.091573-04
C79.9	Secondary malignant neoplasm of unspecified site	2024-05-01 17:00:04.091871-04	2024-05-01 17:00:04.091871-04
M54.2	Cervicalgia	2024-05-01 17:00:04.092164-04	2024-05-01 17:00:04.092164-04
J02.9	Acute pharyngitis, unspecified	2024-05-01 17:00:04.092457-04	2024-05-01 17:00:04.092457-04
J98.11	Atelectasis	2024-05-01 17:00:04.09274-04	2024-05-01 17:00:04.09274-04
L13.0	Dermatitis herpetiformis	2024-05-01 17:00:04.093029-04	2024-05-01 17:00:04.093029-04
W57.XXXA	Bitten or stung by nonvenomous insect and other nonvenomous arthropods, initial encounter	2024-05-01 17:00:04.093346-04	2024-05-01 17:00:04.093346-04
W57.XXXD	Bitten or stung by nonvenomous insect and other nonvenomous arthropods, subsequent encounter	2024-05-01 17:00:04.093346-04	2024-05-01 17:00:04.093346-04
W57.XXXS	Bitten or stung by nonvenomous insect and other nonvenomous arthropods, sequela	2024-05-01 17:00:04.093346-04	2024-05-01 17:00:04.093346-04
B85.2	Pediculosis, unspecified	2024-05-01 17:00:04.093708-04	2024-05-01 17:00:04.093708-04
N75.0	Cyst of Bartholin's gland	2024-05-01 17:00:04.093998-04	2024-05-01 17:00:04.093998-04
C44.91	Basal cell carcinoma of skin, unspecified	2024-05-01 17:00:04.094604-04	2024-05-01 17:00:04.094604-04
N81.89	Other female genital prolapse	2024-05-01 17:00:04.094902-04	2024-05-01 17:00:04.094902-04
I49.8	Other specified cardiac arrhythmias	2024-05-01 17:00:04.095195-04	2024-05-01 17:00:04.095195-04
R89.6	Abnormal cytological findings in specimens from other organs, systems and tissues	2024-05-01 17:00:04.095503-04	2024-05-01 17:00:04.095503-04
D12.6	Benign neoplasm of colon, unspecified	2024-05-01 17:00:04.095824-04	2024-05-01 17:00:04.095824-04
M72.2	Plantar fascial fibromatosis	2024-05-01 17:00:04.096146-04	2024-05-01 17:00:04.096146-04
L85.1	Acquired keratosis [keratoderma] palmaris et plantaris	2024-05-01 17:00:04.096545-04	2024-05-01 17:00:04.096545-04
J44.9	Chronic obstructive pulmonary disease, unspecified	2024-05-01 17:00:04.097092-04	2024-05-01 17:00:04.097092-04
F45.21	Hypochondriasis	2024-05-01 17:00:04.097512-04	2024-05-01 17:00:04.097512-04
Q61.5	Medullary cystic kidney	2024-05-01 17:00:04.097805-04	2024-05-01 17:00:04.097805-04
L56.8	Other specified acute skin changes due to ultraviolet radiation	2024-05-01 17:00:04.098126-04	2024-05-01 17:00:04.098126-04
S26.90XA	Unspecified injury of heart, unspecified with or without hemopericardium, initial encounter	2024-05-01 17:00:04.098468-04	2024-05-01 17:00:04.098468-04
S26.90XD	Unspecified injury of heart, unspecified with or without hemopericardium, subsequent encounter	2024-05-01 17:00:04.098468-04	2024-05-01 17:00:04.098468-04
S26.90XS	Unspecified injury of heart, unspecified with or without hemopericardium, sequela	2024-05-01 17:00:04.098468-04	2024-05-01 17:00:04.098468-04
Q32.0	Congenital tracheomalacia	2024-05-01 17:00:04.098837-04	2024-05-01 17:00:04.098837-04
R40.0	Somnolence	2024-05-01 17:00:04.099166-04	2024-05-01 17:00:04.099166-04
D69.2	Other nonthrombocytopenic purpura	2024-05-01 17:00:04.099466-04	2024-05-01 17:00:04.099466-04
N48.5	Ulcer of penis	2024-05-01 17:00:04.100119-04	2024-05-01 17:00:04.100119-04
F10.239	Alcohol dependence with withdrawal, unspecified	2024-05-01 17:00:04.10044-04	2024-05-01 17:00:04.10044-04
L94.5	Poikiloderma vasculare atrophicans	2024-05-01 17:00:04.100778-04	2024-05-01 17:00:04.100778-04
R42	Dizziness and giddiness	2024-05-01 17:00:04.101111-04	2024-05-01 17:00:04.101111-04
Q24.0	Dextrocardia	2024-05-01 17:00:04.101433-04	2024-05-01 17:00:04.101433-04
H02.60	Xanthelasma of unspecified eye, unspecified eyelid	2024-05-01 17:00:04.101745-04	2024-05-01 17:00:04.101745-04
M35.6	Relapsing panniculitis [Weber-Christian]	2024-05-01 17:00:04.102045-04	2024-05-01 17:00:04.102045-04
J31.0	Chronic rhinitis	2024-05-01 17:00:04.102932-04	2024-05-01 17:00:04.102932-04
L01.00	Impetigo, unspecified	2024-05-01 17:00:04.103246-04	2024-05-01 17:00:04.103246-04
I89.8	Other specified noninfective disorders of lymphatic vessels and lymph nodes	2024-05-01 17:00:04.103552-04	2024-05-01 17:00:04.103552-04
H40.2290	Chronic angle-closure glaucoma, unspecified eye, stage unspecified	2024-05-01 17:00:04.103977-04	2024-05-01 17:00:04.103977-04
D55.0	Anemia due to glucose-6-phosphate dehydrogenase [G6PD] deficiency	2024-05-01 17:00:04.104274-04	2024-05-01 17:00:04.104274-04
D22.9	Melanocytic nevi, unspecified	2024-05-01 17:00:04.104569-04	2024-05-01 17:00:04.104569-04
L90.5	Scar conditions and fibrosis of skin	2024-05-01 17:00:04.105495-04	2024-05-01 17:00:04.105495-04
K06.8	Other specified disorders of gingiva and edentulous alveolar ridge	2024-05-01 17:00:04.106032-04	2024-05-01 17:00:04.106032-04
P95	Stillbirth	2024-05-01 17:00:04.106351-04	2024-05-01 17:00:04.106351-04
M31.6	Other giant cell arteritis	2024-05-01 17:00:04.106657-04	2024-05-01 17:00:04.106657-04
N44.00	Torsion of testis, unspecified	2024-05-01 17:00:04.107235-04	2024-05-01 17:00:04.107235-04
R10.13	Epigastric pain	2024-05-01 17:00:04.10755-04	2024-05-01 17:00:04.10755-04
N64.4	Mastodynia	2024-05-01 17:00:04.107843-04	2024-05-01 17:00:04.107843-04
D47.2	Monoclonal gammopathy	2024-05-01 17:00:04.10814-04	2024-05-01 17:00:04.10814-04
K37	Unspecified appendicitis	2024-05-01 17:00:04.10844-04	2024-05-01 17:00:04.10844-04
Q86.0	Fetal alcohol syndrome (dysmorphic)	2024-05-01 17:00:04.108729-04	2024-05-01 17:00:04.108729-04
J63.2	Berylliosis	2024-05-01 17:00:04.109031-04	2024-05-01 17:00:04.109031-04
K13.0	Diseases of lips	2024-05-01 17:00:04.109623-04	2024-05-01 17:00:04.109623-04
K12.1	Other forms of stomatitis	2024-05-01 17:00:04.10993-04	2024-05-01 17:00:04.10993-04
J11.1	Influenza due to unidentified influenza virus with other respiratory manifestations	2024-05-01 17:00:04.11024-04	2024-05-01 17:00:04.11024-04
K29.80	Duodenitis without bleeding	2024-05-01 17:00:04.11068-04	2024-05-01 17:00:04.11068-04
H92.20	Otorrhagia, unspecified ear	2024-05-01 17:00:04.110987-04	2024-05-01 17:00:04.110987-04
N34.3	Urethral syndrome, unspecified	2024-05-01 17:00:04.11129-04	2024-05-01 17:00:04.11129-04
T33.90XA	Superficial frostbite of unspecified sites, initial encounter	2024-05-01 17:00:04.111598-04	2024-05-01 17:00:04.111598-04
T33.90XD	Superficial frostbite of unspecified sites, subsequent encounter	2024-05-01 17:00:04.111598-04	2024-05-01 17:00:04.111598-04
T33.90XS	Superficial frostbite of unspecified sites, sequela	2024-05-01 17:00:04.111598-04	2024-05-01 17:00:04.111598-04
K12.0	Recurrent oral aphthae	2024-05-01 17:00:04.11196-04	2024-05-01 17:00:04.11196-04
E20.9	Hypoparathyroidism, unspecified	2024-05-01 17:00:04.112271-04	2024-05-01 17:00:04.112271-04
M62.40	Contracture of muscle, unspecified site	2024-05-01 17:00:04.112687-04	2024-05-01 17:00:04.112687-04
K63.89	Other specified diseases of intestine	2024-05-01 17:00:04.113371-04	2024-05-01 17:00:04.113371-04
C22.9	Malignant neoplasm of liver, not specified as primary or secondary	2024-05-01 17:00:04.11368-04	2024-05-01 17:00:04.11368-04
E29.1	Testicular hypofunction	2024-05-01 17:00:04.113988-04	2024-05-01 17:00:04.113988-04
N47.1	Phimosis	2024-05-01 17:00:04.114292-04	2024-05-01 17:00:04.114292-04
E51.9	Thiamine deficiency, unspecified	2024-05-01 17:00:04.114597-04	2024-05-01 17:00:04.114597-04
A38.9	Scarlet fever, uncomplicated	2024-05-01 17:00:04.114907-04	2024-05-01 17:00:04.114907-04
N39.0	Urinary tract infection, site not specified	2024-05-01 17:00:04.115206-04	2024-05-01 17:00:04.115206-04
C54.1	Malignant neoplasm of endometrium	2024-05-01 17:00:04.115508-04	2024-05-01 17:00:04.115508-04
M26.629	Arthralgia of temporomandibular joint, unspecified side	2024-05-01 17:00:04.115831-04	2024-05-01 17:00:04.115831-04
G45.3	Amaurosis fugax	2024-05-01 17:00:04.116684-04	2024-05-01 17:00:04.116684-04
S83.90XA	Sprain of unspecified site of unspecified knee, initial encounter	2024-05-01 17:00:04.117061-04	2024-05-01 17:00:04.117061-04
S83.90XD	Sprain of unspecified site of unspecified knee, subsequent encounter	2024-05-01 17:00:04.117061-04	2024-05-01 17:00:04.117061-04
S83.90XS	Sprain of unspecified site of unspecified knee, sequela	2024-05-01 17:00:04.117061-04	2024-05-01 17:00:04.117061-04
M33.90	Dermatopolymyositis, unspecified, organ involvement unspecified	2024-05-01 17:00:04.117476-04	2024-05-01 17:00:04.117476-04
J44.1	Chronic obstructive pulmonary disease with (acute) exacerbation	2024-05-01 17:00:04.117802-04	2024-05-01 17:00:04.117802-04
B55.2	Mucocutaneous leishmaniasis	2024-05-01 17:00:04.1181-04	2024-05-01 17:00:04.1181-04
E80.6	Other disorders of bilirubin metabolism	2024-05-01 17:00:04.118419-04	2024-05-01 17:00:04.118419-04
S02.91XA	Unspecified fracture of skull, initial encounter for closed fracture	2024-05-01 17:00:04.118744-04	2024-05-01 17:00:04.118744-04
S02.91XB	Unspecified fracture of skull, initial encounter for open fracture	2024-05-01 17:00:04.118744-04	2024-05-01 17:00:04.118744-04
S02.91XD	Unspecified fracture of skull, subsequent encounter for fracture with routine healing	2024-05-01 17:00:04.118744-04	2024-05-01 17:00:04.118744-04
S02.91XG	Unspecified fracture of skull, subsequent encounter for fracture with delayed healing	2024-05-01 17:00:04.118744-04	2024-05-01 17:00:04.118744-04
S02.91XK	Unspecified fracture of skull, subsequent encounter for fracture with nonunion	2024-05-01 17:00:04.118744-04	2024-05-01 17:00:04.118744-04
S02.91XS	Unspecified fracture of skull, sequela	2024-05-01 17:00:04.118744-04	2024-05-01 17:00:04.118744-04
K75.0	Abscess of liver	2024-05-01 17:00:04.119147-04	2024-05-01 17:00:04.119147-04
H61.20	Impacted cerumen, unspecified ear	2024-05-01 17:00:04.119444-04	2024-05-01 17:00:04.119444-04
D35.2	Benign neoplasm of pituitary gland	2024-05-01 17:00:04.119749-04	2024-05-01 17:00:04.119749-04
M89.9	Disorder of bone, unspecified	2024-05-01 17:00:04.120341-04	2024-05-01 17:00:04.120341-04
B85.3	Phthiriasis	2024-05-01 17:00:04.121016-04	2024-05-01 17:00:04.121016-04
L21.9	Seborrheic dermatitis, unspecified	2024-05-01 17:00:04.121565-04	2024-05-01 17:00:04.121565-04
T30.4	Corrosion of unspecified body region, unspecified degree	2024-05-01 17:00:04.121858-04	2024-05-01 17:00:04.121858-04
B08.5	Enteroviral vesicular pharyngitis	2024-05-01 17:00:04.122416-04	2024-05-01 17:00:04.122416-04
G58.8	Other specified mononeuropathies	2024-05-01 17:00:04.122711-04	2024-05-01 17:00:04.122711-04
K22.5	Diverticulum of esophagus, acquired	2024-05-01 17:00:04.123023-04	2024-05-01 17:00:04.123023-04
R11.15	Cyclical vomiting syndrome unrelated to migraine	2024-05-01 17:00:04.123521-04	2024-05-01 17:00:04.123521-04
H43.10	Vitreous hemorrhage, unspecified eye	2024-05-01 17:00:04.123923-04	2024-05-01 17:00:04.123923-04
M25.40	Effusion, unspecified joint	2024-05-01 17:00:04.124243-04	2024-05-01 17:00:04.124243-04
J45.50	Severe persistent asthma, uncomplicated	2024-05-01 17:00:04.124555-04	2024-05-01 17:00:04.124555-04
J98.09	Other diseases of bronchus, not elsewhere classified	2024-05-01 17:00:04.124868-04	2024-05-01 17:00:04.124868-04
M25.519	Pain in unspecified shoulder	2024-05-01 17:00:04.125179-04	2024-05-01 17:00:04.125179-04
H35.52	Pigmentary retinal dystrophy	2024-05-01 17:00:04.125506-04	2024-05-01 17:00:04.125506-04
M21.069	Valgus deformity, not elsewhere classified, unspecified knee	2024-05-01 17:00:04.125825-04	2024-05-01 17:00:04.125825-04
C41.9	Malignant neoplasm of bone and articular cartilage, unspecified	2024-05-01 17:00:04.126131-04	2024-05-01 17:00:04.126131-04
I27.20	Pulmonary hypertension, unspecified	2024-05-01 17:00:04.126445-04	2024-05-01 17:00:04.126445-04
G93.1	Anoxic brain damage, not elsewhere classified	2024-05-01 17:00:04.126736-04	2024-05-01 17:00:04.126736-04
N34.2	Other urethritis	2024-05-01 17:00:04.127046-04	2024-05-01 17:00:04.127046-04
L44.1	Lichen nitidus	2024-05-01 17:00:04.127363-04	2024-05-01 17:00:04.127363-04
I82.409	Acute embolism and thrombosis of unspecified deep veins of unspecified lower extremity	2024-05-01 17:00:04.127687-04	2024-05-01 17:00:04.127687-04
S93.106A	Unspecified dislocation of unspecified toe(s), initial encounter	2024-05-01 17:00:04.128035-04	2024-05-01 17:00:04.128035-04
K73.9	Chronic hepatitis, unspecified	2024-05-01 17:00:04.203573-04	2024-05-01 17:00:04.203573-04
S93.106D	Unspecified dislocation of unspecified toe(s), subsequent encounter	2024-05-01 17:00:04.128035-04	2024-05-01 17:00:04.128035-04
S93.106S	Unspecified dislocation of unspecified toe(s), sequela	2024-05-01 17:00:04.128035-04	2024-05-01 17:00:04.128035-04
K76.7	Hepatorenal syndrome	2024-05-01 17:00:04.128669-04	2024-05-01 17:00:04.128669-04
N19	Unspecified kidney failure	2024-05-01 17:00:04.129-04	2024-05-01 17:00:04.129-04
J00	Acute nasopharyngitis [common cold]	2024-05-01 17:00:04.129343-04	2024-05-01 17:00:04.129343-04
A74.9	Chlamydial infection, unspecified	2024-05-01 17:00:04.13068-04	2024-05-01 17:00:04.13068-04
Q78.0	Osteogenesis imperfecta	2024-05-01 17:00:04.131081-04	2024-05-01 17:00:04.131081-04
K76.1	Chronic passive congestion of liver	2024-05-01 17:00:04.131474-04	2024-05-01 17:00:04.131474-04
P83.81	Umbilical granuloma	2024-05-01 17:00:04.131813-04	2024-05-01 17:00:04.131813-04
D68.8	Other specified coagulation defects	2024-05-01 17:00:04.132187-04	2024-05-01 17:00:04.132187-04
N30.80	Other cystitis without hematuria	2024-05-01 17:00:04.132584-04	2024-05-01 17:00:04.132584-04
C85.90	Non-Hodgkin lymphoma, unspecified, unspecified site	2024-05-01 17:00:04.133259-04	2024-05-01 17:00:04.133259-04
Q21.3	Tetralogy of Fallot	2024-05-01 17:00:04.133589-04	2024-05-01 17:00:04.133589-04
K86.9	Disease of pancreas, unspecified	2024-05-01 17:00:04.133921-04	2024-05-01 17:00:04.133921-04
S69.90XA	Unspecified injury of unspecified wrist, hand and finger(s), initial encounter	2024-05-01 17:00:04.134274-04	2024-05-01 17:00:04.134274-04
S69.90XD	Unspecified injury of unspecified wrist, hand and finger(s), subsequent encounter	2024-05-01 17:00:04.134274-04	2024-05-01 17:00:04.134274-04
S69.90XS	Unspecified injury of unspecified wrist, hand and finger(s), sequela	2024-05-01 17:00:04.134274-04	2024-05-01 17:00:04.134274-04
R10.9	Unspecified abdominal pain	2024-05-01 17:00:04.134661-04	2024-05-01 17:00:04.134661-04
K81.9	Cholecystitis, unspecified	2024-05-01 17:00:04.135723-04	2024-05-01 17:00:04.135723-04
L97.909	Non-pressure chronic ulcer of unspecified part of unspecified lower leg with unspecified severity	2024-05-01 17:00:04.136165-04	2024-05-01 17:00:04.136165-04
S53.003A	Unspecified subluxation of unspecified radial head, initial encounter	2024-05-01 17:00:04.136498-04	2024-05-01 17:00:04.136498-04
S53.003D	Unspecified subluxation of unspecified radial head, subsequent encounter	2024-05-01 17:00:04.136498-04	2024-05-01 17:00:04.136498-04
S53.003S	Unspecified subluxation of unspecified radial head, sequela	2024-05-01 17:00:04.136498-04	2024-05-01 17:00:04.136498-04
L02.91	Cutaneous abscess, unspecified	2024-05-01 17:00:04.136901-04	2024-05-01 17:00:04.136901-04
F50.81	Binge eating disorder	2024-05-01 17:00:04.137231-04	2024-05-01 17:00:04.137231-04
I37.1	Nonrheumatic pulmonary valve insufficiency	2024-05-01 17:00:04.13754-04	2024-05-01 17:00:04.13754-04
I71.40	Abdominal aortic aneurysm, without rupture, unspecified	2024-05-01 17:00:04.137843-04	2024-05-01 17:00:04.137843-04
A04.72	Enterocolitis due to Clostridium difficile, not specified as recurrent	2024-05-01 17:00:04.138129-04	2024-05-01 17:00:04.138129-04
F32.89	Other specified depressive episodes	2024-05-01 17:00:04.138415-04	2024-05-01 17:00:04.138415-04
L90.9	Atrophic disorder of skin, unspecified	2024-05-01 17:00:04.138709-04	2024-05-01 17:00:04.138709-04
Y24.9XXA	Unspecified firearm discharge, undetermined intent, initial encounter	2024-05-01 17:00:04.139013-04	2024-05-01 17:00:04.139013-04
Y24.9XXD	Unspecified firearm discharge, undetermined intent, subsequent encounter	2024-05-01 17:00:04.139013-04	2024-05-01 17:00:04.139013-04
Y24.9XXS	Unspecified firearm discharge, undetermined intent, sequela	2024-05-01 17:00:04.139013-04	2024-05-01 17:00:04.139013-04
R27.8	Other lack of coordination	2024-05-01 17:00:04.139415-04	2024-05-01 17:00:04.139415-04
J86.0	Pyothorax with fistula	2024-05-01 17:00:04.139748-04	2024-05-01 17:00:04.139748-04
I82.3	Embolism and thrombosis of renal vein	2024-05-01 17:00:04.140066-04	2024-05-01 17:00:04.140066-04
D21.9	Benign neoplasm of connective and other soft tissue, unspecified	2024-05-01 17:00:04.140437-04	2024-05-01 17:00:04.140437-04
H10.10	Acute atopic conjunctivitis, unspecified eye	2024-05-01 17:00:04.141076-04	2024-05-01 17:00:04.141076-04
L29.9	Pruritus, unspecified	2024-05-01 17:00:04.141476-04	2024-05-01 17:00:04.141476-04
I46.9	Cardiac arrest, cause unspecified	2024-05-01 17:00:04.141954-04	2024-05-01 17:00:04.141954-04
F19.10	Other psychoactive substance abuse, uncomplicated	2024-05-01 17:00:04.142432-04	2024-05-01 17:00:04.142432-04
E53.1	Pyridoxine deficiency	2024-05-01 17:00:04.142717-04	2024-05-01 17:00:04.142717-04
D53.8	Other specified nutritional anemias	2024-05-01 17:00:04.142717-04	2024-05-01 17:00:04.142717-04
O00.90	Unspecified ectopic pregnancy without intrauterine pregnancy	2024-05-01 17:00:04.143072-04	2024-05-01 17:00:04.143072-04
E76.3	Mucopolysaccharidosis, unspecified	2024-05-01 17:00:04.143675-04	2024-05-01 17:00:04.143675-04
Q27.30	Arteriovenous malformation, site unspecified	2024-05-01 17:00:04.144024-04	2024-05-01 17:00:04.144024-04
C46.9	Kaposi's sarcoma, unspecified	2024-05-01 17:00:04.144318-04	2024-05-01 17:00:04.144318-04
H66.90	Otitis media, unspecified, unspecified ear	2024-05-01 17:00:04.144609-04	2024-05-01 17:00:04.144609-04
R74.8	Abnormal levels of other serum enzymes	2024-05-01 17:00:04.144901-04	2024-05-01 17:00:04.144901-04
E11.3599	Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye	2024-05-01 17:00:04.14519-04	2024-05-01 17:00:04.14519-04
D53.9	Nutritional anemia, unspecified	2024-05-01 17:00:04.145497-04	2024-05-01 17:00:04.145497-04
V89.2XXA	Person injured in unspecified motor-vehicle accident, traffic, initial encounter	2024-05-01 17:00:04.145794-04	2024-05-01 17:00:04.145794-04
V89.2XXD	Person injured in unspecified motor-vehicle accident, traffic, subsequent encounter	2024-05-01 17:00:04.145794-04	2024-05-01 17:00:04.145794-04
V89.2XXS	Person injured in unspecified motor-vehicle accident, traffic, sequela	2024-05-01 17:00:04.145794-04	2024-05-01 17:00:04.145794-04
A20.9	Plague, unspecified	2024-05-01 17:00:04.14614-04	2024-05-01 17:00:04.14614-04
K62.3	Rectal prolapse	2024-05-01 17:00:04.146441-04	2024-05-01 17:00:04.146441-04
M23.90	Unspecified internal derangement of unspecified knee	2024-05-01 17:00:04.146725-04	2024-05-01 17:00:04.146725-04
K43.2	Incisional hernia without obstruction or gangrene	2024-05-01 17:00:04.147006-04	2024-05-01 17:00:04.147006-04
L13.1	Subcorneal pustular dermatitis	2024-05-01 17:00:04.147297-04	2024-05-01 17:00:04.147297-04
T81.40XA	Infection following a procedure, unspecified, initial encounter	2024-05-01 17:00:04.147578-04	2024-05-01 17:00:04.147578-04
T81.40XD	Infection following a procedure, unspecified, subsequent encounter	2024-05-01 17:00:04.147578-04	2024-05-01 17:00:04.147578-04
T81.40XS	Infection following a procedure, unspecified, sequela	2024-05-01 17:00:04.147578-04	2024-05-01 17:00:04.147578-04
N30.90	Cystitis, unspecified without hematuria	2024-05-01 17:00:04.14834-04	2024-05-01 17:00:04.14834-04
M51.9	Unspecified thoracic, thoracolumbar and lumbosacral intervertebral disc disorder	2024-05-01 17:00:04.148752-04	2024-05-01 17:00:04.148752-04
J38.00	Paralysis of vocal cords and larynx, unspecified	2024-05-01 17:00:04.14913-04	2024-05-01 17:00:04.14913-04
L02.93	Carbuncle, unspecified	2024-05-01 17:00:04.149437-04	2024-05-01 17:00:04.149437-04
A57	Chancroid	2024-05-01 17:00:04.150007-04	2024-05-01 17:00:04.150007-04
A41.9	Sepsis, unspecified organism	2024-05-01 17:00:04.15033-04	2024-05-01 17:00:04.15033-04
B00.4	Herpesviral encephalitis	2024-05-01 17:00:04.150683-04	2024-05-01 17:00:04.150683-04
C94.00	Acute erythroid leukemia, not having achieved remission	2024-05-01 17:00:04.150967-04	2024-05-01 17:00:04.150967-04
K38.1	Appendicular concretions	2024-05-01 17:00:04.151263-04	2024-05-01 17:00:04.151263-04
M83.4	Aluminum bone disease	2024-05-01 17:00:04.15155-04	2024-05-01 17:00:04.15155-04
C90.30	Solitary plasmacytoma not having achieved remission	2024-05-01 17:00:04.151838-04	2024-05-01 17:00:04.151838-04
L41.1	Pityriasis lichenoides chronica	2024-05-01 17:00:04.152124-04	2024-05-01 17:00:04.152124-04
Q67.6	Pectus excavatum	2024-05-01 17:00:04.152672-04	2024-05-01 17:00:04.152672-04
A17.0	Tuberculous meningitis	2024-05-01 17:00:04.15322-04	2024-05-01 17:00:04.15322-04
A58	Granuloma inguinale	2024-05-01 17:00:04.153514-04	2024-05-01 17:00:04.153514-04
H26.8	Other specified cataract	2024-05-01 17:00:04.154204-04	2024-05-01 17:00:04.154204-04
I62.00	Nontraumatic subdural hemorrhage, unspecified	2024-05-01 17:00:04.154495-04	2024-05-01 17:00:04.154495-04
F41.9	Anxiety disorder, unspecified	2024-05-01 17:00:04.154784-04	2024-05-01 17:00:04.154784-04
E83.01	Wilson's disease	2024-05-01 17:00:04.155072-04	2024-05-01 17:00:04.155072-04
J09.X2	Influenza due to identified novel influenza A virus with other respiratory manifestations	2024-05-01 17:00:04.155927-04	2024-05-01 17:00:04.155927-04
E04.2	Nontoxic multinodular goiter	2024-05-01 17:00:04.156218-04	2024-05-01 17:00:04.156218-04
N30.10	Interstitial cystitis (chronic) without hematuria	2024-05-01 17:00:04.156784-04	2024-05-01 17:00:04.156784-04
N15.1	Renal and perinephric abscess	2024-05-01 17:00:04.157101-04	2024-05-01 17:00:04.157101-04
C62.90	Malignant neoplasm of unspecified testis, unspecified whether descended or undescended	2024-05-01 17:00:04.157413-04	2024-05-01 17:00:04.157413-04
Q79.2	Exomphalos	2024-05-01 17:00:04.158002-04	2024-05-01 17:00:04.158002-04
G45.9	Transient cerebral ischemic attack, unspecified	2024-05-01 17:00:04.158317-04	2024-05-01 17:00:04.158317-04
L05.91	Pilonidal cyst without abscess	2024-05-01 17:00:04.158635-04	2024-05-01 17:00:04.158635-04
D34	Benign neoplasm of thyroid gland	2024-05-01 17:00:04.15893-04	2024-05-01 17:00:04.15893-04
R64	Cachexia	2024-05-01 17:00:04.15925-04	2024-05-01 17:00:04.15925-04
M40.50	Lordosis, unspecified, site unspecified	2024-05-01 17:00:04.159533-04	2024-05-01 17:00:04.159533-04
R45.83	Excessive crying of child, adolescent or adult	2024-05-01 17:00:04.159809-04	2024-05-01 17:00:04.159809-04
N76.0	Acute vaginitis	2024-05-01 17:00:04.160098-04	2024-05-01 17:00:04.160098-04
J43.9	Emphysema, unspecified	2024-05-01 17:00:04.160524-04	2024-05-01 17:00:04.160524-04
K80.50	Calculus of bile duct without cholangitis or cholecystitis without obstruction	2024-05-01 17:00:04.160923-04	2024-05-01 17:00:04.160923-04
D72.823	Leukemoid reaction	2024-05-01 17:00:04.16121-04	2024-05-01 17:00:04.16121-04
G54.9	Nerve root and plexus disorder, unspecified	2024-05-01 17:00:04.1615-04	2024-05-01 17:00:04.1615-04
B07.9	Viral wart, unspecified	2024-05-01 17:00:04.161777-04	2024-05-01 17:00:04.161777-04
A54.42	Gonococcal arthritis	2024-05-01 17:00:04.162063-04	2024-05-01 17:00:04.162063-04
H16.9	Unspecified keratitis	2024-05-01 17:00:04.162894-04	2024-05-01 17:00:04.162894-04
R21	Rash and other nonspecific skin eruption	2024-05-01 17:00:04.16322-04	2024-05-01 17:00:04.16322-04
E26.81	Bartter's syndrome	2024-05-01 17:00:04.163686-04	2024-05-01 17:00:04.163686-04
R04.1	Hemorrhage from throat	2024-05-01 17:00:04.164003-04	2024-05-01 17:00:04.164003-04
O36.5990	Maternal care for other known or suspected poor fetal growth, unspecified trimester, not applicable or unspecified	2024-05-01 17:00:04.164574-04	2024-05-01 17:00:04.164574-04
T75.3XXA	Motion sickness, initial encounter	2024-05-01 17:00:04.164881-04	2024-05-01 17:00:04.164881-04
T75.3XXD	Motion sickness, subsequent encounter	2024-05-01 17:00:04.164881-04	2024-05-01 17:00:04.164881-04
T75.3XXS	Motion sickness, sequela	2024-05-01 17:00:04.164881-04	2024-05-01 17:00:04.164881-04
H27.10	Unspecified dislocation of lens	2024-05-01 17:00:04.165257-04	2024-05-01 17:00:04.165257-04
H04.309	Unspecified dacryocystitis of unspecified lacrimal passage	2024-05-01 17:00:04.165673-04	2024-05-01 17:00:04.165673-04
M11.80	Other specified crystal arthropathies, unspecified site	2024-05-01 17:00:04.166225-04	2024-05-01 17:00:04.166225-04
D65	Disseminated intravascular coagulation [defibrination syndrome]	2024-05-01 17:00:04.166539-04	2024-05-01 17:00:04.166539-04
