name,longitude,latitude,address,category,vha,phone,lastColumn
Popoteke,31.52386093140,-19.06781000000,"Buhera, Mashonaland East Province, ZW",Clinic,FALSE,,
Range,31.00064086910,-19.02097000000,"The Range, Chikomba, Mashonaland East Province, ZW",Rural Hospital,FALSE,,
Rutanhira,31.41953086850,-18.75014000000,"Rundu, Wedza, Mashonaland East Province, ZW",Clinic,FALSE,,
Sadza,31.40797042850,-18.83706000000,"Rundu, Wedza, Mashonaland East Province, ZW",District Hospital,FALSE,,
Shumba,31.56767082210,-18.92444000000,"Chikomba, Mashonaland East Province, ZW",Clinic,FALSE,,
Unyetu,31.30097007750,-18.97331000000,"Sadza, Chikomba, Mashonaland East Province, ZW",Clinic,FALSE,,
St Francis of Assisi,31.11675000000,-19.10157000000,"Nharira, Manicaland Province, ZW",Clinic,FALSE,,
Chivu Prison,30.89779000000,-19.01863000000,"Chivhu, Chikomba, Mashonaland East Province, ZW",Clinic,FALSE,,
Tavara,30.71906000000,-18.80102000000,"Featherstone, Chikomba, Mashonaland East Province, ZW",Clinic,FALSE,,
ZRP,30.88971000000,-19.02226000000,"Chivhu, Chikomba, Mashonaland East Province, ZW",Clinic,FALSE,,
Chivhu,30.90650000000,-19.00511000000,"Chivhu, Chikomba, Mashonaland East Province, ZW",Clinic,FALSE,,
Manyene ,30.99540000000,-18.86420000000,"Chikomba, Mashonaland East Province, ZW",Clinic,FALSE,,
ARDA Rusitu,32.78583145140,-20.03472000000,"Nyahode, Chimanimani, Manicaland Province, ZW",Clinic,FALSE,,
Biriwiri,32.67343902590,-19.79031000000,"Chimanimani, Manicaland Province, ZW",Mission Hospital,FALSE,,
Bumba,32.63581085210,-19.65556000000,"Mutambara, Chimanimani, Manicaland Province, ZW",Rural Health Centre,FALSE,,
Cashel,32.78836059570,-19.54161000000,"Cashel, Chimanimani, Manicaland Province, ZW",Clinic,FALSE,,
Chakohwa,32.51755905150,-19.55397000000,"Melsetter Junction, Chimanimani, Manicaland Province, ZW",Clinic,FALSE,,
Changazi,32.47256088260,-19.93394000000,"Birchenough Bridge, Chimanimani, Manicaland Province, ZW",Rural Health Centre,FALSE,,
Charter,32.80675125120,-19.83536000000,"Chimanimani, Manicaland Province, ZW",Clinic,FALSE,,
Chayamiti,32.55456161500,-19.66983000000,"Hot Springs, Chimanimani, Manicaland Province, ZW",Clinic,FALSE,,
Chikukwa,32.93732833860,-19.72056000000,"Charleswood, Chimanimani, Manicaland Province, ZW",Rural Health Centre,FALSE,,
Chikwakwa,32.57313919070,-19.85436000000,"Chimanimani, Manicaland Province, ZW",Clinic,FALSE,,
Chisengu,32.88586044310,-19.90414000000,"Chimanimani, Manicaland Province, ZW",Clinic,FALSE,,
Gudyanga,32.40428161620,-19.86911000000,"Nyanyadzi, Chimanimani, Manicaland Province, ZW",Clinic,FALSE,,
Gwindingwe,32.65383148190,-19.93850000000,"Chimanimani, Manicaland Province, ZW",Clinic,FALSE,,
Martin,32.93402862550,-19.76719000000,"Charleswood, Chimanimani, Manicaland Province, ZW",Clinic,FALSE,,
Mhakwe,32.63478088380,-19.82197000000,"Chimanimani, Manicaland Province, ZW",Clinic,FALSE,,
Muchadziya,32.94860839840,-20.01139000000,"Nyahode, Chimanimani, Manicaland Province, ZW",Clinic,FALSE,,
Mutambara,32.68603134160,-19.53492000000,"Mutambara, Chimanimani, Manicaland Province, ZW",Acting District Hospital,FALSE,,
Mutsvangwa,32.91249847410,-20.07528000000,"Nyahode, Chimanimani, Manicaland Province, ZW",Clinic,FALSE,,
Ngorima,32.85749816890,-20.05167000000,"Nyahode, Chimanimani, Manicaland Province, ZW",Clinic,FALSE,,
Nyahode,32.82271957400,-19.94106000000,"Chimanimani, Manicaland Province, ZW",Clinic,FALSE,,
Nyanyadzi,32.42192077640,-19.78694000000,"Nyanyadzi, Chimanimani, Manicaland Province, ZW",Rural Hospital,FALSE,,
Roscommon,32.81055831910,-20.02167000000,"Nyahode, Chimanimani, Manicaland Province, ZW",Clinic,FALSE,,
Rusitu,32.86471939090,-20.03361000000,"Nyahode, Chimanimani, Manicaland Province, ZW",Mission Clinic,FALSE,,
Shinja,32.60668945310,-19.75481000000,"Chimanimani, Manicaland Province, ZW",Clinic,FALSE,,
Tarka,32.93761062620,-19.97231000000,"Tilbury, Chimanimani, Manicaland Province, ZW",Clinic,FALSE,,
Tilbury,32.97296905520,-19.90747000000,"Tilbury, Chimanimani, Manicaland Province, ZW",Clinic,FALSE,,
Chimanimani Hospital,32.85760000000,-19.81937000000,"Chimanimani, Manicaland Province, ZW",Rural Hosp,FALSE,,
ARDA Estates,32.23221969600,-20.87639000000,"Chisumbanje, Chipinge, Manicaland Province, ZW",Clinic,FALSE,,
ARDA-Mid-Save,32.37889099120,-20.05167000000,"Birchenough Bridge, Chimanimani, Manicaland Province, ZW",Clinic,FALSE,,
Checheche,32.61000061040,-20.03722000000,"Chipinge, Manicaland Province, ZW",Clinic,FALSE,,
Chibuwe,32.30083084110,-20.46417000000,"Chibuwe, Chipinge, Manicaland Province, ZW",Clinic,FALSE,,
Chikore,32.49777984620,-20.43694000000,"Craigmore, Chipinge, Manicaland Province, ZW",Mission Hospital,FALSE,,
Chinyamukwaka,32.36082839970,-20.91722000000,"Chipinge, Manicaland Province, ZW",Clinic,FALSE,,
Chipangayi,32.35332870480,-20.26306000000,"Rupisi, Chipinge, Manicaland Province, ZW",Clinic,FALSE,,
Chipinge,32.61917114260,-20.19583000000,"Chipinge, Manicaland Province, ZW",District Hospital,FALSE,,
Chiringa,32.60749816890,-20.27611000000,"Babblespruit, Chipinge, Manicaland Province, ZW",Clinic,FALSE,,
Chisuma,32.36027908330,-21.05306000000,"Chipinge, Manicaland Province, ZW",Clinic,FALSE,,
Clear Water,32.72721862790,-20.10889000000,"Junction Gate, Chipinge, Manicaland Province, ZW",Clinic,FALSE,,
Gaza,32.63943862920,-20.19194000000,"Chipinge, Manicaland Province, ZW",Council Clinic,FALSE,,
Gumuka,32.28028106690,-20.60333000000,"Gumira, Chipinge, Manicaland Province, ZW",Clinic,FALSE,,
Gwenzi,32.66249847410,-20.53000000000,"Mount Selinda, Chipinge, Manicaland Province, ZW",Clinic,FALSE,,
Hwakata,32.48556137080,-20.82556000000,"Chipinge, Manicaland Province, ZW",Clinic,FALSE,,
Jersey,32.67972183230,-20.52528000000,"Mount Selinda, Chipinge, Manicaland Province, ZW",Clinic,FALSE,,
Junction Gate,32.78416824340,-20.16056000000,"Junction Gate, Chipinge, Manicaland Province, ZW",Clinic,FALSE,,
Kondo,32.38528060910,-20.39806000000,"Rupisi, Chipinge, Manicaland Province, ZW",Clinic,FALSE,,
Kopera,32.77000045780,-20.32139000000,"Dzorora, Chipinge, Manicaland Province, ZW",Clinic,FALSE,,
Mabeye,32.36027908330,-20.90194000000,"Chipinge, Manicaland Province, ZW",Clinic,FALSE,,
Madhuka,32.36333084110,-20.72111000000,"Chisumbanje, Chipinge, Manicaland Province, ZW",Rural Health Centre,FALSE,,
Mahenye,32.39278030400,-21.25000000000,"Chipinge, Manicaland Province, ZW",Clinic,FALSE,,
Manzvire,32.34027862550,-20.77556000000,"Chisumbanje, Chipinge, Manicaland Province, ZW",Clinic,FALSE,,
Zamchiya,32.47750091550,-20.69972000000,"Chipinge, Manicaland Province, ZW",Clinic,FALSE,,
Zona,32.73611068730,-20.43722000000,"Mount Selinda, Chipinge, Manicaland Province, ZW",Clinic,FALSE,,
ZRP-Chipinge,32.62221908570,-20.19917000000,"Chipinge, Manicaland Province, ZW",Clinic,FALSE,,
Mt. Selinda,32.70306015010,-20.42389000000,"Mount Selinda, Chipinge, Manicaland Province, ZW",Mission Hospital,FALSE,,
Muparadze,32.27666854860,-21.07389000000,"Rupangwana, Chipinge, Manicaland Province, ZW",Clinic,FALSE,,
Musani,32.40333175660,-20.08361000000,"Birchenough Bridge, Chimanimani, Manicaland Province, ZW",Clinic,FALSE,,
Musirwizi,32.58028030400,-20.46028000000,"Craigmore, Chipinge, Manicaland Province, ZW",Clinic,FALSE,,
Mutandahwe,32.19499969480,-21.01056000000,"Rupangwana, Manicaland Province, ZW",Clinic,FALSE,,
Mutema,32.36027908330,-20.13417000000,"Chimanimani, Manicaland Province, ZW",Clinic,FALSE,,
New Year Gift,32.57444000240,-20.09583000000,"Chipinge, Chimanimani, Manicaland Province, ZW",Clinic,FALSE,,
Ngaome,32.56972122190,-19.98972000000,"Chimanimani, Manicaland Province, ZW",Clinic,FALSE,,
Paidamoyo,32.80582809450,-20.11056000000,"Junction Gate, Chipinge, Manicaland Province, ZW",Clinic,FALSE,,
Ratelshoek,32.80611038210,-20.24639000000,"Junction Gate, Chipinge, Manicaland Province, ZW",Clinic,FALSE,,
Rimbi,32.39305877690,-20.54750000000,"Chibuwe, Chipinge, Manicaland Province, ZW",Clinic,FALSE,,
Silverstream,32.68444061280,-19.98972000000,"Chimanimani, Manicaland Province, ZW",Clinic,FALSE,,
Southern Hold.,32.82249832150,-20.26500000000,"Dzorora, Chipinge, Manicaland Province, ZW",Clinic,FALSE,,
St. Peters,32.21527862550,-20.77111000000,"Chisumbanje, Chipinge, Manicaland Province, ZW",Mission Hospital,FALSE,,
Tanganda,32.35055923460,-20.11056000000,"Birchenough Bridge, Chimanimani, Manicaland Province, ZW",Clinic,FALSE,,
Tongogara,32.30638885500,-20.34806000000,"Rupisi, Chipinge, Manicaland Province, ZW",Clinic,FALSE,,
Vheneka,32.15388870240,-20.93722000000,"Rupangwana, Manicaland Province, ZW",Clinic,FALSE,,
ZRP Birchnough Bridge,32.37463000000,-19.96033000000,"Birchenough Bridge, Chimanimani, Manicaland Province, ZW",Clinic,FALSE,,
Mahenye,32.39283000000,-21.25018000000,"Chipinge, Manicaland Province, ZW",Rural Health Centre,FALSE,,
Town Clinic,32.62535000000,-20.19118000000,"Chipinge, Manicaland Province, ZW",Clinic,FALSE,,
Tamandai,32.83279000000,-20.30563000000,"Dzorora, Chipinge, Manicaland Province, ZW",Clinic,FALSE,,
Chambuta,31.80488967900,-21.25369000000,"Chiredzi, Masvingo Province, ZW",Clinic,FALSE,,
Chikombedzi,31.33930969240,-21.67494000000,"Matibis, Chiredzi, Masvingo Province, ZW",Hospital,FALSE,,
Chilonga,31.65586090090,-21.22336000000,"Hippo Valley, Chiredzi, Masvingo Province, ZW",Clinic,FALSE,,
Chimbwedziva,31.79063987730,-21.35144000000,"Chiredzi, Masvingo Province, ZW",Clinic,FALSE,,
Chingele,31.61894035340,-21.41761000000,"Machendu, Chiredzi, Masvingo Province, ZW",Clinic,FALSE,,
Chipiwa,31.79128074650,-20.83600000000,"Chiredzi, Masvingo Province, ZW",Clinic,FALSE,,
Chiredzi,31.67321968080,-21.03600000000,"Chiredzi, Masvingo Province, ZW",Hospital,FALSE,,
Chitsa,32.15139007570,-21.10053000000,"Tshovani, Chiredzi, Masvingo Province, ZW",Clinic,FALSE,,
Chizvirizvi,32.01939010620,-20.98369000000,"Nandi, Chiredzi, Masvingo Province, ZW",Clinic,FALSE,,
Chomopani,31.29052925110,-21.53381000000,"Chikombedzi, Chiredzi, Masvingo Province, ZW",Clinic,FALSE,,
Damarakanaka,31.47324943540,-21.33969000000,"Chiredzi, Masvingo Province, ZW",Clinic,FALSE,,
Davata,31.23349952700,-22.26981000000,"Sengwe, Chiredzi, Masvingo Province, ZW",Clinic,FALSE,,
Dumisa,31.40394020080,-22.21711000000,"Chiredzi, Masvingo Province, ZW",Clinic,FALSE,,
Gezani,31.15553092960,-22.10286000000,"Chiredzi, Masvingo Province, ZW",Clinic,FALSE,,
Hippo Valley,31.65110969540,-21.07347000000,"Chiredzi, Masvingo Province, ZW",Clinic,FALSE,,
Mahlanguleni,31.50419044490,-21.53764000000,"Boli, Chiredzi, Masvingo Province, ZW",Clinic,FALSE,,
Makambe,31.34011077880,-21.45361000000,"Chiredzi, Masvingo Province, ZW",Clinic,FALSE,,
Malipati,31.42019081120,-22.07142000000,"Malipati, Chiredzi, Masvingo Province, ZW",Rural Health Centre,FALSE,,
ZRP,31.67328071590,-21.03814000000,"Chiredzi, Masvingo Province, ZW",Clinic,FALSE,,
ZSA,31.61693954470,-21.03806000000,"Chiredzi, Masvingo Province, ZW",Clinic,FALSE,,
Mkwasine,31.88460922240,-20.83886000000,"Chiredzi, Masvingo Province, ZW",Clinic,FALSE,,
Muteyo,32.12044143680,-20.93611000000,"Muteyo, Chiredzi, Masvingo Province, ZW",Clinic,FALSE,,
NRZ,31.46928024290,-21.02481000000,"Triangle, Chiredzi, Masvingo Province, ZW",Clinic,FALSE,,
Nyangambe,31.75230979920,-20.68347000000,"Glendevon, Chiredzi, Masvingo Province, ZW",Clinic,FALSE,,
Old Boli,31.45088958740,-21.42189000000,"Boli, Chiredzi, Masvingo Province, ZW",Clinic,FALSE,,
Pahlela,31.35771942140,-21.94103000000,"Mabalauta, Chiredzi, Masvingo Province, ZW",Clinic,FALSE,,
PMD Masvingo,30.83344078060,-20.09081000000,"Masvingo, Masvingo Province, ZW",PMD Offices,FALSE,,
Porepore,31.90518951420,-20.78747000000,"Chiredzi, Masvingo Province, ZW",Clinic,FALSE,,
Rapanguwana,32.15027999880,-21.00061000000,"Tshovani, Chiredzi, Masvingo Province, ZW",Clinic,FALSE,,
Rutandare,31.30443954470,-22.10658000000,"Malipati, Chiredzi, Masvingo Province, ZW",Clinic,FALSE,,
Samu,31.37443923950,-22.23522000000,"Dumisa Mission, Chiredzi, Masvingo Province, ZW",Clinic,FALSE,,
St Joseph,32.12078094480,-20.82314000000,"Muteyo, Chiredzi, Masvingo Province, ZW",Clinic,FALSE,,
Triangle,31.47485923770,-21.04056000000,"Triangle, Chiredzi, Masvingo Province, ZW",Hospital,FALSE,,
Tsovani,31.68841934200,-21.03900000000,"Chiredzi, Masvingo Province, ZW",Clinic,FALSE,,
Faversham,31.35101000000,-20.68621000000,"Bota, Zaka, Masvingo Province, ZW",Clinic,FALSE,,
Chaka,30.68914031980,-19.53636000000,"Gutu, Midlands Province, ZW",Clinic,FALSE,,
Chengwena,30.55322074890,-19.80483000000,"Gomba, Chirumhanzu, Midlands Province, ZW",Clinic,FALSE,,
Chizhou,30.50447082520,-19.55183000000,"Chirumhanzu, Midlands Province, ZW",Rural Health Centre,FALSE,,
Denhere,30.51683044430,-19.77036000000,"Gomba, Chirumhanzu, Midlands Province, ZW",Rural Health Centre,FALSE,,
Driefontein,30.70710945130,-19.41889000000,"Fairfield, Chirumhanzu, Midlands Province, ZW",T.B Hospital,FALSE,,
Guramatunhu,30.48756027220,-19.63519000000,"Gomba, Chirumhanzu, Midlands Province, ZW",Clinic,FALSE,,
Hama,30.62450027470,-19.85431000000,"Gomba, Chirumhanzu, Midlands Province, ZW",Clinic,FALSE,,
Holy Cross,30.59094047550,-19.56742000000,"Chirumhanzu, Midlands Province, ZW",Rural Health Centre,FALSE,,
Lalapanzi,30.18531036380,-19.33514000000,"Lalapansi, Chirumhanzu, Midlands Province, ZW",Clinic,FALSE,,
Lynwood,30.52421951290,-19.40619000000,"Fairfield, Chirumhanzu, Midlands Province, ZW",Rural Health Centre,FALSE,,
Mtao,30.62038993840,-19.35250000000,"Fairfield, Chirumhanzu, Midlands Province, ZW",Clinic,FALSE,,
Muwonde,30.70203018190,-19.42233000000,"Fairfield, Chirumhanzu, Midlands Province, ZW",Mission Hospital,FALSE,,
Mvuma,30.52086067200,-19.29036000000,"Mvuma, Chirumhanzu, Midlands Province, ZW",District Hospital,FALSE,,
Nyautonga,30.68371963500,-19.65475000000,"Rupepwe, Chirumhanzu, Midlands Province, ZW",Rural Health Centre,FALSE,,
Nyikavanhu,30.65077972410,-18.97053000000,"Chikomba, Mashonaland East Province, ZW",Rural Health Centre,FALSE,,
Siyahokwe,30.50431060790,-19.68994000000,"Gomba, Chirumhanzu, Midlands Province, ZW",Rural Health Centre,FALSE,,
St. Theresa,30.63485908510,-19.71856000000,"Rupepwe, Chirumhanzu, Midlands Province, ZW",Mission Hospital,FALSE,,
Tokwe 4,30.25167083740,-19.47556000000,"Shurugwi, Midlands Province, ZW",Clinic,FALSE,,
Central Estates,30.46363000000,-19.22110000000,"Mvuma, Chirumhanzu, Midlands Province, ZW",Clinic,FALSE,,
CITIMED,31.06990000000,-18.01360000000,"STAND 14656 HADZINANHANGA ROAD, ZENGEZA 4, Chitungwiza, ZW",Hospital,FALSE,,
Chitungwiza,31.06280000000,-18.01760000000,"Chitungwiza, Seke, Mashonaland East Province, ZW",Hospital,FALSE,,
Zengeza 3,31.05820000000,-18.00660000000,"Chitungwiza, Seke, Mashonaland East Province, ZW",clinic,FALSE,,
Seke North,31.09430000000,-18.01520000000,"Chitungwiza, Seke, Mashonaland East Province, ZW",clinic,FALSE,,
ZRP camp,31.11030000000,-18.01690000000,"Seke Rd, Chitungwiza, ZW",clinic,FALSE,,
Seke South,31.07630000000,-18.03140000000,"23305 Chitungwiza Rd, Harare, ZW",clinic,FALSE,,
St Mary's,31.04270000000,-17.99470000000,"Chitungwiza, Seke, Mashonaland East Province, ZW",clinic,FALSE,,
Manyame 24Hr,31.04270000000,-17.99080000000,"Chitungwiza, Seke, Mashonaland East Province, ZW",Maternity clinic,FALSE,,
Berejena,30.58960914610,-20.63389000000,"Chitofa, Chivi, Masvingo Province, ZW",Mission Clinic,FALSE,,
Chifedza,30.55810928340,-20.45081000000,"Nyaningwe Growth Point, Chivi, Masvingo Province, ZW",Clinic,FALSE,,
Chigwikwi,30.20046997070,-20.15394000000,"Chivi, Masvingo Province, ZW",Rural Health Centre,FALSE,,
Chivi,30.50655937190,-20.31897000000,"Nyaningwe Growth Point, Chivi, Masvingo Province, ZW",District Hospital,FALSE,,
Chivi,30.55755996700,-20.35531000000,"Nyaningwe Growth Point, Chivi, Masvingo Province, ZW",Mission Clinic,FALSE,,
Chivi,30.68786048890,-20.39058000000,"Ngomahuru, Masvingo, Masvingo Province, ZW",Rural Hospital,FALSE,,
Davira,30.43564033510,-20.47203000000,"Chivi, Masvingo Province, ZW",Clinic,FALSE,,
Kuranda,30.25668907170,-20.05147000000,"Mandamambge, Chivi, Masvingo Province, ZW",Clinic,FALSE,,
Madamombe,30.32361030580,-20.05228000000,"Mandamambge, Chivi, Masvingo Province, ZW",Rural Health Centre,FALSE,,
Masinire,30.37121963500,-20.40044000000,"Chivi, Masvingo Province, ZW",Clinic,FALSE,,
Mhandamabwe,30.37161064150,-20.11747000000,"Mandamambge, Chivi, Masvingo Province, ZW",Rural Health Centre,FALSE,,
Ngundu,30.80264091490,-20.80253000000,"Ngundu, Chivi, Masvingo Province, ZW",Rural Health Centre,FALSE,,
Nyahombe,30.98888969420,-20.82406000000,"Masvingo, Masvingo Province, ZW",Clinic,FALSE,,
Razi,30.65422058110,-20.71986000000,"Chivi, Masvingo Province, ZW",Rural Health Centre,FALSE,,
Shindi,30.85036087040,-20.87186000000,"Runde, Chivi, Masvingo Province, ZW",Clinic,FALSE,,
Takavarasha,30.30731010440,-20.33397000000,"Chivi, Masvingo Province, ZW",Rural Health Centre,FALSE,,
Utete,30.20657920840,-20.03928000000,"Chivi, Masvingo Province, ZW",Clinic,FALSE,,
Esibobvu,28.90357971190,-20.40247000000,"Esibomvu, Umzingwane, Matabeleland South Province, ZW",Clinic,FALSE,,
Esigodini,28.93678092960,-20.28347000000,"Esigodini, Umzingwane, Matabeleland South Province, ZW",District Hospital,FALSE,,
Habani,28.95606040950,-20.32064000000,"Esigodini, Umzingwane, Matabeleland South Province, ZW",Clinic,FALSE,,
How Mine,28.78455924990,-20.30364000000,"Esigodini, Umzingwane, Matabeleland South Province, ZW",Mine Clinic,FALSE,,
Irisvale,29.08530998230,-20.52311000000,"Irisvale Halt, Umzingwane, Matabeleland South Province, ZW",Rural Health Centre,FALSE,,
Kumbuzi,28.90706062320,-20.62233000000,"Matobo, Matabeleland South Province, ZW",Rural Health Centre,FALSE,,
Mawabeni,28.98513984680,-20.40653000000,"Mulungwane, Umzingwane, Matabeleland South Province, ZW",Clinic,FALSE,,
Mbizingwe,28.81893920900,-20.40375000000,"Esibomvu, Umzingwane, Matabeleland South Province, ZW",Rural Health Centre,FALSE,,
Mhlahlandlela,28.78556060790,-20.52142000000,"Matobo, Matabeleland South Province, ZW",Clinic,FALSE,,
Nhlangano,28.77243995670,-20.20519000000,"Bushtick, Umzingwane, Matabeleland South Province, ZW",Clinic,FALSE,,
Nswazi,28.98477935790,-20.55722000000,"Irisvale Halt, Umzingwane, Matabeleland South Province, ZW",Clinic,FALSE,,
Ntshamathe,28.79100036620,-20.15072000000,"Umzingwane, Matabeleland South Province, ZW",Clinic,FALSE,,
Chemahuro,29.11277961730,-18.21611000000,"Njelele, Gokwe South, Midlands Province, ZW",Clinic,FALSE,,
Chireya,28.59889030460,-17.54417000000,"Chereya, Gokwe North, Midlands Province, ZW",Rural Hospital,FALSE,,
Chitave,28.45111083980,-18.19778000000,"Chief Sai, Gokwe South, Midlands Province, ZW",Clinic,FALSE,,
Day & Night,28.93750000000,-18.55778000000,"Gokwe South, Midlands Province, ZW",Private Clinic,FALSE,,
Denda,28.82028007510,-17.78917000000,"Gorodema, Gokwe North, Midlands Province, ZW",Clinic,FALSE,,
Gawa,28.73389053340,-18.26167000000,"Gokwe South, Midlands Province, ZW",Clinic,FALSE,,
Gokwe,28.92499923710,-18.21139000000,"Gokwe, Gokwe South, Midlands Province, ZW",District Hospital,FALSE,,
Goredema,28.89694023130,-17.85194000000,"Gorodema, Gokwe North, Midlands Province, ZW",Clinic,FALSE,,
Gumunyu,28.90527915950,-17.40972000000,"Machihiri, Gokwe North, Midlands Province, ZW",Clinic,FALSE,,
Gwanyika,29.24167060850,-18.26278000000,"Njelele, Gokwe South, Midlands Province, ZW",Rural Health Centre,FALSE,,
Huchu,28.53249931340,-17.98611000000,"Gokwe South, Midlands Province, ZW",Clinic,FALSE,,
Jahana,28.95332908630,-18.01806000000,"Gokwe South, Midlands Province, ZW",Clinic,FALSE,,
Jiri,28.25749969480,-18.34500000000,"Malimasindi, Gokwe South, Midlands Province, ZW",Clinic,FALSE,,
Kadzidirire,28.93832969670,-17.50028000000,"Gokwe North, Midlands Province, ZW",Rural Health Centre,FALSE,,
Kahobo,28.76333045960,-17.73750000000,"Gokwe North, Midlands Province, ZW",Clinic,FALSE,,
Kana,28.51582908630,-18.55583000000,"Midlands Province, ZW",Mission Hospitals,FALSE,,
Krima,29.37194061280,-18.45028000000,"Empress Mine, Kwekwe, Midlands Province, ZW",Clinic,FALSE,,
Kuwirirana,29.03027915950,-17.90750000000,"Gorodema, Gokwe North, Midlands Province, ZW",Clinic,FALSE,,
Madzivazu,28.50583076480,-17.62972000000,"Madzivazido, Gokwe North, Midlands Province, ZW",Clinic,FALSE,,
Mangidi,28.35582923890,-18.12194000000,"Chief Sai, Gokwe South, Midlands Province, ZW",Clinic,FALSE,,
Manoti,28.37944030760,-18.45833000000,"Gokwe South, Midlands Province, ZW",Clinic,FALSE,,
Manyoni,28.60222053530,-18.14722000000,"Gokwe South, Midlands Province, ZW",Clinic,FALSE,,
Zhamba,28.06110954280,-18.22500000000,"Binga, Matabeleland North Province, ZW",Clinic,FALSE,,
Zhomba,28.31306076050,-17.44139000000,"Nenyunka School, Binga, Midlands Province, ZW",Clinic,FALSE,,
Mashame,28.79750061040,-17.27250000000,"Chireya road, PQHW+PF7, ZW",Rural Health Centre,FALSE,,
Masuka,28.40250015260,-18.00333000000,"Gokwe South, Midlands Province, ZW",Clinic,FALSE,,
Mateta,28.53306007390,-18.39250000000,"Gokwe South, Midlands Province, ZW",Rural Health Centre,FALSE,,
Msala,28.04528045650,-18.46500000000,"Mbungu Settlement, Lupane, Midlands Province, ZW",Clinic,FALSE,,
Mtora,29.00694084170,-17.72083000000,"Nembudziya, Gokwe North, Midlands Province, ZW",Rural Hospital,FALSE,,
Musita,28.57860946660,-17.84361000000,"Sessami, Gokwe South, Midlands Province, ZW",Clinic,FALSE,,
Mutange,29.24028015140,-18.20472000000,"Njelele, Gokwe South, Midlands Province, ZW",Clinic,FALSE,,
Mzadzi,29.05278015140,-17.47944000000,"Gokwe North, Midlands Province, ZW",Rural Health Centre,FALSE,,
Nenyunga,28.25305938720,-17.44139000000,"Nenyunka School, Binga, Midlands Province, ZW",Clinic,FALSE,,
Norah,29.16777992250,-17.51306000000,"Gokwe North, Midlands Province, ZW",Rural Health Centre,FALSE,,
Nyaje,28.79750061040,-18.55222000000,"Gokwe South, Midlands Province, ZW",Rural Health Centre,FALSE,,
Nyamunga,29.46249961850,-18.34667000000,"Empress Mine, Kwekwe, Midlands Province, ZW",Clinic,FALSE,,
Rubatsiro,29.09388923650,-17.77472000000,"Nembudziya, Gokwe North, Midlands Province, ZW",Clinic,FALSE,,
Sai,28.32860946660,-18.25861000000,"Chief Sai, Gokwe South, Midlands Province, ZW",Clinic,FALSE,,
Sesame,28.73500061040,-17.95472000000,"Sessami, Gokwe South, Midlands Province, ZW",Clinic,FALSE,,
Simchembu,28.23969078060,-17.68439000000,"Gokwe North, Midlands Province, ZW",Clinic,FALSE,,
Svisvi,28.77750015260,-18.06028000000,"Sessami, Gokwe South, Midlands Province, ZW",Rural Health Centre,FALSE,,
Tongwe,29.10388946530,-18.08111000000,"Gokwe South, Midlands Province, ZW",Clinic,FALSE,,
Tsungai,29.14249992370,-17.61306000000,"Nembudzia, Gokwe North, Midlands Province, ZW",Rural Health Centre,FALSE,,
Vumba,28.18426000000,-17.76407000000,"Gokwe North, Midlands Province, ZW",Clinic,FALSE,,
Nembudziya,29.01016000000,-17.72261000000,"Nembudziya, Gokwe North, Midlands Province, ZW",Hospital,FALSE,,
Nyamazengwe,29.05069000000,-17.81966000000,"Nembudziya, Gokwe North, Midlands Province, ZW",Clinic,FALSE,,
Nyamhara,28.85431000000,-17.59907000000,"Gokwe North, Midlands Province, ZW",Clinic,FALSE,,
Mateme,28.92017000000,-18.57530000000,"Gokwe South, Midlands Province, ZW",Clinic,FALSE,,
Acturus Mine,31.31681060790,-17.78800000000,"Arcturas, Goromonzi, Mashonaland East Province, ZW",Clinic,FALSE,,
Bosha,31.55306053160,-17.50075000000,"Goromonzi, Mashonaland East Province, ZW",Rural Health Centre,FALSE,,
Chikwaka,31.48586082460,-17.55206000000,"Juru, Goromonzi, Mashonaland East Province, ZW",Rural Hospital,FALSE,,
Chinamhora,31.18456077580,-17.57161000000,"Domboshawa Rd, Showground, ZW",Clinic,FALSE,,
Chinyika,31.35627937320,-17.83503000000,"Goromonzi, Mashonaland East Province, ZW",Clinic,FALSE,,
Cranborne Clinic,31.20742034910,-17.95506000000,"Ruwa, Goromonzi, Mashonaland East Province, ZW",Clinic,FALSE,,
Domboshava,31.13871955870,-17.60214000000,"Domboshawa, Goromonzi, Mashonaland East Province, ZW",Clinic,FALSE,,
John Reimer,31.38442039490,-17.72214000000,"Juru, Goromonzi, Mashonaland East Province, ZW",Clinic,FALSE,,
Kowoyo,31.48925018310,-17.67219000000,"Juru, Goromonzi, Mashonaland East Province, ZW",Clinic,FALSE,,
Kubatsirana,31.37047004700,-17.82031000000,"Goromonzi, Mashonaland East Province, ZW",Clinic,FALSE,,
Makumbe,31.27318954470,-17.54042000000,"Chinamhora, Goromonzi, Mashonaland East Province, ZW",District Hospital,FALSE,,
Masukandoro,31.15321922300,-17.54042000000,"Chigiji Road, ZW",Clinic,FALSE,,
Mwanza,31.48681068420,-17.76875000000,"Juru, Goromonzi, Mashonaland East Province, ZW",Rural Health Centre,FALSE,,
Nyaure,31.27144050600,-17.62294000000,"Showground, Goromonzi, Mashonaland East Province, ZW",Clinic,FALSE,,
Pote,31.12093925480,-17.57222000000,"Domboshawa, Goromonzi, Mashonaland East Province, ZW",Clinic,FALSE,,
